ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4615.7 at 16:37 6/9/2010  Report at 19:15 Monday 6/9/2010!. Processed 13:04 Tuesday 7/9/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMP",D  ETFS Metal Securities Australia,ETFS PD,40,40,100.00,0.00,"41,174","0.09""",,,,,,,,,
"""GCLN",Gloucester Coal,FPO EX,"4,516,590","4,016,962",88.93,0.32,"46,870,700","8.57""",,,,,,,,,
"""PAG",Primeag Australia ,FPO,"189,978","134,501",70.79,1.65,"150,569,976","0.08""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"319,242","190,057",59.53,1.87,"1,828,146,488","0.01""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"64,530","33,767",52.32,1.06,"65,298,128","0.05""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,500,515","780,964",52.04,1.37,"533,379,348","0.14""",,,,,,,,,
"""RVE",Riviera Resources ,FPO,"448,818","231,000",51.46,0.00,"52,543,250","0.44""",,,,,,,,,
"""BLD",Boral ,FPO,"3,731,906","1,700,399",45.56,1.72,"718,853,617","0.23""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"319,042","142,800",44.75,0.00,"509,712,735","0.02""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,324,931","1,404,973",42.25,0.68,"1,005,171,932","0.14""",,,,,,,,,
"""SGP",Stockland,STAPLED,"8,058,417","3,384,724",42.00,1.71,"2,383,036,717","0.14""",,,,,,,,,
"""AMC",Amcor ,FPO,"4,045,302","1,698,304",41.98,0.88,"1,221,901,458","0.13""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"630,182","262,947",41.72,0.44,"259,309,656","0.10""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"572,427","231,157",40.38,0.78,"103,327,059","0.22""",,,,,,,,,
"""CGF",Challenger Financial Services,FPO,"2,190,494","884,354",40.37,1.02,"499,473,232","0.17""",,,,,,,,,
