ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4538.8 at 16:36 8/2/2010  Report at 19:06 Monday 8/2/2010. Processed 11:39 Tuesday 9/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""EXR",Elixir Petroleum ,FPO,"82,000","60,000",73.17,2.50,"188,988,472","0.03""",,,,,,,,,
"""NPX",Nuplex Industries ,FPO NZ,"18,850","12,000",63.66,0.00,"189,797,447","0.00""",,,,,,,,,
"""UGL",UGL ,FPO,"1,324,114","746,277",56.36,1.92,"165,781,705","0.45""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,888,776","1,041,159",55.12,-2.79,"476,975,890","0.21""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,041,294","552,164",53.02,0.87,"418,700,517","0.13""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,775,397","1,992,129",52.76,0.47,"1,005,148,015","0.19""",,,,,,,,,
"""PMV",Premier Investments ,FPO,"95,203","50,024",52.54,-0.74,"150,770,718","0.03""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"176,097","87,331",49.59,-2.15,"259,126,131","0.03""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"95,553","44,109",46.16,0.71,"168,111,691","0.02""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"10,344,881","4,441,679",42.93,-3.18,"2,926,103,883","0.15""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"148,950","63,948",42.93,4.18,"65,276,374","0.09""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,007,495","406,709",40.36,0.00,"603,580,761","0.06""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,009,774","385,267",38.15,-1.81,"413,727,231","0.09""",,,,,,,,,
"""ORI",Orica ,FPO,"886,531","331,523",37.39,-0.57,"361,088,962","0.09""",,,,,,,,,
"""MAP",MAp Group,FORUS,"3,541,798","1,323,906",37.37,-1.71,"1,861,210,782","0.07""",,,,,,,,,
"""SPN",SP AusNet,STAPLED,"3,731,581","1,390,833",37.27,1.11,"2,705,140,151","0.05""",,,,,,,,,
"""WHC",Whitehaven Coal ,FPO,"963,284","356,961",37.05,0.43,"486,223,803","0.07""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"646,359","238,247",36.86,-2.25,"620,709,233","0.03""",,,,,,,,,
"""LYC",Lynas Corporation ,FPO,"4,779,378","1,589,274",33.25,-0.92,"1,655,499,093","0.09""",,,,,,,,,
"""CPU",Computershare,FPO,"907,296","298,917",32.94,-0.16,"555,654,059","0.05""",,,,,,,,,
"""HSP",Healthscope ,FPO,"497,363","163,737",32.92,1.08,"314,241,491","0.05""",,,,,,,,,
"""BLD",Boral ,FPO,"2,203,829","723,668",32.83,-0.54,"595,313,279","0.12""",,,,,,,,,
"""IRN",Indophil Resources,FPO,"747,208","245,001",32.78,0.80,"419,027,937","0.05""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"2,525,958","810,373",32.08,-2.40,"1,167,783,517","0.06""",,,,,,,,,
"""AOE",Arrow Energy ,FPO,"3,315,746","1,055,107",31.82,-0.29,"732,381,533","0.14""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,764,050","862,009",31.18,1.93,"1,062,316,784","0.08""",,,,,,,,,
"""SGP",Stockland,STAPLED,"8,207,800","2,540,109",30.94,-1.28,"2,383,036,717","0.10""",,,,,,,,,
"""FKP",FKP Property Group,STAPLED,"2,908,249","858,604",29.52,-3.65,"1,161,817,264","0.07""",,,,,,,,,
"""ASX",ASX ,FPO,"739,121","217,015",29.36,0.82,"172,305,698","0.12""",,,,,,,,,
"""GWT",GWA International ,FPO,"306,874","88,421",28.81,1.69,"300,667,514","0.02""",,,,,,,,,
"""ANN",Ansell ,FPO,"380,359","108,490",28.52,0.68,"132,714,927","0.08""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"12,221,521","3,486,423",28.52,0.12,"3,356,081,497","0.10""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,481,319","987,990",28.38,0.19,"1,534,275,722","0.06""",,,,,,,,,
