ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4673.9 at 16:34 18/2/2010  Report at 19:06 Thursday 18/2/2010. Processed 11:19 Friday 19/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"7,725,040","3,819,781",49.44,-3.87,"3,104,024,016","0.12""",,,,,,,,,
"""IEM",iShares MSCI Emerging Markets,CDI 1:1,"5,794","2,826",48.77,-0.02,"425,700,000","0.00""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,184,621","996,832",45.63,-1.12,"606,831,240","0.16""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"9,383,636","4,187,590",44.62,3.20,"1,005,148,015","0.41""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"2,650,603","1,049,615",39.59,1.88,"476,975,890","0.22""",,,,,,,,,
"""AND",Andean Resources ,FPO,"361,509","123,965",34.29,-0.38,"470,765,884","0.02""",,,,,,,,,
"""MAP",MAp Group,FORUS,"4,927,834","1,687,993",34.25,-0.65,"1,861,210,782","0.09""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"18,542,813","6,216,884",33.52,1.80,"1,930,403,911","0.32""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"13,756,349","4,543,936",33.03,2.87,"2,351,955,725","0.19""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"3,948,022","1,250,568",31.67,-0.75,"1,299,562,220","0.09""",,,,,,,,,
"""MGX",Mount Gibson Iron ,FPO,"3,961,398","1,224,369",30.90,-0.88,"1,077,174,611","0.11""",,,,,,,,,
"""CRG",Crane Group ,FPO,"188,854","57,580",30.48,1.26,"77,684,223","0.07""",,,,,,,,,
"""GWT",GWA International ,FPO,"1,176,585","356,496",30.29,-0.96,"300,667,514","0.11""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"6,512,998","1,961,227",30.11,1.62,"1,996,912,778","0.09""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"8,921,601","2,577,925",28.89,-0.09,"2,533,062,199","0.10""",,,,,,,,,
"""CSR",CSR ,FPO,"5,760,338","1,641,892",28.50,-0.89,"1,514,920,814","0.10""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"11,186,881","3,168,950",28.32,-1.11,"3,356,081,497","0.09""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"760,026","214,290",28.19,-0.79,"273,379,211","0.07""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"9,316,986","2,622,869",28.15,-0.15,"2,976,290,392","0.08""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"788,000","219,995",27.91,4.13,"229,794,395","0.09""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"4,605,944","1,281,889",27.83,4.06,"748,299,067","0.17""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"6,505","1,699",26.11,-1.78,"65,276,374","0.00""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,333,582","608,737",26.08,-2.25,"483,343,584","0.12""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,461,966","609,934",24.77,2.78,"764,907,820","0.08""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"813,950","199,136",24.46,-1.61,"322,273,136","0.06""",,,,,,,,,
"""AAX",Ausenco ,FPO,"819,818","200,308",24.43,1.71,"121,861,958","0.16""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"19,356,150","4,624,963",23.89,-0.93,"2,307,773,663","0.20""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"75,515,719","18,036,645",23.88,-8.08,"2,265,123,620","0.79""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"13,868,244","3,278,044",23.63,0.56,"2,926,103,883","0.11""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,018,188","236,399",23.21,-1.11,"252,863,336","0.09""",,,,,,,,,
"""BLD",Boral ,FPO,"2,955,626","683,566",23.12,0.36,"595,313,279","0.11""",,,,,,,,,
"""AWB",AWB ,FPO,"2,202,364","501,203",22.75,-1.38,"817,304,356","0.06""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,738,961","618,119",22.56,-5.36,"533,379,348","0.11""",,,,,,,,,
"""VBA",Virgin Blue Holdings ,FPO,"13,507,824","3,010,443",22.28,-2.36,"2,209,126,568","0.13""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"21,630,649","4,753,354",21.97,2.00,"1,823,306,551","0.26""",,,,,,,,,
"""PMP",PMP ,FPO,"212,080","46,556",21.95,3.78,"335,348,483","0.01""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,948,265","863,504",21.87,-0.33,"1,534,275,722","0.05""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"7,473,831","1,614,188",21.59,0.15,"2,119,507,342","0.07""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"439,113","94,729",21.57,0.94,"213,673,497","0.04""",,,,,,,,,
"""IVC",Invocare ,FPO,"189,584","40,728",21.48,1.84,"101,834,236","0.04""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"757,416","162,458",21.44,-1.45,"254,333,109","0.06""",,,,,,,,,
"""ASX",ASX ,FPO,"1,749,678","368,354",21.05,2.98,"172,305,698","0.21""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"55,399,379","11,661,352",21.05,0.96,"12,443,074,357","0.09""",,,,,,,,,
"""TPM",TPG Telecom ,FPO,"294,407","62,000",21.05,1.30,"757,607,849","0.00""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"39,939,938","8,233,998",20.61,2.54,"9,277,584,743","0.08""",,,,,,,,,
"""AMP",AMP ,FPO,"11,956,023","2,439,070",20.40,-1.75,"2,048,645,162","0.11""",,,,,,,,,
"""CSL",CSL ,FPO,"3,102,350","628,438",20.25,0.29,"582,777,598","0.10""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"5,367,894","1,083,305",20.18,-1.11,"1,624,890,447","0.06""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"36,528,476","7,364,801",20.16,0.85,"6,205,676,188","0.11""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"1,170,108","230,541",19.70,-0.11,"460,804,793","0.05""",,,,,,,,,
