ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4480.9 at 16:36 13/8/2010  Report at 19:16 Friday 13/8/2010!. Processed 13:15 Monday 16/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,"1,945","1,350",69.40,0.15,"455,585","0.29""",,,,,,,,,
"""NHF",NIB Holdings ,FPO,"296,140","196,552",66.37,-0.38,"495,431,427","0.04""",,,,,,,,,
"""AGS",Alliance Resources ,FPO,"183,828","121,192",65.92,3.12,"341,172,309","0.03""",,,,,,,,,
"""TNE",Technology One ,FPO,"115,728","70,023",60.50,0.00,"300,303,455","0.02""",,,,,,,,,
"""API",Australian Pharmaceutical,FPO,"283,410","158,341",55.87,0.00,"488,115,883","0.03""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"14,660","7,905",53.92,2.01,"65,298,128","0.01""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"768,330","370,136",48.17,2.77,"509,712,735","0.07""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"91,627","41,704",45.51,1.96,"151,902,455","0.02""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"758,797","327,437",43.15,-1.06,"1,824,472,286","0.01""",,,,,,,,,
"""MSL",Mac Services Group (The) ,FPO,"10,378","4,430",42.68,0.73,"165,966,692","0.00""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"1,726,156","698,961",40.49,4.05,"420,711,773","0.16""",,,,,,,,,
"""AHD",Amalgamated Holdings ,FPO,"232,273","90,000",38.74,0.52,"157,280,499","0.05""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"9,351,417","3,503,253",37.46,1.92,"581,517,884","0.60""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,694,138","965,139",35.82,0.87,"533,379,348","0.18""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"14,472,369","5,113,150",35.33,1.91,"3,356,081,497","0.15""",,,,,,,,,
"""WSA",Western Areas,FPO,"1,906,015","669,774",35.14,11.83,"179,735,899","0.37""",,,,,,,,,
"""SLX",Silex Systems ,FPO,"52,672","17,685",33.57,3.18,"149,296,747","0.01""",,,,,,,,,
"""CSL",CSL ,FPO,"4,170,274","1,383,187",33.16,-0.78,"549,694,167","0.25""",,,,,,,,,
"""MSF",Maryborough Sugar Factory ,FPO,"361,382","117,308",32.46,3.98,"53,235,669","0.22""",,,,,,,,,
"""PMC",Platinum Capital ,FPO,"25,258","8,000",31.67,0.00,"162,258,814","0.00""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"1,364,458","427,446",31.32,0.39,"450,076,509","0.09""",,,,,,,,,
"""AND",Andean Resources ,FPO,"1,586,962","495,013",31.19,11.19,"471,382,867","0.10""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"226,031","69,393",30.70,1.49,"86,459,327","0.08""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"4,006,003","1,215,425",30.34,2.30,"606,831,240","0.20""",,,,,,,,,
"""SRV",Servcorp ,FPO,"117,880","34,285",29.08,0.96,"98,440,807","0.03""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"3,694,324","1,071,242",28.99,2.04,"754,602,169","0.14""",,,,,,,,,
"""AWC",Alumina ,FPO,"50,743,413","14,566,111",28.70,4.15,"2,440,196,187","0.59""",,,,,,,,,
"""SGP",Stockland,STAPLED,"11,589,376","3,285,159",28.34,1.83,"2,383,036,717","0.13""",,,,,,,,,
"""CQT",Conquest Mining ,FPO,"1,421,582","402,782",28.33,2.74,"353,151,103","0.11""",,,,,,,,,
"""COH",Cochlear ,FPO,"345,085","95,938",27.80,-0.25,"56,543,401","0.17""",,,,,,,,,
"""PAN",Panoramic Resources ,FPO,"2,894,419","801,455",27.69,13.00,"205,262,842","0.39""",,,,,,,,,
"""PPT",Perpetual ,FPO,"148,663","40,716",27.38,1.94,"43,417,478","0.09""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"2,284,274","624,982",27.36,-0.58,"491,428,342","0.12""",,,,,,,,,
"""BLD",Boral ,FPO,"8,076,357","2,194,216",27.16,0.91,"718,853,617","0.30""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,602,997","430,373",26.84,1.45,"345,489,546","0.12""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,146,813","838,811",26.65,1.94,"1,005,169,707","0.08""",,,,,,,,,
"""ASX",ASX ,FPO,"697,379","185,026",26.53,1.03,"173,576,316","0.10""",,,,,,,,,
"""CRG",Crane Group ,FPO,"313,493","83,190",26.53,0.36,"78,286,427","0.10""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"8,368,740","2,219,472",26.52,1.53,"1,548,782,874","0.14""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"10,090,386","2,649,248",26.25,0.26,"2,510,727,671","0.10""",,,,,,,,,
"""GNS",Gunns ,FPO,"4,396,893","1,151,915",26.19,3.39,"806,734,892","0.14""",,,,,,,,,
"""ARP",ARB Corporation ,FPO,"46,590","12,161",26.10,-0.17,"72,481,302","0.01""",,,,,,,,,
"""SAI",SAI Global ,FPO,"117,432","30,116",25.64,1.31,"192,253,351","0.01""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"39,916","10,018",25.09,0.99,"4,713,502","0.21""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"6,624,808","1,656,112",24.99,0.00,"772,670,160","0.21""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"328,494","81,987",24.95,0.38,"94,193,403","0.08""",,,,,,,,,
"""TAH",Tabcorp Holdings ,FPO,"4,213,810","1,046,992",24.84,0.31,"612,625,759","0.17""",,,,,,,,,
"""PBG",Pacific Brands ,FPO,"2,772,915","680,876",24.55,4.67,"931,386,248","0.07""",,,,,,,,,
"""PNA",PanAust ,FPO,"20,755,984","4,881,520",23.51,7.33,"2,954,125,529","0.16""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"30,846,160","7,235,936",23.45,0.00,"4,820,821,799","0.15""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"30,787,278","7,138,567",23.18,4.29,"3,121,339,730","0.22""",,,,,,,,,
"""NFE",Northern Iron ,FPO,"43,724","10,022",22.92,0.00,"292,204,786","0.00""",,,,,,,,,
"""AVG",Australian Vintage,FPO,"428,002","95,876",22.40,-1.66,"128,282,317","0.07""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"949,107","212,140",22.35,0.98,"388,429,875","0.05""",,,,,,,,,
"""IFN",Infigen Energy,STAPLED,"1,923,363","429,841",22.34,0.00,"760,374,428","0.05""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"970,685","215,616",22.21,1.50,"108,414,989","0.19""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"12,429,849","2,626,817",21.13,3.69,"2,926,103,883","0.09""",,,,,,,,,
"""ANN",Ansell ,FPO,"878,624","185,263",21.08,1.61,"131,577,652","0.14""",,,,,,,,,
"""WEB",Webjet ,FPO,"240,097","49,767",20.72,2.25,"76,861,278","0.06""",,,,,,,,,
"""ORG",Origin Energy ,FPO,"2,312,230","477,364",20.64,2.08,"880,668,872","0.05""",,,,,,,,,
"""CWN",Crown ,FPO,"1,971,286","406,537",20.62,0.60,"753,555,290","0.05""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"538,666","110,982",20.60,4.12,"322,273,136","0.03""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"4,567,071","939,624",20.57,2.50,"1,920,694,831","0.04""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"741,737","149,156",20.10,0.48,"202,081,252","0.07""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"2,149,487","431,158",20.05,2.12,"1,260,030,198","0.03""",,,,,,,,,
"""BTA",Biota Holdings ,FPO,"429,135","85,879",20.01,2.11,"179,244,153","0.04""",,,,,,,,,
"""ERA",ERA,FPO 'A',"667,385","133,557",20.01,5.93,"190,737,934","0.07""",,,,,,,,,
"""VBA",Virgin Blue Holdings ,FPO,"18,911,638","3,782,602",20.00,1.69,"2,209,126,568","0.17""",,,,,,,,,
"""MAP",MAp Group,FORUS,"6,698,971","1,329,847",19.85,1.00,"1,861,210,782","0.07""",,,,,,,,,
"""AAX",Ausenco ,FPO,"441,557","86,989",19.70,5.55,"122,427,576","0.07""",,,,,,,,,
"""AWB",AWB ,FPO,"3,282,799","643,803",19.61,1.86,"817,304,356","0.07""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"210,946,471","40,855,890",19.36,-0.68,"12,443,074,357","0.32""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,865,344","550,222",19.20,2.76,"510,945,759","0.10""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"2,720,823","518,627",19.06,1.27,"1,281,937,479","0.04""",,,,,,,,,
"""SUL",Super Cheap Auto Group ,FPO,"97,839","18,335",18.74,-0.36,"127,532,302","0.01""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"6,942,150","1,295,435",18.66,0.54,"2,133,245,479","0.06""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"1,292,807","239,882",18.55,0.33,"395,028,737","0.06""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"13,547,744","2,513,238",18.55,0.90,"2,307,773,663","0.10""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"40,768","7,494",18.38,0.90,"63,517,495","0.01""",,,,,,,,,
