ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4889.8 at 16:35 4/1/2010  Report at 19:07 Monday 4/1/2010. Processed 11:09 Tuesday 5/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CZA",Coal of Africa ,FPO,"102,743","60,300",58.69,1.32,"474,413,911","0.01""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"740,956","411,504",55.53,-0.84,"757,542,720","0.05""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"477,384","258,736",54.19,-1.04,"388,429,875","0.06""",,,,,,,,,
"""MTS",Metcash ,FPO,"950,950","422,337",44.41,0.67,"765,191,573","0.05""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"497,123","218,046",43.86,1.49,"533,379,348","0.04""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"1,969,404","808,640",41.06,0.00,"1,380,386,438","0.05""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"3,690,914","1,406,465",38.10,-0.09,"3,356,081,497","0.04""",,,,,,,,,
"""PVA",Psivida Corp.,CDI,"3,604","1,354",37.56,-3.75,"8,422,069","0.01""",,,,,,,,,
"""FPA",Fisher & Paykel Appliances,FPO NZ,"8,700","3,200",36.78,0.00,"724,235,162","0.00""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"11,585,206","4,236,143",36.56,-1.17,"4,766,093,266","0.08""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"855,675","309,020",36.11,1.23,"1,275,641,444","0.02""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,518,203","528,048",34.78,-2.03,"503,524,465","0.10""",,,,,,,,,
