ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4671.9 at 16:47 18/12/2009  Report at 19:09 Friday 18/12/2009. Processed 11:06 Monday 21/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""URM",URAMET MINERALS ,FPO,"41,266","41,266",100.00,0.00,"65,016,771","0.06""",,,,,,,,,
"""RSGO",Resolute Mining ,OPT DEC11,"195,835","127,835",65.27,0.00,"95,982,839","0.13""",,,,,,,,,
"""IEM",iShares MSCI Emerging Markets,CDI 1:1,"10,997","6,538",59.45,-1.63,"425,700,000","0.00""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,497,185","1,429,325",57.23,-0.70,"1,062,316,784","0.13""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,377,231","705,757",51.24,2.28,"452,219,624","0.15""",,,,,,,,,
"""SUL",Super Cheap Auto Group ,FPO,"83,607","38,724",46.31,0.54,"107,956,356","0.03""",,,,,,,,,
"""HST",Hastie Group ,FPO,"604,469","273,339",45.22,1.17,"236,132,996","0.11""",,,,,,,,,
"""RSG",Resolute Mining ,FPO,"5,668,336","2,320,165",40.93,5.39,"382,414,490","0.60""",,,,,,,,,
"""PRU",Perseus Mining ,FPO,"5,045,580","1,951,121",38.67,3.88,"320,082,088","0.61""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"455,107","163,106",35.83,0.00,"361,141,400","0.04""",,,,,,,,,
"""AND",Andean Resources ,FPO,"1,103,919","388,258",35.17,0.78,"467,987,217","0.08""",,,,,,,,,
"""SEK",Seek ,FPO,"562,847","190,281",33.80,2.55,"335,766,988","0.05""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"2,970,807","998,407",33.60,-0.80,"375,826,253","0.26""",,,,,,,,,
"""ISF",iSoft Group ,FPO,"943,139","315,804",33.48,-0.68,"1,037,994,023","0.03""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"2,796,308","906,144",32.40,0.80,"603,580,761","0.15""",,,,,,,,,
"""IMD",Imdex ,FPO,"213,546","66,260",31.02,-0.69,"195,003,794","0.03""",,,,,,,,,
"""SDL",Sundance Resources ,FPO,"15,383,981","4,650,484",30.22,-6.66,"2,460,135,686","0.18""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"2,320,944","692,925",29.85,-3.22,"405,138,239","0.17""",,,,,,,,,
"""ROC",Roc Oil Company ,FPO,"1,993,080","592,706",29.73,-2.22,"713,154,560","0.08""",,,,,,,,,
"""MAP",MAp Group,FORUS,"8,253,136","2,289,839",27.74,2.09,"1,861,210,782","0.12""",,,,,,,,,
"""TWR",Tower ,FPO NZ,"34,318","9,368",27.29,-0.31,"254,882,993","0.00""",,,,,,,,,
"""GNC",Graincorp ,FPO,"2,185,295","584,993",26.77,1.37,"198,318,900","0.29""",,,,,,,,,
"""AWB",AWB ,FPO,"6,550,033","1,677,700",25.61,2.71,"817,304,356","0.20""",,,,,,,,,
"""CVN",Carnarvon Petroleum ,FPO,"2,277,887","560,999",24.62,0.96,"685,099,634","0.08""",,,,,,,,,
"""MTS",Metcash ,FPO,"7,456,566","1,809,797",24.27,-1.83,"765,191,573","0.23""",,,,,,,,,
