ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4475.1 at 16:36 23/7/2010  Report at 19:06 Friday 23/7/2010!. Processed 12:41 Monday 26/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""NVT",Navitas ,FPO,"247,645","203,942",82.35,-1.14,"342,361,526","0.06""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,315,984","1,187,782",51.28,2.82,"510,945,759","0.23""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"6,612,122","3,366,025",50.90,2.08,"2,510,727,671","0.13""",,,,,,,,,
"""NYO",Nyota Minerals ,FPO,"10,000","5,000",50.00,10.34,"317,993,276","0.00""",,,,,,,,,
"""IVA",Ivanhoe Australia ,FPO,"21,830","10,738",49.18,-4.43,"70,980,953","0.01""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"3,309,452","1,600,448",48.36,0.94,"1,920,694,831","0.08""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"657,887","309,641",47.06,0.00,"509,712,735","0.06""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"3,335,960","1,550,339",46.47,0.91,"483,499,363","0.32""",,,,,,,,,
"""ETPMP",M  ETFS Metal Securities Australia,ETFS PM,"1,400",650,46.42,0.00,"59,500","1.09""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"124,482","57,744",46.38,2.15,"232,490,800","0.02""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"370,969","153,665",41.42,3.15,"151,904,499","0.10""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"35,846","14,224",39.68,-0.46,"4,703,391","0.30""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"12,628,334","4,989,590",39.51,2.05,"3,356,081,497","0.14""",,,,,,,,,
"""CRG",Crane Group ,FPO,"242,793","93,541",38.52,3.71,"78,286,427","0.11""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"16,358,878","6,275,762",38.36,0.00,"2,261,732,048","0.27""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"1,587,565","595,686",37.52,0.20,"450,076,509","0.13""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"7,797,499","2,913,866",37.36,1.55,"2,012,803,230","0.14""",,,,,,,,,
"""SEK",Seek ,FPO,"612,229","222,761",36.38,3.08,"336,584,488","0.06""",,,,,,,,,
"""APN",APN News & Media ,FPO,"906,448","322,778",35.60,2.04,"598,823,853","0.05""",,,,,,,,,
"""CDD",Cardno ,FPO,"103,869","36,987",35.60,0.53,"90,510,461","0.04""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,477,533","489,452",33.12,2.41,"345,486,682","0.14""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,268,366","411,646",32.45,2.54,"603,580,761","0.06""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"1,466,008","467,353",31.87,0.00,"635,132,810","0.07""",,,,,,,,,
"""BXB",Brambles ,FPO,"10,691,216","3,397,774",31.78,2.45,"1,422,229,707","0.23""",,,,,,,,,
"""ASX",ASX ,FPO,"476,365","148,443",31.16,1.23,"173,576,316","0.08""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"8,663,332","2,654,961",30.64,2.61,"2,989,104,006","0.08""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"14,458,247","4,428,486",30.62,1.02,"1,855,529,431","0.23""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"5,534,723","1,660,142",29.99,2.56,"2,133,245,479","0.07""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"108,265","32,259",29.79,1.88,"65,298,128","0.04""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"2,350,263","688,401",29.29,1.48,"473,773,816","0.14""",,,,,,,,,
"""MLB",Melbourne IT ,FPO,"111,105","31,900",28.71,0.97,"79,569,967","0.04""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"3,283,735","924,024",28.13,2.38,"606,831,240","0.15""",,,,,,,,,
"""TOL",Toll Holdings ,FPO,"3,550,094","984,870",27.74,2.04,"702,867,609","0.14""",,,,,,,,,
"""GNS",Gunns ,FPO,"4,829,312","1,334,872",27.64,1.53,"806,734,892","0.16""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,325,541","364,411",27.49,3.57,"435,438,790","0.08""",,,,,,,,,
"""PPT",Perpetual ,FPO,"187,761","50,491",26.89,3.02,"43,417,478","0.11""",,,,,,,,,
"""CSL",CSL ,FPO,"2,237,477","588,242",26.29,2.07,"549,692,886","0.10""",,,,,,,,,
"""STO",Santos ,FPO,"3,504,234","897,563",25.61,2.14,"832,568,323","0.10""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,088,285","532,169",25.48,0.82,"1,062,316,784","0.05""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"6,433,563","1,571,030",24.41,1.74,"2,078,994,021","0.07""",,,,,,,,,
"""ANN",Ansell ,FPO,"645,409","156,392",24.23,1.11,"131,577,652","0.11""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"521,511","126,158",24.19,4.62,"229,794,395","0.05""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,886,265","930,114",23.93,2.85,"1,005,167,663","0.09""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"12,330,201","2,820,805",22.87,0.73,"2,307,773,663","0.12""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,531,813","349,694",22.82,4.37,"533,379,348","0.06""",,,,,,,,,
"""UGL",UGL ,FPO,"718,049","163,659",22.79,2.76,"165,928,705","0.09""",,,,,,,,,
"""COH",Cochlear ,FPO,"196,497","44,071",22.42,0.74,"56,543,401","0.07""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"5,777,399","1,293,245",22.38,2.64,"1,548,737,374","0.08""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"21,085,555","4,657,862",22.09,1.67,"3,121,339,730","0.14""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"678,351","145,644",21.47,8.06,"236,766,184","0.06""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"3,525,236","755,092",21.42,1.72,"1,308,279,222","0.05""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"10,924,305","2,325,024",21.28,1.35,"1,930,432,682","0.12""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"1,376,956","291,897",21.19,5.24,"203,891,295","0.14""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"2,360,477","497,724",21.08,1.30,"388,429,875","0.12""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"4,176,457","878,233",21.02,1.27,"1,281,937,479","0.06""",,,,,,,,,
"""IRE",Iress Market Technology ,FPO,"246,676","51,386",20.83,0.12,"126,018,142","0.04""",,,,,,,,,
"""AEO",Austereo Group ,FPO,"77,173","15,595",20.20,-3.29,"344,798,708","0.00""",,,,,,,,,
"""DLX",Duluxgroup ,FPO,"14,045,528","2,823,896",20.10,-0.81,"362,100,430","0.78""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"8,769,268","1,751,431",19.97,0.81,"2,729,071,212","0.06""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"5,391,144","1,072,646",19.89,7.14,"1,167,783,517","0.09""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"9,922,361","1,959,392",19.74,1.69,"2,265,123,620","0.08""",,,,,,,,,
"""IGO",Independence Group,FPO,"598,820","116,364",19.43,4.77,"113,813,539","0.10""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"17,615,992","3,382,896",19.20,3.43,"3,266,304,329","0.10""",,,,,,,,,
"""LGL",Lihir Gold ,FPO 10T,"29,662,361","5,693,669",19.19,1.23,"2,368,729,935","0.24""",,,,,,,,,
"""AMP",AMP ,FPO,"7,571,754","1,384,974",18.29,1.71,"2,071,925,423","0.06""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"1,146,335","209,682",18.29,0.70,"290,592,011","0.07""",,,,,,,,,
"""MTS",Metcash ,FPO,"2,571,921","469,475",18.25,1.38,"765,675,951","0.06""",,,,,,,,,
"""MAP",MAp Group,FORUS,"2,981,159","534,669",17.93,2.79,"1,861,210,782","0.02""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"3,131,356","560,203",17.89,2.05,"2,067,095,545","0.02""",,,,,,,,,
"""SKI",Spark Infrastructure Group,STAPLED,"2,050,088","363,144",17.71,1.64,"1,031,911,394","0.03""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"20,488,930","3,579,190",17.46,3.93,"1,823,322,017","0.19""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"1,068,463","186,468",17.45,1.85,"367,162,725","0.05""",,,,,,,,,
"""SGP",Stockland,STAPLED,"8,279,991","1,440,955",17.40,2.10,"2,383,036,717","0.06""",,,,,,,,,
"""ERA",ERA,FPO 'A',"351,234","60,627",17.26,4.23,"190,737,934","0.03""",,,,,,,,,
"""AWB",AWB ,FPO,"2,480,587","428,007",17.25,4.04,"817,304,356","0.05""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"799,192","137,059",17.15,4.21,"300,687,299","0.04""",,,,,,,,,
"""AAX",Ausenco ,FPO,"3,054,355","522,165",17.09,8.03,"122,427,576","0.42""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"4,497,157","768,437",17.08,1.46,"581,517,884","0.13""",,,,,,,,,
"""ORI",Orica ,FPO,"979,528","166,181",16.96,1.68,"362,100,430","0.04""",,,,,,,,,
