ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4829.3 at 16:33 9/3/2010  Report at 17:15 Tuesday 9/3/2010!. Processed 11:38 Wednesday 10/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ONT",1300 Smiles ,FPO,"6,682","8,302",124.24,0.00,"20,433,611","0.04""",,,,,,,,,
"""FPA",Fisher & Paykel Appliances,FPO NZ,"90,596","77,096",85.09,0.00,"724,235,162","0.01""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"152,091","98,961",65.06,0.00,"512,304,851","0.01""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"6,267,466","3,853,705",61.48,0.55,"1,005,151,794","0.38""",,,,,,,,,
"""EAU",Eldorado Gold,CDI 1:1,"323,071","180,164",55.76,-1.31,"64,583,988","0.27""",,,,,,,,,
"""VTA",Viterra Inc,CDI 1:1,"207,444","114,817",55.34,-3.26,"68,629,939","0.16""",,,,,,,,,
"""AAX",Ausenco ,FPO,"518,324","281,491",54.30,1.00,"121,979,380","0.23""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,968,667","945,927",48.04,0.66,"434,508,164","0.21""",,,,,,,,,
"""CXC",Coeur d'Alene Mines,CDI 1:1,"9,858","4,602",46.68,0.29,"4,361,857","0.10""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"380,068","170,753",44.92,-1.47,"103,249,351","0.16""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"5,215,665","2,301,568",44.12,2.45,"1,167,783,517","0.19""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"2,070,841","884,625",42.71,0.70,"798,520,953","0.11""",,,,,,,,,
"""WDS",WDS ,FPO,"191,909","79,246",41.29,0.84,"143,107,458","0.05""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,534,713","1,015,024",40.04,-1.02,"606,831,240","0.16""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,344,425","525,251",39.06,1.60,"533,379,348","0.09""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"13,644,800","5,299,043",38.83,1.40,"496,845,037","1.06""",,,,,,,,,
"""SGT",Singapore Telecom,CDI,"1,869,949","707,284",37.82,1.23,"488,263,791","0.14""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"9,289,071","3,351,583",36.08,-3.68,"2,261,732,048","0.14""",,,,,,,,,
"""AJA",Astro Japan Property Group,STAPLED,"2,092,096","737,797",35.26,-1.25,"508,212,161","0.14""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"8,819,051","3,109,870",35.26,-0.92,"1,930,403,911","0.16""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"2,254,897","767,057",34.01,-0.42,"364,723,825","0.21""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"4,566,677","1,542,762",33.78,0.00,"1,080,653,789","0.14""",,,,,,,,,
"""ITW",iShares MSCI Taiwan,CDI 1:1,"31,205","10,386",33.28,0.96,"184,400,000","0.00""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"4,800,959","1,555,650",32.40,1.07,"717,142,802","0.21""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"2,135,228","678,573",31.78,-1.04,"460,804,793","0.14""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"926,376","290,616",31.37,-2.01,"322,273,136","0.09""",,,,,,,,,
"""HSP",Healthscope ,FPO,"1,490,265","458,812",30.78,0.95,"314,241,491","0.14""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"3,119,562","944,466",30.27,4.47,"603,580,761","0.15""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"8,615,708","2,605,823",30.24,0.32,"2,307,773,663","0.11""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"467,935","136,690",29.21,0.40,"480,514,663","0.02""",,,,,,,,,
"""GNS",Gunns ,FPO,"4,783,571","1,389,609",29.05,-1.53,"806,734,892","0.17""",,,,,,,,,
"""AXM",Apex Minerals,FPO,"11,927,877","3,427,100",28.73,4.54,"3,317,819,909","0.10""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"4,919,693","1,389,531",28.24,-1.44,"1,894,397,588","0.07""",,,,,,,,,
