ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4733.1 at 16:47 1/12/2009  Report at 19:08 Tuesday 1/12/2009!. Processed 13:38 Wednesday 2/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""AGG",Anglogold Ashanti ,CDI 5:1,"12,892","11,173",86.66,-1.01,"89,207,765","0.01""",,,,,,,,,
"""PRT",Prime Media Group ,FPO,"16,599","14,199",85.54,-2.74,"365,221,071","0.00""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"368,340","273,217",74.17,0.87,"474,413,911","0.05""",,,,,,,,,
"""TSO",Tishman Speyer Office Fund,UNIT,"450,841","275,000",60.99,0.00,"338,440,904","0.08""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"741,173","434,951",58.68,0.18,"757,542,720","0.05""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,425,482","823,841",57.79,-0.24,"706,586,545","0.11""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,918,219","982,712",51.23,0.99,"433,079,144","0.22""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,223,291","1,049,196",47.19,-0.17,"503,524,465","0.20""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,161,273","496,414",42.74,-2.57,"435,205,782","0.11""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"5,350,601","2,171,016",40.57,-0.91,"2,351,955,725","0.09""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"4,740,733","1,901,057",40.10,-1.41,"1,005,136,141","0.18""",,,,,,,,,
"""IVC",Invocare ,FPO,"132,035","52,088",39.45,-1.36,"101,834,236","0.05""",,,,,,,,,
"""CVN",Carnarvon Petroleum ,FPO,"3,165,429","1,242,849",39.26,-0.97,"685,099,634","0.18""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"1,947,195","755,721",38.81,0.00,"717,142,802","0.10""",,,,,,,,,
"""ASL",Ausdrill ,FPO,"289,392","108,956",37.65,3.48,"175,671,398","0.06""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"2,115,805","788,985",37.29,3.30,"748,206,667","0.10""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"8,260,457","3,043,821",36.84,0.09,"3,356,081,497","0.09""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,749,586","1,749,369",36.83,1.98,"1,534,246,082","0.11""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"208,174","73,218",35.17,-1.79,"126,214,666","0.05""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"4,383,597","1,532,313",34.95,0.00,"637,763,952","0.24""",,,,,,,,,
"""MRM",Mermaid Marine Aust ,FPO,"615,307","207,119",33.66,-0.34,"186,009,338","0.11""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"5,691,767","1,872,828",32.90,2.94,"1,380,386,438","0.13""",,,,,,,,,
"""LNC",Linc Energy,FPO,"1,112,950","349,981",31.44,-2.24,"465,671,948","0.07""",,,,,,,,,
