ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4644.1 at 16:39 4/2/2010  Report at 19:06 Thursday 4/2/2010. Processed 11:23 Friday 5/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""SXE",Southern Cross Electrical,FPO,"49,996","49,996",100.00,-0.73,"120,882,353","0.04""",,,,,,,,,
"""IOO",iShares S&P Global 100,CDI 1:1,"28,667","23,580",82.25,0.18,"10,600,000","0.22""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"1,475,288","895,679",60.71,1.09,"151,924,147","0.59""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,123,940","579,202",51.53,1.80,"418,700,517","0.13""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"494,384","247,719",50.10,-1.47,"298,808,836","0.08""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"692,731","344,418",49.71,-0.97,"388,429,875","0.08""",,,,,,,,,
"""AOE",Arrow Energy ,FPO,"4,837,048","2,176,322",44.99,-1.91,"732,381,533","0.29""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"3,292,597","1,417,611",43.05,-2.17,"481,404,331","0.29""",,,,,,,,,
"""IVC",Invocare ,FPO,"317,355","134,309",42.32,0.53,"101,834,236","0.13""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"8,413,519","3,464,576",41.17,-4.21,"3,103,961,516","0.11""",,,,,,,,,
"""OKN",Oakton ,FPO,"87,073","35,255",40.48,0.00,"91,852,235","0.03""",,,,,,,,,
"""AHE",Automotive Holdings Group ,FPO,"45,861","18,000",39.24,-0.43,"225,731,300","0.00""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"9,567,073","3,751,790",39.21,-1.22,"3,356,081,497","0.11""",,,,,,,,,
"""CWN",Crown ,FPO,"837,702","327,501",39.09,-1.87,"753,555,290","0.04""",,,,,,,,,
"""WSA",Western Areas,FPO,"398,249","155,079",38.94,-2.79,"179,735,899","0.08""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"3,095,425","1,170,599",37.81,-1.58,"1,062,316,784","0.11""",,,,,,,,,
"""COH",Cochlear ,FPO,"137,880","50,726",36.79,-0.28,"56,351,818","0.09""",,,,,,,,,
"""DOW",Downer EDI ,FPO,"1,884,621","690,333",36.63,2.22,"333,681,857","0.20""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"24,498,819","8,941,854",36.49,-1.02,"2,265,123,620","0.39""",,,,,,,,,
"""ANN",Ansell ,FPO,"566,349","203,803",35.98,0.88,"132,714,927","0.15""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,118,017","398,902",35.67,-0.74,"603,580,761","0.06""",,,,,,,,,
"""SAY",South American Iron & Steel ,FPO,"1,081,243","380,000",35.14,0.00,"167,732,027","0.22""",,,,,,,,,
"""AMP",AMP ,FPO,"3,589,955","1,259,146",35.07,-0.63,"2,048,645,162","0.06""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"893,533","308,147",34.48,0.00,"460,804,793","0.06""",,,,,,,,,
"""OST",OneSteel ,FPO,"3,894,918","1,342,282",34.46,0.31,"1,328,383,491","0.10""",,,,,,,,,
"""MLT",Milton Corporation ,FPO,"28,647","9,677",33.78,0.00,"92,942,569","0.01""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"15,828,280","5,341,938",33.74,2.39,"1,930,403,911","0.27""",,,,,,,,,
"""APN",APN News & Media ,FPO,"1,372,691","458,664",33.41,-1.25,"595,311,917","0.07""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"276,685","90,601",32.74,0.00,"103,249,351","0.08""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"30,348,390","9,849,694",32.45,1.78,"4,766,093,266","0.20""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"521,238","165,911",31.83,-1.05,"259,126,131","0.06""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"8,304,443","2,601,802",31.33,-1.45,"1,624,890,447","0.16""",,,,,,,,,
"""ORI",Orica ,FPO,"733,185","226,431",30.88,-1.20,"361,088,962","0.06""",,,,,,,,,
"""TOL",Toll Holdings ,FPO,"2,212,933","677,946",30.63,-2.30,"699,358,971","0.09""",,,,,,,,,
"""ORG",Origin Energy ,FPO,"2,043,143","624,328",30.55,1.48,"878,168,374","0.07""",,,,,,,,,
"""CVN",Carnarvon Petroleum ,FPO,"2,342,365","711,382",30.37,0.95,"686,759,634","0.10""",,,,,,,,,
"""AWC",Alumina ,FPO,"9,359,553","2,824,728",30.18,-0.60,"2,440,196,187","0.11""",,,,,,,,,
