ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4877.7 at 16:36 18/3/2010  Report at 19:05 Thursday 18/3/2010!. Processed 12:21 Friday 19/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""AVX",Avexa ,FPO,"3,594,341","2,500,000",69.55,-10.00,"847,688,779","0.29""",,,,,,,,,
"""OKN",Oakton ,FPO,"18,893","11,461",60.66,2.76,"91,857,235","0.01""",,,,,,,,,
"""HFA",HFA Holdings ,FPO,"614,422","321,423",52.31,0.00,"469,330,170","0.06""",,,,,,,,,
"""CXS",Chemgenex Pharmaceuticals,FPO,"414,693","158,304",38.17,-3.47,"283,248,870","0.05""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"8,208,782","3,064,923",37.33,0.03,"1,005,151,794","0.30""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"3,417,102","1,205,313",35.27,-0.49,"798,520,953","0.15""",,,,,,,,,
"""HSP",Healthscope ,FPO,"2,501,699","827,821",33.09,-2.92,"314,241,491","0.26""",,,,,,,,,
"""DJS",David Jones ,FPO,"3,495,323","1,155,081",33.04,-0.78,"503,524,465","0.22""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"583,836","191,662",32.82,3.66,"573,625,950","0.03""",,,,,,,,,
"""SSM",Service Stream ,FPO,"920,437","300,000",32.59,-1.81,"283,418,867","0.10""",,,,,,,,,
"""SGP",Stockland,STAPLED,"38,447,388","11,987,596",31.17,1.27,"2,383,036,717","0.50""",,,,,,,,,
"""ASX",ASX ,FPO,"1,164,295","351,657",30.20,0.88,"172,305,698","0.20""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"14,204,671","4,280,699",30.13,-2.06,"1,823,322,017","0.23""",,,,,,,,,
"""OST",OneSteel ,FPO,"7,712,905","2,316,700",30.03,0.26,"1,328,429,869","0.17""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"8,336,991","2,332,312",27.97,-1.24,"2,078,994,021","0.11""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"19,943,483","5,461,726",27.38,0.00,"2,729,071,212","0.20""",,,,,,,,,
"""AXO",Aurox Resources ,FPO,"1,544,257","420,000",27.19,-1.29,"193,494,413","0.21""",,,,,,,,,
"""PRR",Prima BioMed,FPO,"3,160,456","853,635",27.01,3.57,"674,821,234","0.12""",,,,,,,,,
"""WPL",Woodside Petroleum ,FPO,"2,806,036","749,710",26.71,0.98,"777,245,797","0.09""",,,,,,,,,
"""CHC",Charter Hall Group,FORUS,"5,992,333","1,585,013",26.45,2.17,"1,212,723,832","0.13""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"4,509,000","1,177,398",26.11,3.52,"634,144,970","0.18""",,,,,,,,,
"""AMP",AMP ,FPO,"9,655,360","2,494,411",25.83,0.47,"2,048,645,162","0.12""",,,,,,,,,
"""WOW",Woolworths ,FPO,"4,997,448","1,289,038",25.79,0.13,"1,239,999,313","0.10""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"15,204,466","3,915,145",25.75,-0.32,"3,356,081,497","0.11""",,,,,,,,,
"""TRY",Troy Resources,FPO,"72,572","18,400",25.35,0.46,"87,464,323","0.02""",,,,,,,,,
"""BLD",Boral ,FPO,"3,313,913","829,211",25.02,1.44,"595,313,279","0.13""",,,,,,,,,
"""BKN",Bradken ,FPO,"1,026,421","253,631",24.71,2.98,"130,519,161","0.19""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"374,524","92,316",24.64,-2.70,"480,514,663","0.01""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"944,597","230,381",24.38,1.19,"203,496,058","0.11""",,,,,,,,,
"""BXB",Brambles ,FPO,"5,887,845","1,400,308",23.78,0.27,"1,412,693,361","0.09""",,,,,,,,,
"""SEV",Seven Network ,FPO,"1,011,901","239,541",23.67,-2.63,"190,410,281","0.12""",,,,,,,,,
"""CSR",CSR ,FPO,"14,522,939","3,410,192",23.48,-0.59,"1,514,920,814","0.22""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"6,118,178","1,436,255",23.47,5.88,"418,700,517","0.34""",,,,,,,,,
"""PBG",Pacific Brands ,FPO,"6,930,066","1,604,454",23.15,2.65,"931,386,248","0.17""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,485,041","567,914",22.85,0.37,"606,831,240","0.09""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"10,622,257","2,328,348",21.92,1.09,"2,533,276,869","0.09""",,,,,,,,,
"""UGL",UGL ,FPO,"790,553","172,035",21.76,0.85,"165,828,705","0.10""",,,,,,,,,
"""COH",Cochlear ,FPO,"522,666","113,642",21.74,0.50,"56,543,401","0.20""",,,,,,,,,
"""PXS",Pharmaxis,FPO,"102,611","22,186",21.62,0.37,"225,284,234","0.01""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"123,521,657","26,623,427",21.55,1.27,"12,443,074,357","0.21""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"5,949,058","1,278,647",21.49,0.83,"1,534,295,722","0.08""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"2,063,375","434,963",21.08,3.13,"462,755,572","0.09""",,,,,,,,,
"""CLO",Clough ,FPO,"952,289","196,677",20.65,0.00,"770,716,269","0.02""",,,,,,,,,
"""WSA",Western Areas,FPO,"990,661","201,690",20.35,1.02,"179,735,899","0.11""",,,,,,,,,
"""EAU",Eldorado Gold,CDI 1:1,"310,532","62,793",20.22,0.06,"64,583,988","0.09""",,,,,,,,,
