ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4847.5 at 16:36 22/3/2010  Report at 19:08 Monday 22/3/2010. Processed 11:24 Tuesday 23/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"5,048","4,000",79.23,0.00,"51,900,000","0.00""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,913,530","1,719,172",59.00,-0.18,"1,005,151,794","0.17""",,,,,,,,,
"""COH",Cochlear ,FPO,"354,080","176,418",49.82,1.22,"56,543,401","0.31""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"8,693,038","4,150,526",47.74,-1.41,"3,356,081,497","0.12""",,,,,,,,,
"""SBM",St Barbara ,FPO,"10,362,462","4,893,974",47.22,-5.35,"1,952,668,407","0.25""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"919,787","430,902",46.84,-0.24,"418,700,517","0.10""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"1,465,187","679,510",46.37,1.29,"420,711,773","0.16""",,,,,,,,,
"""RFG",Retail Food Group ,FPO,"66,525","30,036",45.15,-2.59,"103,635,966","0.02""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"983,758","435,157",44.23,-1.25,"448,868,339","0.09""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"762,507","319,952",41.96,-1.16,"270,000,000","0.11""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"7,143,531","2,864,090",40.09,0.00,"2,729,071,212","0.10""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"19,752,449","7,810,568",39.54,-0.62,"4,820,821,799","0.16""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,737,179","647,197",37.25,-2.50,"707,511,545","0.09""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"3,976,724","1,480,921",37.24,-0.25,"2,078,994,021","0.07""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"1,382,336","509,584",36.86,-1.52,"606,831,240","0.08""",,,,,,,,,
"""BXB",Brambles ,FPO,"7,784,825","2,855,183",36.67,2.13,"1,412,693,361","0.20""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"559,107","203,912",36.47,-2.00,"462,755,572","0.04""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"520,531","188,229",36.16,-1.09,"177,288,698","0.10""",,,,,,,,,
"""TGR",Tassal Group ,FPO,"165,559","59,400",35.87,0.32,"140,355,647","0.04""",,,,,,,,,
"""OKN",Oakton ,FPO,"20,385","7,260",35.61,-3.90,"91,857,235","0.00""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"2,152,637","747,245",34.71,-0.81,"1,534,295,722","0.04""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"510,041","174,451",34.20,1.23,"620,709,233","0.02""",,,,,,,,,
"""ASX",ASX ,FPO,"602,347","205,349",34.09,-1.19,"172,305,698","0.11""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"816,871","276,905",33.89,-3.16,"239,125,989","0.11""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"10,509,948","3,512,876",33.42,-0.84,"1,299,562,220","0.27""",,,,,,,,,
"""EXT",Extract Resources,FPO,"722,958","240,421",33.25,-1.79,"242,642,636","0.09""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"1,869,874","617,958",33.04,-0.77,"483,397,504","0.12""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,451,031","469,028",32.32,-0.66,"434,508,164","0.10""",,,,,,,,,
"""WPL",Woodside Petroleum ,FPO,"1,432,396","460,034",32.11,-0.44,"777,245,797","0.05""",,,,,,,,,
"""OST",OneSteel ,FPO,"7,775,518","2,447,737",31.48,-1.53,"1,328,429,869","0.18""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"237,093","72,462",30.56,-1.24,"1,252,637,428","0.00""",,,,,,,,,
"""SAI",SAI Global ,FPO,"23,050","7,037",30.52,2.90,"158,789,175","0.00""",,,,,,,,,
"""CAH",Catalpa Resources ,FPO,"441,138","129,056",29.25,-7.03,"152,279,451","0.08""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"4,500,805","1,297,302",28.82,-1.47,"717,142,802","0.18""",,,,,,,,,
"""HDF",Hastings Diversified Utilities,STAPLED,"383,342","105,573",27.54,0.40,"496,731,383","0.02""",,,,,,,,,
