ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4483.1 at 16:36 30/8/2010  Report at 19:16 Monday 30/8/2010!. Processed 13:06 Tuesday 31/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMP",D  ETFS Metal Securities Australia,ETFS PD,500,500,100.00,0.00,"41,174","1.21""",,,,,,,,,
"""ITW",iShares MSCI Taiwan,CDI 1:1,725,725,100.00,0.07,"184,400,000","0.00""",,,,,,,,,
"""RVE",Riviera Resources ,FPO,"108,750","73,250",67.35,-2.63,"52,270,000","0.14""",,,,,,,,,
"""KMN",Kings Minerals NL,FPO,"560,000","348,568",62.24,0.00,"509,413,034","0.06""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"6,904,175","4,076,431",59.04,2.06,"483,499,363","0.84""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"720,410","357,452",49.61,1.47,"284,212,354","0.12""",,,,,,,,,
"""VEU",Vanguard All-World EX-US Shares I,CDI 1:1,"4,418","2,000",45.26,1.19,"408,668","0.48""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"25,387,791","11,426,464",45.00,-0.94,"1,920,703,692","0.59""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"201,476","86,542",42.95,1.35,"151,902,455","0.05""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"23,580","9,528",40.40,1.09,"1,828,142,472","0.00""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"2,178,169","859,203",39.44,3.11,"754,614,469","0.11""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,078,309","804,128",38.69,3.35,"533,379,348","0.15""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"1,543,533","592,689",38.39,2.05,"354,487,961","0.16""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"310,521","116,901",37.64,1.77,"86,459,327","0.13""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,194,251","796,927",36.31,1.01,"510,945,759","0.15""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"794,953","283,094",35.61,1.62,"108,892,166","0.26""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"8,443,786","3,003,740",35.57,2.27,"2,559,301,430","0.11""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"727,178","254,720",35.02,2.64,"229,794,395","0.11""",,,,,,,,,
"""AMC",Amcor ,FPO,"6,064,395","2,056,375",33.90,2.99,"1,221,901,458","0.16""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"28,345,619","9,510,137",33.55,5.41,"3,121,339,730","0.30""",,,,,,,,,
"""PPC",Peet ,FPO,"86,980","29,104",33.46,-1.07,"300,681,486","0.01""",,,,,,,,,
"""APA",APA Group,STAPLED,"1,404,743","468,275",33.33,3.58,"542,318,629","0.08""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,346,531","1,115,608",33.33,1.04,"1,005,169,707","0.11""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"649,403","214,978",33.10,2.91,"216,011,546","0.10""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,217,326","719,585",32.45,2.46,"606,831,240","0.11""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"4,927,911","1,596,691",32.40,3.31,"1,308,279,222","0.12""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"4,865,612","1,555,214",31.96,0.41,"1,281,937,479","0.12""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,903,638","605,281",31.79,3.67,"345,601,301","0.17""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"14,401,956","4,484,189",31.13,1.85,"2,307,773,663","0.19""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"992,997","295,707",29.77,2.12,"388,429,875","0.07""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"1,324,925","393,922",29.73,0.79,"450,076,509","0.08""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"5,378,915","1,597,869",29.70,2.72,"1,548,817,874","0.10""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"8,024,378","2,332,831",29.07,0.66,"1,855,529,431","0.12""",,,,,,,,,
"""SGP",Stockland,STAPLED,"8,566,200","2,456,665",28.67,1.78,"2,383,036,717","0.10""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"5,490,596","1,573,694",28.66,2.16,"2,133,245,479","0.07""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,335,594","361,610",27.07,3.07,"253,122,552","0.14""",,,,,,,,,
"""MTS",Metcash ,FPO,"2,015,274","542,860",26.93,0.45,"767,055,221","0.07""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"4,475,558","1,204,570",26.91,-0.27,"581,517,884","0.20""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"9,531,807","2,466,984",25.88,2.66,"2,989,159,608","0.08""",,,,,,,,,
"""BTA",Biota Holdings ,FPO,"825,201","212,230",25.71,3.76,"179,878,356","0.11""",,,,,,,,,
"""MAP",MAp Group,FORUS,"5,476,349","1,407,131",25.69,0.68,"1,861,210,782","0.07""",,,,,,,,,
"""CSL",CSL ,FPO,"2,145,584","550,673",25.66,1.65,"549,698,043","0.10""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"15,439,161","3,951,336",25.59,1.52,"3,356,081,497","0.11""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,215,003","309,728",25.49,5.83,"707,818,211","0.04""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,433,162","356,712",24.89,2.33,"566,751,863","0.06""",,,,,,,,,
"""BLY",Boart Longyear ,FPO,"3,194,720","785,141",24.57,2.37,"461,163,412","0.17""",,,,,,,,,
"""ORI",Orica ,FPO,"905,294","217,629",24.04,1.23,"362,100,430","0.06""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"1,035,059","247,535",23.91,4.11,"463,231,008","0.05""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"2,042,076","482,664",23.63,1.63,"2,067,095,545","0.02""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,039,639","244,951",23.56,2.07,"270,000,000","0.09""",,,,,,,,,
"""CPU",Computershare,FPO,"2,949,148","691,633",23.45,1.91,"555,664,059","0.12""",,,,,,,,,
"""RCY",Rivercity Motorway Group,STAPLED,"298,939","68,939",23.06,7.14,"957,010,115","0.00""",,,,,,,,,
"""CRG",Crane Group ,FPO,"162,164","36,864",22.73,1.76,"78,286,427","0.04""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"3,303,024","750,614",22.72,1.78,"772,670,160","0.09""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"67,917","15,212",22.39,0.30,"264,264,459","0.00""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"44,160,665","9,482,467",21.47,0.72,"12,443,074,357","0.07""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"7,353,065","1,575,527",21.42,0.77,"2,530,069,990","0.06""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"2,524,682","535,135",21.19,3.77,"414,278,904","0.12""",,,,,,,,,
