ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4709.9 at 16:34 2/3/2010  Report at 19:07 Tuesday 2/3/2010. Processed 12:18 Wednesday 3/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"1,007,959","847,789",84.10,0.00,"363,937,557","0.23""",,,,,,,,,
"""CDI",Challenger Diversified Prop,STAPLED,"1,306,279","801,351",61.34,2.97,"913,426,007","0.08""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"1,749,151","914,242",52.26,-1.30,"1,252,608,177","0.07""",,,,,,,,,
"""DVN",Devine ,FPO,"3,821,409","1,883,500",49.28,-1.81,"362,809,903","0.51""",,,,,,,,,
"""BLD",Boral ,FPO,"2,118,427","1,033,020",48.76,0.55,"595,313,279","0.17""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"3,110,313","1,387,093",44.59,0.86,"606,831,240","0.22""",,,,,,,,,
"""GUD",GUD Holdings ,FPO,"262,111","109,796",41.88,2.37,"60,606,420","0.18""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"262,267","109,759",41.85,-0.23,"168,132,810","0.06""",,,,,,,,,
"""ERA",ERA,FPO 'A',"300,718","113,582",37.77,-0.21,"190,737,934","0.06""",,,,,,,,,
"""BXB",Brambles ,FPO,"3,254,426","1,123,141",34.51,0.00,"1,412,470,887","0.08""",,,,,,,,,
"""OGC",OceanaGold Corporation,CDI,"301,198","100,000",33.20,-0.86,"185,880,075","0.05""",,,,,,,,,
"""GBG",Gindalbie Metals,FPO,"1,227,788","407,373",33.17,-1.44,"707,487,674","0.05""",,,,,,,,,
"""PLA",Platinum Australia ,FPO,"939,907","301,199",32.04,1.01,"320,880,521","0.09""",,,,,,,,,
"""KZL",Kagara,FPO,"2,446,530","771,845",31.54,0.00,"674,489,717","0.11""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"2,139,022","653,333",30.54,0.00,"1,167,783,517","0.05""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"4,286,814","1,291,515",30.12,-1.36,"707,511,545","0.18""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"7,279,088","2,176,523",29.90,2.20,"1,080,653,789","0.20""",,,,,,,,,
"""HSP",Healthscope ,FPO,"1,012,890","302,627",29.87,-0.23,"314,241,491","0.09""",,,,,,,,,
"""AWB",AWB ,FPO,"2,691,243","789,865",29.34,-0.96,"817,304,356","0.09""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,844,703","1,106,308",28.77,-1.53,"1,005,148,015","0.11""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"588,892","168,229",28.56,-1.48,"103,249,351","0.16""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"9,892,631","2,809,868",28.40,1.01,"2,533,063,677","0.11""",,,,,,,,,
"""ELD",Elders ,FPO,"990,787","272,590",27.51,-1.11,"448,598,480","0.06""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"10,855,537","2,966,075",27.32,0.26,"3,356,081,497","0.08""",,,,,,,,,
"""SBM",St Barbara ,FPO,"6,340,032","1,730,799",27.30,2.27,"1,952,668,407","0.08""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"6,345,751","1,693,575",26.68,-3.22,"476,975,890","0.35""",,,,,,,,,
"""CRG",Crane Group ,FPO,"171,529","45,341",26.43,-0.69,"77,684,223","0.05""",,,,,,,,,
"""MTS",Metcash ,FPO,"2,692,750","699,370",25.97,0.24,"765,622,951","0.09""",,,,,,,,,
"""SGT",Singapore Telecom,CDI,"552,730","139,167",25.17,0.00,"503,544,941","0.02""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"14,056,500","3,508,600",24.96,-1.50,"2,351,955,725","0.14""",,,,,,,,,
"""IVC",Invocare ,FPO,"149,345","37,031",24.79,1.31,"101,834,236","0.03""",,,,,,,,,
"""PPT",Perpetual ,FPO,"90,323","22,362",24.75,-0.29,"42,981,208","0.05""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"367,706","88,077",23.95,-1.04,"561,000,000","0.01""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"9,220,577","2,190,418",23.75,0.75,"2,976,423,825","0.07""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,034,263","913,230",22.63,0.86,"1,534,285,722","0.06""",,,,,,,,,
