ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4789.3 at 16:47 3/12/2009  Report at 19:08 Thursday 3/12/2009. Processed 11:16 Friday 4/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"8,065,649","3,780,811",46.87,0.00,"1,860,813,983","0.20""",,,,,,,,,
"""FWD",Fleetwood Corporation ,FPO,"184,720","79,146",42.84,0.26,"53,156,311","0.14""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"8,292,810","3,536,197",42.64,0.78,"2,942,389,918","0.12""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"9,768,592","4,103,245",42.00,1.31,"3,356,081,497","0.12""",,,,,,,,,
"""ENV",Envestra ,FPO,"1,507,215","615,257",40.82,2.04,"1,346,902,042","0.04""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"45,808,655","18,541,302",40.47,0.39,"3,121,339,730","0.59""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"945,135","363,382",38.44,1.17,"462,291,686","0.07""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"14,824,461","5,454,138",36.79,-1.68,"2,805,460,371","0.19""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"1,791,377","648,775",36.21,1.13,"1,062,316,784","0.06""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"2,841,256","968,658",34.09,-0.47,"717,142,802","0.13""",,,,,,,,,
"""GUD",GUD Holdings ,FPO,"260,131","88,541",34.03,2.67,"60,606,420","0.14""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"2,252,136","752,128",33.39,3.15,"433,484,991","0.17""",,,,,,,,,
"""CRG",Crane Group ,FPO,"269,864","89,786",33.27,1.79,"77,684,223","0.11""",,,,,,,,,
"""FKP",FKP Property Group,STAPLED,"783,330","260,182",33.21,-2.02,"1,161,817,264","0.02""",,,,,,,,,
"""BBG",Billabong International ,FPO,"792,918","261,254",32.94,0.83,"252,863,336","0.10""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"74,013,867","23,636,986",31.93,0.00,"9,277,584,743","0.25""",,,,,,,,,
"""IIF",ING Industrial Fund,UNITS,"30,088,553","9,602,769",31.91,2.32,"2,149,296,373","0.44""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"2,056,626","628,930",30.58,-0.62,"1,167,783,517","0.05""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"1,245,854","370,961",29.77,1.62,"298,271,836","0.12""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"2,360,426","702,434",29.75,-2.21,"270,000,000","0.26""",,,,,,,,,
"""IVC",Invocare ,FPO,"139,676","39,505",28.28,-0.17,"101,834,236","0.03""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"1,183,675","330,677",27.93,-1.90,"338,294,375","0.09""",,,,,,,,,
"""ANN",Ansell ,FPO,"500,940","136,724",27.29,-1.12,"134,254,652","0.10""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,329,600","630,267",27.05,-0.04,"606,831,240","0.10""",,,,,,,,,
"""AMP",AMP ,FPO,"5,809,620","1,490,225",25.65,-0.16,"2,048,645,162","0.07""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"5,431,943","1,329,225",24.47,4.11,"1,380,386,438","0.09""",,,,,,,,,
"""BOW",Bow Energy ,FPO,"1,134,628","276,954",24.40,-0.75,"247,550,314","0.11""",,,,,,,,,
"""SEK",Seek ,FPO,"1,180,812","287,242",24.32,0.64,"335,766,988","0.08""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"9,286,089","2,121,749",22.84,-0.41,"2,098,064,217","0.10""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"1,205,773","271,998",22.55,0.88,"573,625,950","0.04""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,359,767","755,874",22.49,-0.34,"1,005,143,738","0.07""",,,,,,,,,
