ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4900.1 at 16:35 13/1/2010  Report at 19:05 Wednesday 13/1/2010. Processed 11:05 Thursday 14/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"2,909","2,909",100.00,-0.55,"51,900,000","0.00""",,,,,,,,,
"""MIX",Mirvac Industrial Trust,UNIT,"1,180","1,180",100.00,0.00,"362,457,269","0.00""",,,,,,,,,
"""CCD",Caledon Resources,CDI,"55,000","30,000",54.54,-0.63,"30,206,041","0.09""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,839,032","860,698",46.80,-0.43,"464,564,682","0.18""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,573,728","1,159,012",45.03,2.39,"503,524,465","0.23""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"3,016,242","1,336,757",44.31,0.00,"2,067,095,545","0.06""",,,,,,,,,
"""DYE",Dyesol ,FPO,"32,545","13,365",41.06,-2.06,"129,875,632","0.01""",,,,,,,,,
"""TAH",Tabcorp Holdings ,FPO,"1,905,745","729,054",38.25,0.42,"607,730,819","0.12""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"394,474","148,626",37.67,-2.88,"1,823,458,876","0.00""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"3,001,111","1,124,622",37.47,-0.87,"757,542,720","0.14""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"13,042,818","4,742,350",36.36,-0.85,"3,356,081,497","0.14""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,486,908","525,815",35.36,-1.91,"798,520,953","0.06""",,,,,,,,,
"""MAP",MAp Group,FORUS,"4,018,769","1,384,297",34.44,0.33,"1,861,210,782","0.07""",,,,,,,,,
"""FPA",Fisher & Paykel Appliances,FPO NZ,"634,038","210,031",33.12,-1.96,"724,235,162","0.02""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"7,403,133","2,418,447",32.66,-0.26,"2,483,693,809","0.09""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"177,795","54,012",30.37,0.20,"93,937,192","0.05""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,782,587","838,705",30.14,-0.95,"1,005,145,616","0.08""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"280,157","84,006",29.98,-0.46,"474,413,911","0.01""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,437,469","717,227",29.42,-3.69,"706,878,212","0.10""",,,,,,,,,
"""CTO",Citigold Corporation ,FPO,"345,618","100,000",28.93,-3.70,"900,265,513","0.01""",,,,,,,,,
"""EXT",Extract Resources,FPO,"218,581","61,916",28.32,-1.29,"242,617,636","0.02""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"2,746,688","757,370",27.57,-0.99,"1,534,246,082","0.04""",,,,,,,,,
