ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4540.0 at 16:47 3/11/2009  Report at 19:07 Tuesday 3/11/2009!. Processed 11:23 Wednesday 4/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""API",Australian Pharmaceutical,FPO,"549,393","345,449",62.87,-4.11,"257,346,455","0.13""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,536,868","1,540,860",60.73,0.73,"757,542,720","0.20""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"3,875,946","2,108,896",54.41,-0.32,"2,351,955,725","0.09""",,,,,,,,,
"""PRT",Prime Media Group ,FPO,"64,990","35,000",53.85,1.93,"363,347,782","0.01""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,311,445","679,197",51.79,0.00,"414,853,130","0.16""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"774,403","360,370",46.53,-1.88,"603,580,761","0.06""",,,,,,,,,
"""SPN",SP AusNet,STAPLED,"3,192,337","1,463,877",45.85,0.57,"2,662,931,420","0.05""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,639,848","1,207,256",45.73,0.95,"500,656,676","0.24""",,,,,,,,,
"""CSR",CSR ,FPO,"2,527,430","1,135,734",44.93,-1.64,"1,289,265,068","0.08""",,,,,,,,,
"""GWT",GWA International ,FPO,"806,506","360,456",44.69,-1.05,"300,667,514","0.12""",,,,,,,,,
"""TCL",Transurban Group,STAPLED,"2,666,734","1,118,336",41.93,0.00,"1,290,049,879","0.08""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,027,026","394,959",38.45,0.69,"252,863,336","0.15""",,,,,,,,,
"""ASB",Austal ,FPO,"11,642","4,423",37.99,0.83,"188,069,638","0.00""",,,,,,,,,
