ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4697.7 at 16:34 28/1/2010  Report at 19:05 Thursday 28/1/2010. Processed 11:20 Friday 29/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CZA",Coal of Africa ,FPO,"255,409","175,016",68.52,-1.80,"474,538,913","0.03""",,,,,,,,,
"""IBK",iShares MSCI BRIC,CDI 1:1,"5,515","3,415",61.92,0.89,"3,650,000","0.09""",,,,,,,,,
"""SLM",Salmat ,FPO,"7,378","4,061",55.04,0.76,"158,836,983","0.00""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,176,663","567,383",48.22,0.45,"464,564,682","0.12""",,,,,,,,,
"""SPN",SP AusNet,STAPLED,"3,822,306","1,655,443",43.31,0.56,"2,705,140,151","0.06""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"4,324,219","1,823,951",42.18,2.20,"606,831,240","0.30""",,,,,,,,,
"""CAA",Capral ,FPO,"667,601","266,603",39.93,-5.88,"387,898,255","0.06""",,,,,,,,,
"""TOL",Toll Holdings ,FPO,"5,047,305","1,928,704",38.21,3.81,"699,358,971","0.27""",,,,,,,,,
"""IOO",iShares S&P Global 100,CDI 1:1,"7,166","2,700",37.67,2.40,"10,600,000","0.02""",,,,,,,,,
"""MTS",Metcash ,FPO,"3,393,952","1,267,373",37.34,-0.90,"765,551,053","0.16""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"2,652,535","967,247",36.46,0.27,"748,297,467","0.12""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,529,722","2,006,467",36.28,-1.39,"1,005,145,616","0.20""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,137,686","411,924",36.20,-3.48,"252,863,336","0.16""",,,,,,,,,
"""GCL",Gloucester Coal,FPO,"35,310","12,076",34.20,0.35,"81,962,133","0.01""",,,,,,,,,
"""ESG",Eastern Star Gas ,FPO,"2,617,052","876,548",33.49,1.87,"865,224,422","0.10""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"4,696,075","1,533,524",32.65,0.64,"1,380,386,438","0.11""",,,,,,,,,
"""CHC",Charter Hall Group,FORUS,"1,963,729","632,261",32.19,7.37,"750,594,010","0.08""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"639,536","198,149",30.98,0.31,"298,808,836","0.06""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"5,249,246","1,616,143",30.78,0.86,"1,534,265,722","0.10""",,,,,,,,,
"""AWC",Alumina ,FPO,"11,228,053","3,180,099",28.32,0.61,"2,440,196,187","0.13""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"35,349","10,000",28.28,-0.82,"5,032,405","0.19""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"85,799,827","23,823,449",27.76,0.00,"9,277,584,743","0.25""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"7,508,201","2,079,499",27.69,2.20,"3,102,764,016","0.06""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"6,182,742","1,707,560",27.61,1.48,"2,119,507,342","0.08""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,635,999","450,153",27.51,0.50,"533,379,348","0.08""",,,,,,,,,
"""HSP",Healthscope ,FPO,"671,152","183,532",27.34,2.36,"314,241,491","0.05""",,,,,,,,,
"""OST",OneSteel ,FPO,"5,002,687","1,363,420",27.25,2.54,"1,328,383,491","0.10""",,,,,,,,,
