ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
 XAO 4972.9 at 16:33 9/4/2010  Report at 19:08 Friday 9/4/2010!. Processed 11:20 Monday 12/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""COU",Count Financial ,FPO,"54,033","50,533",93.52,-3.23,"258,195,805","0.02""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"10,655","7,103",66.66,-0.42,"62,959,971","0.01""",,,,,,,,,
"""HIL",Hills Industries ,FPO,"635,909","392,328",61.69,1.52,"248,219,660","0.15""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,200,943","1,311,806",59.60,0.36,"483,397,504","0.27""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"1,283,898","704,550",54.87,0.38,"366,835,825","0.19""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"2,800,401","1,512,261",54.00,-0.46,"151,920,368","0.99""",,,,,,,,,
"""SLF",SPDR S&P/ASX 200 Listed Property,ETF UNITS,"97,491","50,873",52.18,0.62,"32,400,001","0.15""",,,,,,,,,
"""COH",Cochlear ,FPO,"165,767","85,169",51.37,0.99,"56,543,401","0.15""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"8,771,090","4,394,416",50.10,0.00,"581,517,884","0.75""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"4,398,125","2,168,185",49.29,0.00,"2,261,732,048","0.09""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"435,046","212,868",48.93,-0.82,"322,273,136","0.06""",,,,,,,,,
"""BVA",Bravura Solutions ,FPO,"307,000","150,000",48.86,0.00,"364,962,264","0.04""",,,,,,,,,
"""BBG",Billabong International ,FPO,"324,935","156,510",48.16,-0.17,"252,863,336","0.06""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,079,747","510,208",47.25,1.61,"798,520,953","0.06""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,536,126","2,598,531",46.93,-0.15,"1,005,151,794","0.25""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"18,818,660","8,814,875",46.84,1.13,"2,351,955,725","0.37""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"3,062,364","1,392,383",45.46,2.99,"462,915,574","0.30""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"4,155,005","1,880,693",45.26,0.33,"1,026,956,191","0.18""",,,,,,,,,
"""UGL",UGL ,FPO,"457,641","200,002",43.70,1.27,"165,928,705","0.12""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"698,514","303,462",43.44,-0.98,"202,081,252","0.15""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"431,106","185,491",43.02,0.41,"388,429,875","0.04""",,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"1,248",524,41.98,0.66,"51,900,000","0.00""",,,,,,,,,
"""SEK",Seek ,FPO,"606,796","248,605",40.97,-0.99,"336,584,488","0.07""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"2,755,267","1,085,686",39.40,0.36,"1,548,717,174","0.07""",,,,,,,,,
