ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4370.6 at 16:36 29/6/2010  Report at 19:06 Tuesday 29/6/2010!. Processed 12:27 Wednesday 30/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"433,418","300,743",69.38,-1.04,"561,347,878","0.05""",,,,,,,,,
"""SOL",Soul Pattinson (WH),FPO,"25,974","17,852",68.73,-1.50,"238,640,580","0.00""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"695,433","384,553",55.29,-1.43,"463,070,936","0.08""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"8,829,024","4,679,327",52.99,1.04,"1,855,529,431","0.25""",,,,,,,,,
"""IGO",Independence Group,FPO,"284,490","140,628",49.43,-1.27,"113,813,539","0.12""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,547,544","1,243,547",48.81,1.27,"772,670,160","0.16""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"2,194,593","1,069,355",48.72,-1.91,"491,328,342","0.21""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"9,194,009","4,170,179",45.35,0.00,"2,729,071,212","0.15""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,805,988","1,262,936",45.00,-1.75,"483,493,006","0.26""",,,,,,,,,
"""VRLPA",Village Roadshow ,A' PREF,"10,660","4,752",44.57,0.00,"52,235,451","0.00""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"15,775,917","7,013,507",44.45,-1.01,"3,356,081,497","0.20""",,,,,,,,,
"""KCN",Kingsgate Consolidated,FPO,"1,016,673","442,004",43.47,-8.26,"97,995,783","0.45""",,,,,,,,,
"""UGL",UGL ,FPO,"693,092","300,467",43.35,-2.09,"165,928,705","0.18""",,,,,,,,,
"""CRG",Crane Group ,FPO,"149,545","64,304",43.00,-1.44,"78,286,427","0.08""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"6,407,059","2,615,819",40.82,-2.48,"3,107,048,120","0.08""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,246,924","914,244",40.68,-0.29,"1,062,316,784","0.08""",,,,,,,,,
"""AAD",Ardent Leisure Group,STAPLED,"1,587,161","638,654",40.23,-2.89,"309,109,468","0.20""",,,,,,,,,
