ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4668.2 at 16:47 14/12/2009  Report at 19:05 Monday 14/12/2009. Processed 12:50 Tuesday 15/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ONT",1300 Smiles ,FPO,"2,333","2,333",100.00,-1.85,"20,433,611","0.01""",,,,,,,,,
"""AND",Andean Resources ,FPO,"884,037","513,810",58.12,0.00,"467,887,217","0.11""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"5,438,493","2,733,181",50.25,0.00,"1,860,813,983","0.14""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"673,361","311,377",46.24,0.91,"452,219,624","0.06""",,,,,,,,,
"""AMP",AMP ,FPO,"19,098,310","8,549,653",44.76,0.00,"2,048,645,162","0.41""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,374,240","1,001,616",42.18,1.23,"1,005,143,738","0.10""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"75,844","29,619",39.05,0.00,"168,079,672","0.01""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,414,728","546,893",38.65,1.81,"748,208,467","0.07""",,,,,,,,,
"""MMX",Murchison Metals,FPO,"1,039,895","401,402",38.60,-1.40,"423,125,768","0.09""",,,,,,,,,
"""MIG",Macquarie Infrastructure Grp,STAPLED,"4,714,095","1,636,698",34.71,1.52,"2,261,732,048","0.07""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"13,643,117","4,524,487",33.16,0.61,"2,351,955,725","0.19""",,,,,,,,,
"""SGT",Singapore Telecom,CDI,"1,286,436","425,793",33.09,0.42,"525,803,012","0.08""",,,,,,,,,
"""COH",Cochlear ,FPO,"135,946","42,471",31.24,2.93,"56,351,818","0.07""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,010,953","934,361",31.03,0.57,"1,534,246,082","0.06""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,773,982","550,049",31.00,2.59,"798,520,953","0.06""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"229,995","70,312",30.57,2.29,"264,264,459","0.02""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"1,545,361","469,035",30.35,1.26,"1,275,641,444","0.03""",,,,,,,,,
"""SEK",Seek ,FPO,"832,990","245,039",29.41,0.59,"335,766,988","0.07""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"10,434,417","3,033,500",29.07,0.37,"3,356,081,497","0.09""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"1,197,609","347,453",29.01,1.75,"733,711,705","0.04""",,,,,,,,,
"""SKC",Sky City Entertainment Group,FPO NZ,"117,180","33,900",28.93,2.30,"575,114,687","0.00""",,,,,,,,,
"""MCW",Macquarie Countrywide Trust,UNIT,"2,646,817","759,969",28.71,3.54,"1,488,668,825","0.05""",,,,,,,,,
"""GWT",GWA International ,FPO,"588,765","161,310",27.39,3.78,"300,667,514","0.05""",,,,,,,,,
"""PPT",Perpetual ,FPO,"85,512","22,163",25.91,0.87,"42,884,626","0.05""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"561,666","145,207",25.85,0.00,"620,709,233","0.02""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"767,240","196,399",25.59,0.08,"298,271,836","0.06""",,,,,,,,,
"""SGP",Stockland,STAPLED,"9,029,007","2,277,546",25.22,-0.76,"2,383,036,717","0.09""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"555,757","134,573",24.21,1.74,"388,429,875","0.03""",,,,,,,,,
"""ERA",ERA,FPO 'A',"149,765","36,166",24.14,-0.26,"190,737,934","0.01""",,,,,,,,,
"""BOW",Bow Energy ,FPO,"322,938","76,800",23.78,0.77,"248,150,314","0.03""",,,,,,,,,
"""BLD",Boral ,FPO,"1,217,308","288,387",23.69,0.17,"595,313,279","0.04""",,,,,,,,,
"""HST",Hastie Group ,FPO,"955,870","226,111",23.65,1.87,"236,132,996","0.09""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"5,165,057","1,220,018",23.62,-0.85,"2,098,064,217","0.05""",,,,,,,,,
"""AWE",AWE ,FPO,"1,298,031","304,093",23.42,0.73,"521,871,941","0.05""",,,,,,,,,
"""ANN",Ansell ,FPO,"650,190","150,022",23.07,1.84,"133,337,196","0.11""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"82,429","18,961",23.00,0.25,"64,945,877","0.02""",,,,,,,,,
"""MTS",Metcash ,FPO,"2,616,973","592,053",22.62,0.46,"765,191,573","0.07""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"170,492","38,133",22.36,-0.88,"229,794,395","0.01""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"28,244","6,109",21.62,-0.40,"4,978,167","0.12""",,,,,,,,,
"""PMP",PMP ,FPO,"343,192","72,442",21.10,2.02,"335,348,483","0.02""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"17,676,225","3,728,369",21.09,3.84,"1,612,536,335","0.23""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"656,179","136,761",20.84,1.33,"350,190,429","0.03""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"4,391,471","881,142",20.06,-1.93,"1,380,386,438","0.06""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"11,598,698","2,297,772",19.81,0.00,"2,995,569,402","0.07""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"1,809,436","358,334",19.80,0.47,"606,831,240","0.05""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,022,443","388,858",19.22,-1.45,"503,524,465","0.07""",,,,,,,,,
"""OMH",OM Holdings ,FPO 10C,"921,258","173,438",18.82,2.43,"490,705,150","0.03""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"3,322,518","621,031",18.69,1.60,"1,894,352,221","0.03""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"6,102,016","1,134,467",18.59,1.76,"2,307,770,787","0.04""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"28,977,685","5,304,861",18.30,0.86,"12,443,074,357","0.04""",,,,,,,,,
"""TCL",Transurban Group,STAPLED,"4,347,810","788,616",18.13,0.00,"1,290,049,879","0.06""",,,,,,,,,
"""BPT",Beach Petroleum ,FPO,"4,791,240","868,396",18.12,0.00,"1,066,630,849","0.08""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"5,515,791","986,722",17.88,0.63,"2,943,407,853","0.03""",,,,,,,,,
"""CVN",Carnarvon Petroleum ,FPO,"685,798","121,512",17.71,2.04,"685,099,634","0.01""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"2,982,641","522,178",17.50,0.91,"1,024,411,713","0.05""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"3,164,184","542,777",17.15,-0.51,"2,078,994,021","0.02""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"10,368,952","1,740,602",16.78,2.50,"1,823,306,551","0.09""",,,,,,,,,
"""OST",OneSteel ,FPO,"4,371,536","730,891",16.71,2.69,"1,328,359,295","0.05""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"10,406,948","1,735,589",16.67,0.00,"2,729,071,212","0.06""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"978,138","162,668",16.63,0.00,"1,561,166,672","0.01""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"9,211,091","1,514,080",16.43,-0.65,"2,507,237,912","0.06""",,,,,,,,,
"""RSG",Resolute Mining ,FPO,"853,490","140,299",16.43,-1.60,"382,414,490","0.03""",,,,,,,,,
"""AJA",Astro Japan Property Group,STAPLED,"1,911,634","313,997",16.42,3.70,"508,212,161","0.06""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"418,608","68,727",16.41,2.66,"93,937,192","0.07""",,,,,,,,,
"""AMC",Amcor ,FPO,"3,339,222","540,458",16.18,0.64,"1,220,810,970","0.04""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"811,604","130,681",16.10,0.00,"418,700,517","0.03""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"217,360","34,952",16.08,1.96,"561,000,000","0.00""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"432,227","69,405",16.05,-1.42,"292,976,085","0.02""",,,,,,,,,
"""NXS",Nexus Energy ,FPO,"4,283,663","678,214",15.83,-1.56,"958,061,849","0.07""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"818,274","129,219",15.79,2.79,"141,164,829","0.09""",,,,,,,,,
"""CDU",Cudeco ,FPO,"290,467","45,577",15.69,-2.86,"138,155,702","0.03""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"899,100","140,087",15.58,0.00,"960,638,735","0.01""",,,,,,,,,
"""ESG",Eastern Star Gas ,FPO,"2,064,622","321,050",15.55,-3.84,"865,074,422","0.03""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,112,452","173,066",15.55,2.77,"603,580,761","0.02""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"5,939,386","914,592",15.39,-0.53,"2,483,693,809","0.03""",,,,,,,,,
"""PNA",PanAust ,FPO,"5,613,516","863,673",15.38,3.54,"2,932,520,239","0.02""",,,,,,,,,
"""ISF",iSOFT Group ,FPO,"370,363","55,791",15.06,2.89,"1,037,994,023","0.00""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"457,840","68,327",14.92,2.89,"573,625,950","0.01""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"764,188","113,806",14.89,0.88,"448,868,339","0.02""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"10,787,917","1,607,104",14.89,-1.41,"2,926,103,883","0.05""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"1,917,741","284,113",14.81,-0.23,"1,062,316,784","0.02""",,,,,,,,,
"""AOE",Arrow Energy ,FPO,"1,210,217","178,531",14.75,0.00,"732,381,533","0.02""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"402,939","58,377",14.48,2.25,"462,291,686","0.01""",,,,,,,,,
"""CUV",Clinuvel Pharmaceuticals ,FPO,"139,175","20,000",14.37,-3.33,"303,148,665","0.00""",,,,,,,,,
"""MOF",Macquarie Office Trust,UNIT,"25,886,921","3,708,239",14.32,5.35,"4,752,826,494","0.07""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"158,553","22,599",14.25,1.52,"259,126,131","0.00""",,,,,,,,,
"""CRG",Crane Group ,FPO,"403,227","57,183",14.18,2.51,"77,684,223","0.07""",,,,,,,,,
"""SBM",St Barbara ,FPO,"22,581,285","3,172,107",14.04,-4.83,"1,768,027,738","0.17""",,,,,,,,,
"""APA",APA Group,STAPLED,"412,433","55,740",13.51,1.84,"508,816,964","0.01""",,,,,,,,,
"""PRR",Prima BioMed,FPO,"2,310,350","310,000",13.41,3.57,"629,498,979","0.04""",,,,,,,,,
"""MGX",Mount Gibson Iron ,FPO,"3,611,496","479,201",13.26,4.65,"1,076,728,611","0.04""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,041,707","138,089",13.25,-0.60,"332,771,169","0.04""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"2,625,367","347,351",13.23,0.27,"414,227,380","0.08""",,,,,,,,,
"""ROC",Roc Oil Company ,FPO,"1,027,205","134,770",13.12,-0.79,"713,154,560","0.01""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,090,054","271,145",12.97,0.24,"706,586,545","0.03""",,,,,,,,,
"""OGC",OceanaGold Corporation,CDI,"525,716","67,661",12.87,5.52,"185,880,075","0.03""",,,,,,,,,
"""CQT",Conquest Mining ,FPO,"402,261","51,699",12.85,0.85,"353,151,103","0.01""",,,,,,,,,
"""WTF",Wotif.Com Holdings ,FPO,"162,434","20,678",12.73,-0.15,"208,918,744","0.01""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"1,538,217","192,173",12.49,-0.55,"405,088,239","0.04""",,,,,,,,,
"""ASX",ASX ,FPO,"700,480","87,032",12.42,0.14,"172,305,698","0.05""",,,,,,,,,
"""CEU",ConnectEast Group,STAPLED,"4,849,350","596,225",12.29,3.70,"3,873,085,929","0.01""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"32,599,517","3,974,935",12.19,-1.71,"2,067,095,545","0.19""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"582,262","70,685",12.14,-1.17,"236,343,513","0.03""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"3,480,769","409,196",11.75,1.67,"1,929,665,584","0.02""",,,,,,,,,
"""NHC",New Hope Corp ,FPO,"278,513","32,173",11.55,1.37,"826,230,549","0.00""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"4,452,090","503,627",11.31,-0.55,"1,292,687,551","0.03""",,,,,,,,,
"""MPO",Molopo Energy ,FPO,"552,485","61,891",11.20,1.91,"193,921,119","0.03""",,,,,,,,,
"""CWN",Crown ,FPO,"1,841,288","200,498",10.88,-0.90,"753,555,290","0.02""",,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"23,036","2,500",10.85,0.96,"51,900,000","0.00""",,,,,,,,,
"""SKI",Spark Infrastructure Group,STAPLED,"1,500,642","160,969",10.72,-0.39,"1,031,911,394","0.01""",,,,,,,,,
"""SMX",SMS Management & Tech,FPO,"71,883","7,697",10.70,-0.34,"66,678,162","0.01""",,,,,,,,,
"""AWC",Alumina ,FPO,"19,578,923","2,067,579",10.56,6.39,"2,440,196,187","0.08""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,446,069","256,578",10.48,-0.51,"533,379,348","0.04""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"456,252","47,650",10.44,2.08,"108,235,467","0.04""",,,,,,,,,
"""PRU",Perseus Mining ,FPO,"262,953","27,052",10.28,-3.16,"320,032,088","0.00""",,,,,,,,,
"""SEV",Seven Network ,FPO,"275,508","28,271",10.26,1.24,"190,260,281","0.01""",,,,,,,,,
"""ELD",Elders ,FPO,"18,972,751","1,941,108",10.23,0.00,"4,485,836,105","0.04""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"568,330","58,074",10.21,3.13,"192,998,524","0.03""",,,,,,,,,
"""WSA",Western Areas,FPO,"162,497","16,531",10.17,-0.98,"179,109,649","0.00""",,,,,,,,,
