ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4665.9 at 16:35 24/2/2010  Report at 19:05 Wednesday 24/2/2010. Processed 11:46 Thursday 25/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""AIA",Auckland Int'l Airport,FPO NZ,"178,539","120,397",67.43,-3.42,"1,272,681,349","0.00""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"2,272,975","1,172,511",51.58,-4.05,"1,167,783,517","0.10""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,823,188","776,669",42.60,-0.27,"748,299,067","0.10""",,,,,,,,,
"""GWT",GWA International ,FPO,"522,862","214,900",41.10,0.63,"300,667,514","0.07""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"2,214,271","891,414",40.25,-0.86,"254,333,109","0.35""",,,,,,,,,
"""AEO",Austereo Group ,FPO,"132,758","52,787",39.76,-0.29,"344,798,708","0.01""",,,,,,,,,
"""ASB",Austal ,FPO,"80,443","31,920",39.68,-0.81,"188,069,638","0.01""",,,,,,,,,
"""AAX",Ausenco ,FPO,"1,181,374","448,569",37.97,-8.77,"121,861,958","0.36""",,,,,,,,,
"""TPM",TPG Telecom ,FPO,"436,282","163,273",37.42,-1.26,"757,607,849","0.02""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"1,959,531","730,439",37.27,2.86,"620,709,233","0.11""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"9,078","3,363",37.04,1.24,"62,959,971","0.00""",,,,,,,,,
"""PLA",Platinum Australia ,FPO,"1,290,094","460,265",35.67,-1.46,"320,880,521","0.14""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,416,320","483,036",34.10,1.70,"434,506,974","0.11""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"7,292,619","2,485,026",34.07,-0.41,"1,275,641,444","0.19""",,,,,,,,,
"""KZL",Kagara,FPO,"3,143,126","1,029,284",32.74,-1.65,"674,489,717","0.15""",,,,,,,,,
