ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4428.7 at 16:51 21/7/2010  Report at 19:05 Wednesday 21/7/2010!. Processed 13:24 Thursday 22/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""NYO",Nyota Minerals ,FPO,"55,123","50,000",90.70,-1.58,"317,993,276","0.01""",,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"1,090",950,87.15,0.00,"51,900,000","0.00""",,,,,,,,,
"""BBG",Billabong International ,FPO,"525,633","358,418",68.18,0.33,"253,122,552","0.14""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"428,131","247,903",57.90,1.68,"236,766,184","0.10""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,742,426","1,496,931",54.58,-0.56,"483,493,006","0.31""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"3,612,169","1,901,853",52.65,-1.11,"717,142,802","0.26""",,,,,,,,,
"""EXT",Extract Resources,FPO,"77,880","40,933",52.55,-1.06,"243,252,298","0.01""",,,,,,,,,
"""DJS",David Jones ,FPO,"670,705","349,537",52.11,0.43,"510,945,759","0.06""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"5,629,697","2,807,905",49.87,-0.33,"1,855,529,431","0.15""",,,,,,,,,
"""AAX",Ausenco ,FPO,"642,276","293,244",45.65,2.42,"122,427,576","0.24""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"22,217,826","10,122,507",45.56,1.17,"3,356,081,497","0.30""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"11,513,524","5,160,752",44.82,1.55,"2,012,803,230","0.25""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"4,796,169","2,141,140",44.64,-0.58,"581,517,884","0.36""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,321,177","568,875",43.05,0.51,"345,486,682","0.16""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"1,297,109","556,025",42.86,1.39,"388,429,875","0.14""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"1,502,660","622,637",41.43,7.05,"1,561,166,672","0.04""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"213,201","83,718",39.26,0.93,"367,162,725","0.02""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"2,813,532","1,061,303",37.72,0.00,"1,281,937,479","0.08""",,,,,,,,,
"""CDD",Cardno ,FPO,"35,174","13,082",37.19,0.00,"90,510,461","0.01""",,,,,,,,,
"""CEU",ConnectEast Group,STAPLED,"1,752,282","645,410",36.83,-1.28,"3,940,145,951","0.01""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,573,751","924,522",35.92,-0.73,"1,005,167,663","0.09""",,,,,,,,,
"""ANN",Ansell ,FPO,"576,739","201,152",34.87,4.00,"131,577,652","0.15""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"147,418","51,235",34.75,0.00,"94,193,403","0.05""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"3,923,317","1,333,110",33.97,1.75,"2,078,994,021","0.06""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"3,332,687","1,098,668",32.96,1.59,"1,920,694,831","0.05""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"362,555","118,336",32.63,2.06,"229,794,395","0.05""",,,,,,,,,
"""VRLPA",Village Roadshow ,A' PREF,"88,283","28,564",32.35,4.91,"52,235,451","0.05""",,,,,,,,,
"""ORI",Orica ,FPO,"845,204","273,392",32.34,0.23,"362,100,430","0.07""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"10,716,196","3,361,968",31.37,-0.72,"3,107,296,345","0.10""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"2,565,653","787,782",30.70,1.66,"418,700,517","0.18""",,,,,,,,,
"""MOL",Moly Mines ,FPO,"112,446","34,405",30.59,0.00,"363,916,323","0.00""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"1,241,362","373,943",30.12,0.47,"1,281,390,524","0.02""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"5,956,790","1,787,961",30.01,-0.16,"2,307,773,663","0.07""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"23,294,875","6,897,695",29.61,2.43,"2,729,071,212","0.25""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,285,638","674,390",29.50,-0.54,"1,062,316,784","0.06""",,,,,,,,,
"""CPU",Computershare,FPO,"2,982,251","875,504",29.35,-2.43,"555,664,059","0.15""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"894,281","258,373",28.89,-3.91,"290,492,011","0.08""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"10,494,997","3,021,817",28.79,1.34,"1,823,322,017","0.16""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"633,080","181,292",28.63,-0.40,"450,076,509","0.04""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"812,502","231,895",28.54,2.80,"270,000,000","0.08""",,,,,,,,,
"""MTS",Metcash ,FPO,"1,864,014","528,436",28.34,-1.13,"765,675,951","0.06""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"4,958,101","1,361,901",27.46,-1.68,"1,930,432,682","0.07""",,,,,,,,,
"""MAP",MAp Group,FORUS,"3,529,896","966,309",27.37,0.69,"1,861,210,782","0.05""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"514,541","140,682",27.34,-0.26,"420,711,773","0.03""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"505,205","137,983",27.31,2.06,"1,824,471,392","0.00""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"330,324","88,999",26.94,1.21,"177,546,198","0.05""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"990,266","266,670",26.92,0.00,"533,379,348","0.05""",,,,,,,,,
"""SEK",Seek ,FPO,"513,619","131,986",25.69,-1.23,"336,584,488","0.03""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"6,231,090","1,574,081",25.26,0.44,"2,989,043,746","0.05""",,,,,,,,,
"""ORG",Origin Energy ,FPO,"1,487,976","372,498",25.03,0.00,"880,668,872","0.04""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,182,795","285,214",24.11,-0.64,"435,438,790","0.06""",,,,,,,,,
"""DOW",Downer EDI ,FPO,"3,573,726","851,731",23.83,5.62,"336,582,351","0.25""",,,,,,,,,
"""ESG",Eastern Star Gas ,FPO,"897,165","212,709",23.70,0.00,"872,224,422","0.02""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"3,882,006","910,500",23.45,0.00,"1,308,279,222","0.07""",,,,,,,,,
"""SRL",Straits Resources ,FPO,"606,362","140,954",23.24,0.37,"255,203,613","0.05""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"76,808,602","17,556,275",22.85,4.96,"4,820,821,799","0.36""",,,,,,,,,
"""AJA",Astro Japan Property Group,STAPLED,"686,565","154,817",22.55,0.00,"508,212,161","0.03""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"50,108","11,188",22.32,-1.84,"65,298,128","0.01""",,,,,,,,,
"""WSA",Western Areas,FPO,"930,333","207,290",22.28,3.93,"179,735,899","0.11""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"451,325","99,705",22.09,-0.24,"354,475,517","0.02""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"1,852,971","408,328",22.03,0.00,"1,380,386,438","0.03""",,,,,,,,,
"""CGF",Challenger Financial Services,FPO,"939,342","205,953",21.92,0.27,"499,623,232","0.04""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"1,181,145","257,097",21.76,2.08,"108,344,987","0.23""",,,,,,,,,
"""BTA",Biota Holdings ,FPO,"374,174","81,138",21.68,-0.54,"179,244,153","0.04""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"5,071,094","1,088,728",21.46,0.67,"2,559,171,046","0.04""",,,,,,,,,
"""CQT",Conquest Mining ,FPO,"756,790","161,790",21.37,6.66,"353,151,103","0.04""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"26,214,128","5,479,392",20.90,0.84,"2,265,123,620","0.24""",,,,,,,,,
