ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4517.6 at 16:36 15/6/2010  Report at 19:06 Tuesday 15/6/2010!. Processed 12:35 Wednesday 16/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ALD",Allied Gold ,FPO,"102,000","90,000",88.23,-6.57,"1,040,132,142","0.00""",,,,,,,,,
"""VTA",Viterra Inc,CDI 1:1,"7,717","5,100",66.08,-5.85,"68,629,939","0.00""",,,,,,,,,
"""RSGO",Resolute Mining ,OPT DEC11,"38,000","25,000",65.78,-9.67,"95,974,716","0.02""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"27,415","15,616",56.96,-1.12,"62,959,971","0.02""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"1,564,673","810,510",51.80,-0.33,"264,264,459","0.30""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"1,373,524","674,492",49.10,-4.07,"1,824,059,817","0.03""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"4,191,281","1,990,551",47.49,-0.03,"1,005,159,970","0.19""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,363,075","616,413",45.22,0.00,"533,379,348","0.11""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"30,570","13,594",44.46,-1.24,"4,683,391","0.29""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"11,349","5,000",44.05,0.77,"512,327,327","0.00""",,,,,,,,,
"""BLD",Boral ,FPO,"2,558,145","1,056,105",41.28,0.37,"598,952,998","0.17""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,577,034","1,057,319",41.02,-0.37,"483,493,006","0.21""",,,,,,,,,
"""EXT",Extract Resources,FPO,"275,678","110,360",40.03,-1.57,"242,867,636","0.04""",,,,,,,,,
"""CRG",Crane Group ,FPO,"186,111","73,587",39.53,1.42,"78,286,427","0.09""",,,,,,,,,
"""UGL",UGL ,FPO,"588,754","231,344",39.29,1.20,"165,928,705","0.13""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"437,771","170,065",38.84,1.22,"202,081,252","0.08""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"3,818,270","1,449,570",37.96,1.19,"754,316,919","0.19""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"2,501,704","913,623",36.52,-1.47,"1,260,030,198","0.07""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"11,441,699","4,110,388",35.92,0.00,"2,307,773,663","0.17""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"1,476,395","499,592",33.83,0.45,"363,937,557","0.13""",,,,,,,,,
"""CEU",ConnectEast Group,STAPLED,"10,245,052","3,399,178",33.17,1.26,"3,940,145,951","0.08""",,,,,,,,,
"""SGP",Stockland,STAPLED,"9,724,027","3,059,230",31.46,1.26,"2,383,036,717","0.12""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,938,192","607,830",31.36,-0.43,"563,460,089","0.10""",,,,,,,,,
"""COH",Cochlear ,FPO,"307,145","95,021",30.93,1.95,"56,543,401","0.16""",,,,,,,,,
"""LGL",Lihir Gold ,FPO 10T,"11,716,285","3,578,970",30.54,-0.23,"2,368,729,935","0.15""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"4,434,257","1,353,419",30.52,0.34,"1,308,279,222","0.10""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"2,854,369","852,506",29.86,-2.40,"798,520,953","0.10""",,,,,,,,,
"""GWT",GWA International ,FPO,"583,510","171,755",29.43,-3.69,"301,102,514","0.05""",,,,,,,,,
"""BBG",Billabong International ,FPO,"798,630","234,090",29.31,-2.47,"253,122,552","0.09""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"23,283,342","6,625,256",28.45,0.75,"6,369,751,394","0.10""",,,,,,,,,
"""STO",Santos ,FPO,"2,832,737","802,938",28.34,-0.74,"832,552,523","0.09""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"24,920,382","7,045,671",28.27,-0.49,"3,356,081,497","0.21""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,303,545","366,909",28.14,-0.85,"960,638,735","0.03""",,,,,,,,,
"""CGX",CGA Mining ,FPO,"72,273","20,020",27.70,-5.00,"331,294,976","0.00""",,,,,,,,,
"""CPU",Computershare,FPO,"1,446,468","397,207",27.46,0.78,"555,664,059","0.07""",,,,,,,,,
"""CQT",Conquest Mining ,FPO,"240,310","66,000",27.46,0.00,"353,151,103","0.01""",,,,,,,,,
