ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4679.5 at 16:38 13/5/2010  Report at 19:05 Thursday 13/5/2010!. Processed 12:08 Friday 14/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMP",T  ETFS Metal Securities Australia,ETFS PT,898,878,97.77,0.00,"36,000","2.43""",,,,,,,,,
"""ETPMP",M  ETFS Metal Securities Australia,ETFS PM,152,135,88.81,-0.23,"59,500","0.22""",,,,,,,,,
"""AVM",Anvil Mining ,CDI,"23,596","20,696",87.71,-0.81,"9,371,518","0.22""",,,,,,,,,
"""BHPIO",F  CitiWarrants (CITIGROUP GLOBAL MA,CTWJN10IW,"26,000","20,000",76.92,1.61,"10,000,000","0.20""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"16,400,824","12,492,096",76.16,0.00,"2,729,071,212","0.45""",,,,,,,,,
"""GPTDA",GPT Group,STAPLED D,"8,835,253","4,311,608",48.80,0.35,"1,855,516,949","0.23""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,319,822","1,117,968",48.19,4.03,"707,511,545","0.15""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"9,593,245","4,581,731",47.76,3.28,"1,062,316,784","0.43""",,,,,,,,,
"""SGT",Singapore Telecom,CDI,"6,461,740","2,770,098",42.86,-1.25,"496,295,791","0.55""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,559,146","2,314,028",41.62,1.05,"1,005,157,140","0.23""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"22,776,735","9,088,825",39.90,0.00,"2,351,955,725","0.38""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"1,554,036","588,227",37.85,0.53,"354,423,437","0.16""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"4,428,988","1,668,465",37.67,2.23,"483,493,006","0.34""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"3,495,061","1,278,232",36.57,1.24,"1,281,937,479","0.10""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"10,112,699","3,697,269",36.56,1.68,"2,976,978,337","0.12""",,,,,,,,,
