ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4554.4 at 16:36 2/8/2010  Report at 19:05 Monday 2/8/2010!. Processed 11:42 Tuesday 3/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""DJS",David Jones ,FPO,"3,108,248","2,162,217",69.56,-0.83,"510,945,759","0.42""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"2,263,313","1,476,356",65.23,0.00,"581,517,884","0.25""",,,,,,,,,
"""IVA",Ivanhoe Australia ,FPO,"113,202","72,000",63.60,4.73,"70,980,953","0.10""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"368,227","215,012",58.39,0.41,"1,824,472,286","0.01""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"287,761","163,353",56.76,0.00,"509,712,735","0.03""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"457,395","252,232",55.14,1.30,"108,344,987","0.23""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"346,163","190,669",55.08,0.38,"94,193,403","0.20""",,,,,,,,,
"""OGC",OceanaGold Corporation,CDI,"458,209","227,122",49.56,2.09,"228,198,170","0.10""",,,,,,,,,
"""CRG",Crane Group ,FPO,"395,646","194,758",49.22,4.89,"78,286,427","0.24""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"125,782","60,979",48.48,2.04,"232,490,800","0.02""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"522,567","245,326",46.94,2.03,"300,687,299","0.08""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"18,399,272","8,494,949",46.17,0.44,"3,356,081,497","0.25""",,,,,,,,,
"""PPT",Perpetual ,FPO,"155,471","69,076",44.43,2.48,"43,417,478","0.15""",,,,,,,,,
"""CWN",Crown ,FPO,"1,014,937","447,530",44.09,1.00,"753,555,290","0.05""",,,,,,,,,
"""TGR",Tassal Group ,FPO,"230,240","100,000",43.43,-0.35,"144,197,882","0.06""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"798,004","345,183",43.25,3.04,"290,592,011","0.11""",,,,,,,,,
"""ASX",ASX ,FPO,"555,525","232,882",41.92,0.86,"173,576,316","0.13""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"1,956,992","818,117",41.80,0.99,"1,005,167,663","0.08""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,837,086","758,484",41.28,-0.47,"960,638,735","0.07""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"838,222","336,641",40.16,2.23,"388,429,875","0.08""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"5,001,091","2,001,653",40.02,0.87,"2,989,104,006","0.06""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"565,108","222,576",39.38,1.14,"561,347,878","0.04""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"2,315,687","908,041",39.21,1.88,"1,308,279,222","0.06""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"511,625","193,683",37.85,-0.47,"239,531,783","0.08""",,,,,,,,,
"""CDD",Cardno ,FPO,"108,712","39,185",36.04,1.01,"90,510,461","0.04""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,947,184","682,167",35.03,4.16,"603,580,761","0.11""",,,,,,,,,
"""ORI",Orica ,FPO,"454,293","157,074",34.57,1.31,"362,100,430","0.04""",,,,,,,,,
"""MTS",Metcash ,FPO,"1,418,770","475,315",33.50,0.00,"765,675,951","0.06""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"733,088","244,279",33.32,0.88,"450,076,509","0.05""",,,,,,,,,
"""GWT",GWA International ,FPO,"245,105","79,884",32.59,1.65,"301,102,514","0.02""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"1,867,890","599,907",32.11,2.78,"483,499,363","0.12""",,,,,,,,,
"""PBG",Pacific Brands ,FPO,"3,179,450","1,007,169",31.67,1.65,"931,386,248","0.10""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"4,523,688","1,418,972",31.36,1.17,"2,559,171,046","0.05""",,,,,,,,,
"""SBM",St Barbara ,FPO,"8,408,404","2,546,699",30.28,1.66,"1,953,168,407","0.13""",,,,,,,,,
"""MAP",MAp Group,FORUS,"2,791,296","835,893",29.94,2.36,"1,861,210,782","0.04""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"8,776,031","2,568,308",29.26,2.46,"1,628,730,107","0.15""",,,,,,,,,
