ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4418.7 at 16:46 20/7/2010  Report at 19:15 Tuesday 20/7/2010!. Processed 12:48 Wednesday 21/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""SRV",Servcorp ,FPO,"195,756","173,486",88.62,2.34,"98,440,807","0.17""",,,,,,,,,
"""CNA",Coal & Allied Industries ,FPO,"10,112","7,867",77.79,2.83,"86,584,735","0.00""",,,,,,,,,
"""NHF",NIB Holdings ,FPO,"835,534","634,886",75.98,2.80,"495,431,427","0.12""",,,,,,,,,
"""REH",Reece Australia ,FPO,"10,626","7,549",71.04,1.08,"99,600,000","0.00""",,,,,,,,,
"""RIC",Ridley Corporation ,FPO,"175,579","124,013",70.63,4.93,"307,817,071","0.04""",,,,,,,,,
"""SOL",Soul Pattinson (WH),FPO,"191,595","134,805",70.35,1.39,"238,640,580","0.05""",,,,,,,,,
"""VRLPA",Village Roadshow ,A' PREF,"121,271","78,298",64.56,0.00,"52,235,451","0.15""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"294,769","176,213",59.78,0.95,"151,904,499","0.11""",,,,,,,,,
"""IVA",Ivanhoe Australia ,FPO,"9,557","5,000",52.31,-1.01,"70,980,953","0.00""",,,,,,,,,
"""AIZ",Air New Zealand ,FPO NZ,"898,888","463,241",51.53,3.61,"1,076,747,302","0.04""",,,,,,,,,
"""PPC",Peet ,FPO,"98,423","48,458",49.23,3.81,"300,681,486","0.01""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"1,299,525","629,252",48.42,1.66,"200,118,524","0.31""",,,,,,,,,
"""AHD",Amalgamated Holdings ,FPO,"15,894","7,468",46.98,2.13,"157,280,499","0.00""",,,,,,,,,
"""SFH",Specialty Fashion Group ,FPO,"126,150","55,486",43.98,4.84,"190,964,693","0.02""",,,,,,,,,
"""TWR",Tower ,FPO NZ,"100,680","43,990",43.69,2.02,"260,631,787","0.01""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"3,177,612","1,352,619",42.56,-0.50,"483,493,006","0.28""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"564,608","231,835",41.06,-1.00,"236,766,184","0.09""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,812,443","743,360",41.01,0.44,"510,945,759","0.14""",,,,,,,,,
"""THG",Thakral Holdings Group,ORD/UNT,"427,525","174,947",40.92,0.00,"584,645,014","0.03""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"2,498,568","1,006,598",40.28,1.69,"1,281,390,524","0.07""",,,,,,,,,
