ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4547.0 at 16:38 17/6/2010  Report at 19:05 Thursday 17/6/2010!. Processed 12:42 Friday 18/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""AAI",Alcoa Inc.,CDI,122,122,100.00,0.00,"866,018,842","0.00""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"1,173,208","704,320",60.03,-0.89,"363,937,557","0.19""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,891,878","3,374,889",57.28,-0.03,"1,005,159,970","0.33""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,847,230","1,404,798",49.33,-0.44,"510,945,759","0.27""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"988,189","463,333",46.88,-0.36,"1,824,059,817","0.02""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"3,139,097","1,352,730",43.09,-1.50,"394,889,237","0.34""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"43,646","18,743",42.94,-0.38,"62,959,971","0.03""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"3,330,099","1,388,973",41.71,1.40,"483,493,006","0.28""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"607,887","241,414",39.71,0.00,"480,514,663","0.05""",,,,,,,,,
"""BLD",Boral ,FPO,"4,284,179","1,676,684",39.13,-1.67,"598,952,998","0.28""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"8,581,362","3,298,445",38.43,-1.29,"1,920,694,831","0.17""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"4,454,532","1,686,288",37.85,-2.69,"533,379,348","0.31""",,,,,,,,,
"""MCR",Mincor Resources,FPO,"1,494,953","561,725",37.57,-5.38,"200,184,686","0.28""",,,,,,,,,
"""APA",APA Group,STAPLED,"1,799,442","645,204",35.85,1.08,"542,318,629","0.11""",,,,,,,,,
"""UGL",UGL ,FPO,"703,318","248,689",35.35,0.00,"165,928,705","0.15""",,,,,,,,,
"""MTS",Metcash ,FPO,"4,802,374","1,694,134",35.27,0.46,"765,644,031","0.22""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"4,122,185","1,417,698",34.39,-3.84,"434,916,592","0.32""",,,,,,,,,
"""PMV",Premier Investments ,FPO,"83,100","27,415",32.99,0.16,"155,030,045","0.01""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"24,158,094","7,623,523",31.55,2.46,"2,926,103,883","0.26""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"3,166,491","990,584",31.28,-1.84,"463,070,936","0.21""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"734,531","228,356",31.08,-3.04,"576,076,525","0.04""",,,,,,,,,
