ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4741.0 at 16:47 25/11/2009  Report at 19:08 Wednesday 25/11/2009!. Processed 12:48 Thursday 26/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""BOL",Boom Logistics ,FPO,"1,902,721","1,229,673",64.62,-2.38,"171,359,202","0.71""",,,,,,,,,
"""AHD",Amalgamated Holdings ,FPO,"16,649","10,000",60.06,0.54,"129,009,875","0.00""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"153,672","90,229",58.71,-0.80,"474,322,094","0.01""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"21,354,728","11,593,735",54.29,2.38,"3,356,081,497","0.34""",,,,,,,,,
"""DMP",Domino's Pizza Enterprises,FPO,"347,527","183,572",52.82,0.00,"68,155,174","0.26""",,,,,,,,,
"""AGG",Anglogold Ashanti ,CDI 5:1,"4,000","2,000",50.00,0.00,"89,207,765","0.00""",,,,,,,,,
"""AMP",AMP ,FPO,"7,631,191","3,345,249",43.83,0.32,"2,048,645,162","0.16""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"3,185,323","1,355,851",42.56,-2.01,"462,094,914","0.29""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,835,322","1,130,020",39.85,1.27,"757,542,720","0.14""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"8,992,482","3,568,448",39.68,-0.51,"2,067,095,545","0.17""",,,,,,,,,
"""NFE",Northern Iron ,FPO,"783,273","303,473",38.74,-5.09,"154,199,324","0.19""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"22,270,629","8,343,157",37.46,3.19,"1,860,813,983","0.44""",,,,,,,,,
"""MTS",Metcash ,FPO,"2,976,285","1,066,558",35.83,0.00,"765,146,395","0.13""",,,,,,,,,
"""ANN",Ansell ,FPO,"692,746","243,035",35.08,2.72,"134,254,652","0.18""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"5,054,523","1,768,214",34.98,-0.26,"606,831,240","0.29""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"40,342,793","14,019,451",34.75,2.54,"6,071,770,261","0.23""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"23,976,858","7,870,842",32.82,0.61,"2,926,103,883","0.26""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"650,900","210,810",32.38,4.37,"292,976,085","0.07""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"60,126,696","18,787,044",31.24,2.73,"12,443,074,357","0.15""",,,,,,,,,
"""MMG",Macquarie Media Group,STAPLED,"818,238","255,434",31.21,-0.49,"306,076,656","0.08""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"3,057,140","951,428",31.12,-0.41,"435,205,782","0.21""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"5,839,469","1,816,178",31.10,0.34,"1,292,687,551","0.14""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"577,107","161,399",27.96,-0.36,"561,000,000","0.02""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"2,849,596","762,148",26.74,0.24,"717,142,802","0.10""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"4,097,313","1,085,057",26.48,0.22,"1,062,316,784","0.10""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"4,534,272","1,157,514",25.52,-2.04,"1,878,169,770","0.06""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"1,642,721","410,815",25.00,0.78,"399,785,521","0.10""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"370,775","91,229",24.60,-1.71,"264,264,459","0.03""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"375,645","87,903",23.40,2.16,"202,081,252","0.04""",,,,,,,,,
"""NDO",Nido Petroleum ,FPO,"1,587,545","365,086",22.99,0.00,"1,050,814,774","0.03""",,,,,,,,,
