ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4622.9 at 16:47 10/12/2009  Report at 19:05 Thursday 10/12/2009!. Processed 12:27 Friday 11/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,524,524,100.00,0.00,"51,900,000","0.00""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"208,583","154,411",74.02,-2.53,"474,413,911","0.03""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"12,332","8,915",72.29,0.75,"511,588,538","0.00""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"2,716,721","1,232,617",45.37,0.73,"748,206,667","0.16""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,900,337","1,186,607",40.91,-0.72,"1,005,143,738","0.11""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"5,320,521","2,149,699",40.40,-1.72,"717,142,802","0.30""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,698,074","676,542",39.84,-0.90,"452,219,624","0.15""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"146,691","56,328",38.39,1.48,"168,079,672","0.03""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,478,645","951,499",38.38,-0.69,"757,542,720","0.12""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"478,684","175,602",36.68,-1.50,"259,126,131","0.06""",,,,,,,,,
"""AMP",AMP ,FPO,"7,087,014","2,565,240",36.19,-0.32,"2,048,645,162","0.12""",,,,,,,,,
"""GBG",Gindalbie Metals,FPO,"1,525,678","549,250",36.00,-2.11,"707,187,674","0.07""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,381,898","492,298",35.62,-0.75,"960,638,735","0.05""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"1,502,268","525,584",34.98,-0.07,"236,343,513","0.22""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"9,047,061","3,060,768",33.83,0.14,"2,098,064,217","0.14""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"18,414,656","6,163,732",33.47,-1.45,"3,356,081,497","0.18""",,,,,,,,,
"""FLX",Felix Resources ,FPO,"10,101,404","3,354,553",33.20,0.41,"196,625,038","1.70""",,,,,,,,,
"""SEK",Seek ,FPO,"1,827,303","599,108",32.78,4.40,"335,766,988","0.17""",,,,,,,,,
"""TEN",Ten Network Holdings ,FPO,"8,899,790","2,909,140",32.68,-0.64,"1,045,236,720","0.27""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"5,987,458","1,908,277",31.87,1.32,"2,078,994,021","0.09""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"3,501,873","1,105,605",31.57,-1.55,"606,831,240","0.18""",,,,,,,,,
"""UGL",UGL ,FPO,"1,140,801","354,836",31.10,4.01,"165,698,371","0.21""",,,,,,,,,
"""BOW",Bow Energy ,FPO,"667,027","202,540",30.36,-2.27,"248,150,314","0.08""",,,,,,,,,
"""CRG",Crane Group ,FPO,"299,633","89,624",29.91,-1.97,"77,684,223","0.11""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"4,141,567","1,233,942",29.79,-1.26,"1,024,411,713","0.12""",,,,,,,,,
"""AOE",Arrow Energy ,FPO,"2,342,150","690,622",29.48,-1.53,"732,381,533","0.09""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"573,127","168,911",29.47,-1.33,"93,937,192","0.18""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"3,083,833","897,467",29.10,-2.41,"798,520,953","0.11""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"452,384","128,121",28.32,-1.90,"264,264,459","0.04""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"40,029,016","11,289,503",28.20,0.58,"12,443,074,357","0.09""",,,,,,,,,
"""SEV",Seven Network ,FPO,"276,070","77,528",28.08,-0.15,"190,260,281","0.04""",,,,,,,,,
"""TWR",Tower ,FPO NZ,"94,325","25,898",27.45,-0.64,"254,882,993","0.01""",,,,,,,,,
"""CWN",Crown ,FPO,"3,210,328","880,018",27.41,-1.41,"753,555,290","0.11""",,,,,,,,,
"""ORI",Orica ,FPO,"2,949,163","799,904",27.12,1.77,"361,059,779","0.22""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"2,270,842","612,212",26.96,-0.90,"603,580,761","0.10""",,,,,,,,,
"""SGP",Stockland,STAPLED,"10,756,304","2,880,135",26.77,0.25,"2,383,036,717","0.12""",,,,,,,,,
"""TAH",Tabcorp Holdings ,FPO,"2,688,539","707,747",26.32,0.14,"607,730,819","0.11""",,,,,,,,,
"""TAP",Tap Oil ,FPO,"245,022","64,422",26.29,0.00,"156,485,921","0.04""",,,,,,,,,
"""DJS",David Jones ,FPO,"3,098,433","800,922",25.84,-0.36,"503,524,465","0.15""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"724,284","185,953",25.67,-1.45,"462,291,686","0.04""",,,,,,,,,
"""ORG",Origin Energy ,FPO,"3,850,970","982,780",25.52,0.37,"878,159,074","0.11""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"642,092","163,756",25.50,0.60,"141,164,829","0.11""",,,,,,,,,
