ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4277.8 at 16:37 7/7/2010  Report at 19:06 Wednesday 7/7/2010!. Processed 12:59 Thursday 8/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMP",T  ETFS Metal Securities Australia,ETFS PT,280,280,100.00,-0.45,"36,000","0.77""",,,,,,,,,
"""SOL",Soul Pattinson (WH),FPO,"9,322","6,507",69.80,-1.91,"238,640,580","0.00""",,,,,,,,,
"""PPC",Peet ,FPO,"116,959","67,594",57.79,-1.73,"300,681,486","0.02""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"72,943","41,743",57.22,-0.34,"264,264,459","0.01""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"1,532,328","860,581",56.16,0.32,"620,709,233","0.13""",,,,,,,,,
"""CDD",Cardno ,FPO,"79,145","44,279",55.94,-5.72,"90,510,461","0.04""",,,,,,,,,
"""NPX",Nuplex Industries ,FPO NZ,"78,178","40,000",51.16,3.89,"192,232,926","0.02""",,,,,,,,,
"""BTT",BT Investment Management ,FPO,"173,393","86,392",49.82,5.26,"160,000,000","0.05""",,,,,,,,,
"""IVA",Ivanhoe Australia ,FPO,"3,933","1,933",49.14,-0.76,"70,955,953","0.00""",,,,,,,,,
"""IRE",Iress Market Technology ,FPO,"460,922","212,793",46.16,-0.84,"126,018,142","0.16""",,,,,,,,,
"""CRG",Crane Group ,FPO,"197,751","74,599",37.72,-1.98,"78,286,427","0.09""",,,,,,,,,
"""SUL",Super Cheap Auto Group ,FPO,"49,974","18,698",37.41,0.18,"127,532,302","0.01""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"467,180","171,152",36.63,0.00,"236,766,184","0.07""",,,,,,,,,
"""MPO",Molopo Energy ,FPO,"79,697","28,785",36.11,-3.84,"250,665,548","0.01""",,,,,,,,,
"""SEK",Seek ,FPO,"1,238,053","445,369",35.97,-2.03,"336,584,488","0.13""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"15,072,110","5,352,914",35.51,0.75,"3,356,081,497","0.15""",,,,,,,,,
"""AWB",AWB ,FPO,"2,123,012","685,030",32.26,-1.57,"817,304,356","0.08""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"1,291,091","416,196",32.23,-5.07,"363,937,557","0.11""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"575,180","183,450",31.89,0.32,"229,794,395","0.08""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"9,094,711","2,892,130",31.80,0.24,"3,107,179,370","0.09""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"3,278,460","1,038,568",31.67,-1.37,"1,281,390,524","0.08""",,,,,,,,,
"""EXT",Extract Resources,FPO,"306,560","91,303",29.78,1.08,"243,150,558","0.03""",,,,,,,,,
