ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4584.9 at 16:36 5/8/2010  Report at 19:06 Thursday 5/8/2010!. Processed 12:40 Friday 6/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMP",T  ETFS Metal Securities Australia,ETFS PT,175,175,100.00,-0.56,"36,000","0.48""",,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"2,000","2,000",100.00,0.49,"51,900,000","0.00""",,,,,,,,,
"""RSGO",Resolute Mining ,OPT DEC11,"19,200","19,200",100.00,0.00,"95,974,716","0.02""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"1,328,730","1,184,829",89.17,0.00,"491,428,342","0.24""",,,,,,,,,
"""WBA",Webster ,FPO,"12,058","10,000",82.93,1.33,"64,597,159","0.01""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"203,908","159,000",77.97,2.77,"509,712,735","0.03""",,,,,,,,,
"""GCL",Gloucester Coal,FPO,"744,495","565,892",76.01,0.00,"81,962,133","0.69""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"25,452","14,619",57.43,-0.38,"4,653,962","0.31""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"921,667","492,491",53.43,-1.42,"270,000,000","0.18""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"879,703","467,785",53.17,4.93,"1,824,472,286","0.02""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"25,907,880","13,077,313",50.47,0.39,"3,356,081,497","0.39""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,355,017","1,090,119",46.28,0.64,"510,945,759","0.21""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"13,744,996","6,320,832",45.98,0.29,"1,628,730,107","0.38""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"2,687,917","1,167,224",43.42,0.58,"581,517,884","0.20""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,966,602","1,250,690",42.15,1.59,"483,499,363","0.25""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"60,966","25,000",41.00,-1.47,"65,298,128","0.03""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"1,252,515","504,957",40.31,1.51,"388,429,875","0.13""",,,,,,,,,
"""SLX",Silex Systems ,FPO,"44,747","17,872",39.94,2.70,"149,296,747","0.01""",,,,,,,,,
"""NVT",Navitas ,FPO,"587,811","225,016",38.28,2.94,"342,361,526","0.06""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"5,739,891","2,166,157",37.73,0.30,"2,559,171,046","0.08""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"15,772,070","5,897,245",37.39,-0.78,"2,307,773,663","0.25""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,848,834","1,061,195",37.25,0.25,"1,005,169,707","0.10""",,,,,,,,,
"""PPT",Perpetual ,FPO,"183,376","67,814",36.98,0.80,"43,417,478","0.15""",,,,,,,,,
"""CWN",Crown ,FPO,"1,316,652","473,675",35.97,0.36,"753,555,290","0.06""",,,,,,,,,
"""BXB",Brambles ,FPO,"4,452,672","1,597,326",35.87,0.73,"1,422,229,707","0.11""",,,,,,,,,
