ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4676.1 at 16:47 16/12/2009  Report at 19:05 Wednesday 16/12/2009!. Processed 17:41 Thursday 17/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""AXC",AXG MINING ,FPO,"30,000","30,000",100.00,0.00,"99,750,000","0.03""",,,,,,,,,
"""AMM",amcom Telecommunications ,FPO,"661,619","478,619",72.34,1.88,"554,859,091","0.08""",,,,,,,,,
"""URM",Uramet Minerals ,FPO,"45,489","25,489",56.03,-13.33,"65,016,771","0.03""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"717,737","383,729",53.46,-0.36,"264,264,459","0.14""",,,,,,,,,
"""GWT",GWA International ,FPO,"858,423","451,707",52.62,-3.78,"300,667,514","0.15""",,,,,,,,,
"""FPA",Fisher & Paykel Appliances,FPO NZ,"31,080","16,200",52.12,2.22,"724,235,162","0.00""",,,,,,,,,
"""AND",Andean Resources ,FPO,"703,061","341,941",48.63,-2.30,"467,987,217","0.07""",,,,,,,,,
"""BOL",Boom Logistics ,FPO,"1,115,471","537,443",48.18,0.00,"283,736,475","0.18""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"2,744,074","1,310,853",47.77,5.12,"603,580,761","0.21""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"7,870,969","3,523,757",44.76,-0.12,"3,356,081,497","0.10""",,,,,,,,,
"""RKN",Reckon ,FPO,"230,139","100,000",43.45,1.47,"133,196,949","0.07""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"1,827,015","782,113",42.80,-0.90,"462,291,686","0.16""",,,,,,,,,
"""HIL",Hills Industries ,FPO,"353,337","150,880",42.70,0.75,"247,501,047","0.06""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"426,661","175,966",41.24,1.75,"64,945,877","0.27""",,,,,,,,,
"""NXS",Nexus Energy ,FPO,"6,483,208","2,630,332",40.57,-1.61,"958,061,849","0.27""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,870,871","756,953",40.46,-1.11,"503,524,465","0.15""",,,,,,,,,
"""SEV",Seven Network ,FPO,"259,485","99,578",38.37,-0.15,"190,260,281","0.05""",,,,,,,,,
"""BLD",Boral ,FPO,"2,269,756","857,170",37.76,-0.69,"595,313,279","0.14""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"2,751,345","984,289",35.77,-0.09,"1,534,246,082","0.06""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"1,256,661","448,041",35.65,0.00,"1,252,608,177","0.03""",,,,,,,,,
"""CRG",Crane Group ,FPO,"121,621","43,248",35.56,1.61,"77,684,223","0.05""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"984,570","347,299",35.27,-1.72,"733,711,705","0.04""",,,,,,,,,
"""PMP",PMP ,FPO,"129,936","44,991",34.62,-4.48,"335,348,483","0.01""",,,,,,,,,
"""APA",APA Group,STAPLED,"842,565","290,996",34.53,-0.31,"508,816,964","0.05""",,,,,,,,,
"""GNC",Graincorp ,FPO,"1,501,699","517,269",34.44,0.53,"198,318,900","0.26""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,691,385","917,767",34.10,-0.70,"1,062,316,784","0.08""",,,,,,,,,
"""SIP",Sigma Pharmaceuticals ,FPO,"6,137,770","2,090,585",34.06,2.18,"1,175,672,572","0.17""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"400,973","136,202",33.96,0.98,"561,000,000","0.02""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,180,927","397,046",33.62,-0.91,"452,219,624","0.08""",,,,,,,,,
"""ANN",Ansell ,FPO,"513,685","169,186",32.93,0.09,"133,337,196","0.12""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"318,740","103,764",32.55,-1.31,"93,937,192","0.11""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"669,322","214,281",32.01,0.00,"620,709,233","0.03""",,,,,,,,,
"""ASX",ASX ,FPO,"659,257","208,165",31.57,0.64,"172,305,698","0.12""",,,,,,,,,
"""AMP",AMP ,FPO,"9,122,399","2,798,711",30.68,-1.61,"2,048,645,162","0.13""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,999,272","904,472",30.15,-0.26,"1,005,143,738","0.09""",,,,,,,,,
"""AAX",Ausenco ,FPO,"282,086","80,896",28.67,-2.77,"121,861,958","0.06""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"223,884","64,113",28.63,-1.25,"85,948,449","0.07""",,,,,,,,,
"""PBG",Pacific Brands ,FPO,"8,688,028","2,480,167",28.54,-6.14,"931,386,248","0.26""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"7,351,152","2,098,581",28.54,-0.84,"1,275,641,444","0.16""",,,,,,,,,
"""LRC",Laguna Resources,FPO,"553,282","155,601",28.12,0.00,"733,787,450","0.02""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"262,860","73,858",28.09,-0.98,"292,976,085","0.02""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"1,714,516","479,614",27.97,-0.07,"606,831,240","0.07""",,,,,,,,,
"""SKI",Spark Infrastructure Group,STAPLED,"3,541,759","971,826",27.43,-0.38,"1,031,911,394","0.09""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"5,131,063","1,405,657",27.39,-0.99,"717,142,802","0.19""",,,,,,,,,
"""AMC",Amcor ,FPO,"5,184,666","1,419,545",27.38,-0.96,"1,220,810,970","0.11""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"533,761","145,795",27.31,-1.05,"298,271,836","0.04""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"519,074","140,786",27.12,-1.18,"213,673,497","0.06""",,,,,,,,,
"""NOD",Nomad Building Solutions ,FPO,"624,797","162,609",26.02,4.27,"138,138,976","0.11""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"1,870,414","485,429",25.95,-1.71,"481,239,331","0.10""",,,,,,,,,
"""MEO",MEO Australia ,FPO,"1,900,994","489,611",25.75,-2.24,"477,220,955","0.10""",,,,,,,,,
"""MCU",Mitchell Communication Group,FPO,"19,500","4,994",25.61,-1.25,"300,073,188","0.00""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"2,189,846","560,000",25.57,0.00,"581,517,884","0.09""",,,,,,,,,
"""APN",APN News & Media ,FPO,"859,032","219,202",25.51,-1.35,"595,311,917","0.03""",,,,,,,,,
"""BBG",Billabong International ,FPO,"822,653","209,299",25.44,-0.36,"252,863,336","0.08""",,,,,,,,,
"""LNC",Linc Energy,FPO,"465,959","118,314",25.39,-1.00,"467,585,758","0.02""",,,,,,,,,
"""GUD",GUD Holdings ,FPO,"308,171","78,005",25.31,-1.07,"60,606,420","0.12""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"4,182,526","1,056,182",25.25,-0.14,"2,098,064,217","0.05""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"378,098","94,625",25.02,2.94,"474,413,911","0.02""",,,,,,,,,
"""BPT",BEACH ENERGY ,FPO,"4,922,514","1,224,642",24.87,-2.77,"1,080,653,789","0.11""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"1,369,729","336,415",24.56,1.09,"448,868,339","0.07""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"16,115,281","3,934,227",24.41,-0.70,"1,823,306,551","0.21""",,,,,,,,,
"""PPT",Perpetual ,FPO,"219,363","53,500",24.38,-3.95,"42,884,626","0.12""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"715,449","172,543",24.11,2.48,"192,998,524","0.08""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"3,817,677","904,313",23.68,0.79,"1,894,371,752","0.04""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"450,900","106,664",23.65,-1.79,"259,126,131","0.04""",,,,,,,,,
"""POL",Polaris Metals,FPO,"710,384","165,328",23.27,0.00,"190,492,216","0.08""",,,,,,,,,
"""MTS",Metcash ,FPO,"2,522,539","585,299",23.20,0.69,"765,191,573","0.07""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"4,788,354","1,097,504",22.92,2.31,"1,024,411,713","0.10""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"1,956,910","447,163",22.85,-4.29,"405,088,239","0.11""",,,,,,,,,
"""MIG",Macquarie Infrastructure Grp,STAPLED,"5,215,198","1,175,095",22.53,0.00,"2,261,732,048","0.05""",,,,,,,,,
"""ABP",Abacus Property Group,STAPLED,"9,230,715","2,065,225",22.37,-2.50,"1,522,867,420","0.13""",,,,,,,,,
"""AJA",Astro Japan Property Group,STAPLED,"6,159,852","1,365,607",22.16,4.93,"508,212,161","0.26""",,,,,,,,,
"""DOW",Downer EDI ,FPO,"1,121,160","248,302",22.14,2.22,"333,681,857","0.07""",,,,,,,,,
"""IIF",ING Industrial Fund,UNITS,"24,878,148","5,485,895",22.05,1.12,"2,592,249,647","0.21""",,,,,,,,,
"""SMX",SMS Management & Tech,FPO,"192,148","42,033",21.87,-5.80,"66,678,162","0.06""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"3,186,076","692,674",21.74,1.79,"533,379,348","0.13""",,,,,,,,,
"""HST",Hastie Group ,FPO,"1,113,789","242,082",21.73,5.13,"236,132,996","0.10""",,,,,,,,,
"""GNS",Gunns ,FPO,"7,436,537","1,613,939",21.70,-0.54,"806,734,892","0.20""",,,,,,,,,
"""SPN",SP AusNet,STAPLED,"6,398,667","1,374,479",21.48,2.35,"2,662,931,420","0.05""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"1,716,767","350,980",20.44,0.00,"338,294,375","0.10""",,,,,,,,,
"""PNA",PanAust ,FPO,"7,541,260","1,527,224",20.25,-0.87,"2,932,520,239","0.05""",,,,,,,,,
"""KCN",Kingsgate Consolidated,FPO,"452,861","91,198",20.13,-0.56,"97,443,268","0.09""",,,,,,,,,
"""FRS",FerrAus ,FPO,"185,494","37,213",20.06,-4.34,"154,706,534","0.02""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"3,148,357","627,322",19.92,-2.72,"1,167,783,517","0.05""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"1,634,533","324,532",19.85,-1.33,"483,712,063","0.06""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"43,212,255","8,546,565",19.77,-3.41,"6,071,770,261","0.14""",,,,,,,,,
"""UGL",UGL ,FPO,"703,502","137,893",19.60,0.22,"165,698,371","0.08""",,,,,,,,,
"""WTF",Wotif.Com Holdings ,FPO,"952,172","186,473",19.58,-1.83,"208,918,744","0.08""",,,,,,,,,
"""OGC",OceanaGold Corporation,CDI,"400,527","77,294",19.29,-2.22,"185,880,075","0.04""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"13,174,579","2,523,971",19.15,-0.30,"1,612,536,335","0.15""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"5,268,332","1,002,414",19.02,-0.84,"2,943,407,853","0.03""",,,,,,,,,
"""STO",Santos ,FPO,"4,320,722","815,637",18.87,1.91,"831,395,138","0.09""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"1,726,923","324,763",18.80,-1.03,"254,333,109","0.12""",,,,,,,,,
"""MPO",Molopo Energy ,FPO,"1,102,217","205,293",18.62,-0.75,"193,921,119","0.10""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"311,662","57,718",18.51,-0.83,"202,081,252","0.02""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"2,356,853","435,078",18.46,1.75,"418,700,517","0.10""",,,,,,,,,
"""MGX",Mount Gibson Iron ,FPO,"2,738,184","500,708",18.28,-2.58,"1,076,928,611","0.04""",,,,,,,,,
"""COH",Cochlear ,FPO,"246,223","44,643",18.13,-0.49,"56,351,818","0.07""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"23,531,745","4,256,343",18.08,1.15,"12,443,074,357","0.03""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"735,178","131,380",17.87,-3.54,"168,079,672","0.07""",,,,,,,,,
"""EXT",Extract Resources,FPO,"142,842","24,971",17.48,-0.87,"242,460,636","0.01""",,,,,,,,,
"""HDF",Hastings Diversified Utilities,STAPLED,"4,553,176","787,452",17.29,-0.92,"491,648,434","0.16""",,,,,,,,,
"""NEM",Newmont Mining,CDI 10:1,"106,808","18,450",17.27,-0.71,"59,696,923","0.03""",,,,,,,,,
"""AWC",Alumina ,FPO,"36,793,489","6,198,018",16.84,-0.57,"2,440,196,187","0.25""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"6,054,979","1,015,130",16.76,2.26,"375,776,253","0.27""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"11,632,868","1,939,380",16.67,-2.84,"2,926,103,883","0.06""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"9,492,605","1,565,519",16.49,0.32,"2,507,237,912","0.06""",,,,,,,,,
"""TEN",Ten Network Holdings ,FPO,"3,525,032","570,299",16.17,1.30,"1,045,236,720","0.05""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"3,438,383","555,442",16.15,0.32,"1,380,386,438","0.04""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"3,701,223","595,292",16.08,1.16,"634,144,970","0.09""",,,,,,,,,
"""NWH",NRW Holdings ,FPO,"446,289","71,104",15.93,0.00,"251,223,000","0.02""",,,,,,,,,
"""SGP",Stockland,STAPLED,"5,509,238","868,119",15.75,-1.27,"2,383,036,717","0.03""",,,,,,,,,
"""ROC",Roc Oil Company ,FPO,"2,117,103","332,405",15.70,1.53,"713,154,560","0.04""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"367,336","56,602",15.40,-1.75,"229,794,395","0.02""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"5,683,992","870,550",15.31,0.36,"1,929,665,584","0.04""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"489,798","74,434",15.19,0.56,"414,227,380","0.01""",,,,,,,,,
"""HSP",Healthscope ,FPO,"532,572","80,928",15.19,-2.05,"314,241,491","0.02""",,,,,,,,,
"""ORG",Origin Energy ,FPO,"2,153,539","324,592",15.07,0.68,"878,159,074","0.03""",,,,,,,,,
"""TWR",Tower ,FPO NZ,"67,454","10,158",15.05,-0.32,"254,882,993","0.00""",,,,,,,,,
"""PRU",Perseus Mining ,FPO,"332,527","49,692",14.94,-0.94,"320,082,088","0.01""",,,,,,,,,
"""OST",OneSteel ,FPO,"7,838,630","1,149,197",14.66,0.95,"1,328,359,295","0.08""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,252,243","179,988",14.37,0.04,"332,771,169","0.05""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"9,925,884","1,395,913",14.06,3.08,"1,292,687,551","0.10""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"3,741,179","520,675",13.91,-0.68,"3,094,136,385","0.01""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"47,579,014","6,571,624",13.81,-0.87,"9,277,584,743","0.07""",,,,,,,,,
"""WOW",Woolworths ,FPO,"2,360,992","324,930",13.76,-0.36,"1,239,578,438","0.02""",,,,,,,,,
"""SKE",Skilled Group ,FPO,"373,255","51,198",13.71,5.84,"190,737,158","0.02""",,,,,,,,,
"""SLX",Silex Systems ,FPO,"43,072","5,769",13.39,0.59,"146,072,310","0.00""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"10,579,563","1,414,893",13.37,-0.79,"2,483,693,809","0.05""",,,,,,,,,
"""CSR",CSR ,FPO,"11,526,482","1,540,923",13.36,0.87,"1,514,920,814","0.10""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"1,605,230","213,910",13.32,0.00,"460,768,608","0.04""",,,,,,,,,
"""MAP",MAp Group,FORUS,"4,478,795","593,160",13.24,2.15,"1,861,210,782","0.03""",,,,,,,,,
"""RSG",Resolute Mining ,FPO,"1,255,771","165,108",13.14,-0.49,"382,414,490","0.04""",,,,,,,,,
"""IDL",Industrea ,FPO,"931,375","119,714",12.85,-2.22,"955,724,482","0.01""",,,,,,,,,
"""SLM",Salmat ,FPO,"21,103","2,710",12.84,-0.49,"158,791,983","0.00""",,,,,,,,,
"""AWB",AWB ,FPO,"12,322,491","1,548,060",12.56,0.45,"817,304,356","0.18""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"963,751","120,825",12.53,-1.36,"108,235,467","0.11""",,,,,,,,,
