ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4575.8 at 16:46 11/2/2010  Report at 19:06 Thursday 11/2/2010. Processed 11:22 Friday 12/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""LRL",Leyshon Resources ,FPO,"322,591","250,000",77.49,-3.22,"218,255,692","0.11""",,,,,,,,,
"""WHG",WHK Group ,FPO,"799,920","599,090",74.89,-1.78,"262,829,131","0.22""",,,,,,,,,
"""IRN",Indophil Resources,FPO,"265,208","164,930",62.18,0.00,"419,027,937","0.03""",,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"7,346","4,182",56.92,0.00,"51,900,000","0.00""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"2,376,638","1,218,565",51.27,-0.76,"798,520,953","0.15""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"2,208,193","1,132,119",51.26,-0.82,"960,638,735","0.11""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,650,884","816,463",49.45,1.47,"476,975,890","0.17""",,,,,,,,,
"""UGL",UGL ,FPO,"1,390,120","670,278",48.21,1.02,"165,781,705","0.40""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,294,369","1,101,699",48.01,-0.80,"764,907,820","0.14""",,,,,,,,,
"""COH",Cochlear ,FPO,"243,721","116,837",47.93,-0.70,"56,351,818","0.20""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,731,828","810,634",46.80,-2.63,"533,379,348","0.15""",,,,,,,,,
"""AVX",Avexa ,FPO,"4,033,334","1,855,671",46.00,3.84,"847,688,779","0.21""",,,,,,,,,
"""IEM",iShares MSCI Emerging Markets,CDI 1:1,"14,420","6,569",45.55,-0.18,"425,700,000","0.00""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,751,652","1,694,932",45.17,1.47,"1,005,148,015","0.16""",,,,,,,,,
"""AAD",Ardent Leisure Group,STAPLED,"412,962","180,598",43.73,3.49,"303,981,829","0.05""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,065,266","449,570",42.20,2.27,"418,700,517","0.10""",,,,,,,,,
"""AAX",Ausenco ,FPO,"269,635","113,261",42.00,2.63,"121,861,958","0.09""",,,,,,,,,
