ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4687.8 at 16:47 15/12/2009  Report at 19:05 Tuesday 15/12/2009. Processed 11:28 Wednesday 16/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""BLT",Benitec ,FPO,"25,000","25,000",100.00,0.00,"360,873,230","0.00""",,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,524,524,100.00,-0.72,"51,900,000","0.00""",,,,,,,,,
"""FTE",Forte Energy,FPO,"30,000","20,000",66.66,3.44,"567,158,031","0.00""",,,,,,,,,
"""ORE",Orocobre ,FPO,"89,847","50,000",55.65,2.60,"66,795,085","0.07""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"2,245,300","1,182,999",52.68,4.72,"462,291,686","0.25""",,,,,,,,,
"""CRG",Crane Group ,FPO,"346,334","169,471",48.93,-0.64,"77,684,223","0.21""",,,,,,,,,
"""AMM",amcom Telecommunications ,FPO,"2,602,384","1,249,452",48.01,0.00,"554,859,091","0.22""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"662,428","312,329",47.14,-0.65,"620,709,233","0.05""",,,,,,,,,
"""FPA",Fisher & Paykel Appliances,FPO NZ,"438,992","200,725",45.72,-2.17,"724,235,162","0.02""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"511,421","232,310",45.42,0.87,"298,271,836","0.07""",,,,,,,,,
"""AND",Andean Resources ,FPO,"1,307,932","578,088",44.19,2.36,"467,987,217","0.12""",,,,,,,,,
"""MMX",Murchison Metals,FPO,"1,738,720","755,075",43.42,-3.79,"423,125,768","0.17""",,,,,,,,,
"""GNS",Gunns ,FPO,"2,407,786","972,992",40.41,-0.54,"806,734,892","0.12""",,,,,,,,,
"""SEV",Seven Network ,FPO,"598,966","236,804",39.53,-0.76,"190,260,281","0.12""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,936,942","752,085",38.82,1.16,"748,208,467","0.10""",,,,,,,,,
