ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4694.9 at 16:36 1/3/2010  Report at 19:05 Monday 1/3/2010. Processed 11:55 Tuesday 2/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""RSGO",Resolute Mining ,OPT DEC11,"39,796","39,500",99.25,0.00,"95,979,173","0.04""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"10,245","6,943",67.77,0.06,"1,823,619,201","0.00""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"2,049,475","919,363",44.85,2.51,"418,700,517","0.22""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"4,364,847","1,852,101",42.43,-1.09,"960,638,735","0.19""",,,,,,,,,
"""DUE",Duet Group,FORUS,"2,391,098","993,176",41.53,1.10,"870,559,400","0.11""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"3,834,943","1,534,485",40.01,5.75,"1,167,783,517","0.13""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"555,121","213,865",38.52,0.66,"299,048,336","0.07""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,799,012","1,805,690",37.62,0.98,"1,534,275,722","0.11""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"6,299,596","2,241,614",35.58,4.72,"1,005,148,015","0.22""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"775,583","274,326",35.37,3.44,"103,249,351","0.26""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"1,474,006","520,413",35.30,0.32,"462,755,572","0.11""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"860,839","298,173",34.63,1.13,"203,496,058","0.14""",,,,,,,,,
"""WSA",Western Areas,FPO,"543,257","186,570",34.34,2.07,"179,735,899","0.10""",,,,,,,,,
"""NVT",Navitas ,FPO,"99,579","33,131",33.27,0.62,"342,361,526","0.01""",,,,,,,,,
"""MEO",MEO Australia ,FPO,"1,811,259","590,086",32.57,-2.46,"477,220,955","0.12""",,,,,,,,,
"""ENV",Envestra ,FPO,"2,265,965","723,825",31.94,2.88,"1,346,902,042","0.05""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"1,892,364","598,543",31.62,1.27,"606,831,240","0.09""",,,,,,,,,
"""SGP",Stockland,STAPLED,"5,688,102","1,768,836",31.09,0.98,"2,383,036,717","0.07""",,,,,,,,,
"""IVC",Invocare ,FPO,"131,707","40,263",30.57,1.33,"101,834,236","0.04""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"4,873,896","1,480,828",30.38,1.31,"2,510,727,671","0.05""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"628,711","188,105",29.91,6.97,"264,264,459","0.07""",,,,,,,,,
"""COE",Cooper Energy ,FPO,"174,971","51,831",29.62,-3.09,"292,426,001","0.01""",,,,,,,,,
"""CAB",Cabcharge Australia ,FPO,"216,742","63,318",29.21,3.59,"120,437,014","0.05""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"6,972,532","2,020,495",28.97,1.53,"2,976,423,825","0.06""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"2,114,072","596,196",28.20,6.37,"364,723,825","0.16""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,791,514","504,311",28.15,0.89,"748,299,067","0.06""",,,,,,,,,
"""DVN",Devine ,FPO,"2,216,100","616,500",27.81,-3.50,"362,809,903","0.17""",,,,,,,,,
"""ORG",Origin Energy ,FPO,"2,946,218","800,374",27.16,1.07,"878,253,374","0.09""",,,,,,,,,
"""SEV",Seven Network ,FPO,"501,506","129,461",25.81,2.72,"190,260,281","0.06""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"2,771,660","713,189",25.73,4.80,"603,580,761","0.11""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"7,155,102","1,811,775",25.32,1.57,"1,996,912,778","0.09""",,,,,,,,,
"""UGL",UGL ,FPO,"969,148","244,381",25.21,1.24,"165,781,705","0.14""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,326,653","333,981",25.17,-2.09,"270,000,000","0.12""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,682,738","422,044",25.08,1.65,"533,379,348","0.07""",,,,,,,,,
"""PPT",Perpetual ,FPO,"143,684","35,586",24.76,3.00,"42,981,208","0.08""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"907,185","222,608",24.53,2.56,"620,709,233","0.03""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"9,114,320","2,227,949",24.44,3.33,"1,275,641,444","0.17""",,,,,,,,,
"""TPM",TPG Telecom ,FPO,"390,426","95,247",24.39,0.00,"757,607,849","0.01""",,,,,,,,,
"""IRE",Iress Market Technology ,FPO,"353,193","86,100",24.37,0.98,"123,812,455","0.07""",,,,,,,,,
"""GUD",GUD Holdings ,FPO,"151,568","35,942",23.71,-0.20,"60,606,420","0.05""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"10,960,005","2,597,754",23.70,-0.75,"2,265,123,620","0.11""",,,,,,,,,
"""SGT",Singapore Telecom,CDI,"1,005,076","233,069",23.18,0.41,"503,544,941","0.04""",,,,,,,,,
"""COH",Cochlear ,FPO,"261,769","59,995",22.91,2.34,"56,532,183","0.10""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"15,416,006","3,490,296",22.64,1.21,"4,766,093,266","0.07""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"1,856,541","414,913",22.34,2.55,"483,343,584","0.08""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"961,925","212,004",22.04,0.56,"798,520,953","0.02""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"9,545,713","2,093,152",21.92,0.74,"2,307,773,663","0.09""",,,,,,,,,
"""AWE",AWE ,FPO,"2,045,766","446,582",21.83,3.17,"521,871,941","0.08""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"5,373,541","1,165,213",21.68,0.46,"476,975,890","0.24""",,,,,,,,,
"""PXS",Pharmaxis,FPO,"71,826","15,435",21.48,-0.38,"222,284,234","0.00""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"7,776,154","1,669,062",21.46,1.94,"2,533,063,677","0.06""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"8,877,184","1,888,912",21.27,2.22,"2,261,732,048","0.08""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"10,937,859","2,325,093",21.25,3.54,"2,078,994,021","0.11""",,,,,,,,,
"""SDL",Sundance Resources ,FPO,"5,853,091","1,236,002",21.11,3.84,"2,709,995,932","0.04""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"3,943,834","830,428",21.05,4.27,"707,511,545","0.11""",,,,,,,,,
"""GWT",GWA International ,FPO,"265,154","55,274",20.84,2.27,"300,667,514","0.01""",,,,,,,,,
"""PAN",Panoramic Resources ,FPO,"1,291,000","267,518",20.72,5.61,"205,012,842","0.13""",,,,,,,,,
"""BMN",Bannerman Resources ,FPO,"1,066,568","220,612",20.68,-3.73,"201,710,934","0.10""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"66,542,229","13,648,112",20.51,-1.01,"12,443,074,357","0.11""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"645,002","132,081",20.47,1.22,"238,997,693","0.05""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"51,923,019","10,255,648",19.75,-0.83,"6,205,676,188","0.16""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"2,045,444","400,059",19.55,3.84,"1,561,166,672","0.02""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"2,301,849","445,590",19.35,1.91,"388,675,945","0.11""",,,,,,,,,
"""WPL",Woodside Petroleum ,FPO,"2,612,780","499,950",19.13,0.23,"777,245,797","0.06""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"8,840,333","1,685,315",19.06,4.31,"1,380,386,438","0.12""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,226,413","423,098",19.00,-1.04,"1,062,316,784","0.04""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"59,384","11,211",18.87,-2.10,"573,625,950","0.00""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"2,751,694","518,460",18.84,0.38,"1,299,562,220","0.04""",,,,,,,,,
"""OGC",OceanaGold Corporation,CDI,"168,692","31,001",18.37,1.31,"185,880,075","0.01""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"2,639,436","483,552",18.32,0.60,"581,517,884","0.08""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"34,985,619","6,400,472",18.29,5.28,"3,121,339,730","0.20""",,,,,,,,,
"""WTF",Wotif.Com Holdings ,FPO,"232,273","42,405",18.25,0.68,"209,556,344","0.02""",,,,,,,,,
"""BOQ",Bank Of Queensland,FPO,"683,313","124,196",18.17,2.85,"213,475,606","0.05""",,,,,,,,,
"""GNC",Graincorp ,FPO,"647,970","116,846",18.03,0.16,"198,318,900","0.05""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"3,696,671","664,784",17.98,4.51,"733,711,705","0.09""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"6,500,790","1,165,344",17.92,0.66,"2,119,507,342","0.05""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"26,291","4,703",17.88,0.66,"65,276,374","0.00""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"20,430,619","3,609,123",17.66,-0.29,"3,356,081,497","0.10""",,,,,,,,,
"""CEU",ConnectEast Group,STAPLED,"8,244,841","1,434,021",17.39,1.14,"3,873,085,929","0.03""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"8,658,018","1,498,644",17.30,1.07,"3,104,041,437","0.04""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"368,281","62,629",17.00,0.82,"414,227,380","0.01""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"10,211,296","1,722,346",16.86,0.09,"1,025,035,218","0.16""",,,,,,,,,
"""MPO",Molopo Energy ,FPO,"168,746","28,412",16.83,-0.74,"193,921,119","0.01""",,,,,,,,,
"""NXS",Nexus Energy ,FPO,"3,560,233","594,289",16.69,0.00,"958,061,849","0.06""",,,,,,,,,
"""MMX",Murchison Metals,FPO,"858,692","143,011",16.65,3.84,"435,384,268","0.03""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"391,380","64,498",16.48,0.23,"202,081,252","0.03""",,,,,,,,,
"""MAP",MAp Group,FORUS,"4,541,564","746,661",16.44,1.60,"1,861,210,782","0.04""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,596,740","262,185",16.42,0.13,"434,506,974","0.06""",,,,,,,,,
"""AND",Andean Resources ,FPO,"204,521","33,276",16.27,0.77,"470,853,384","0.00""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"5,493,182","872,669",15.88,-2.82,"1,894,397,588","0.04""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"2,715,394","427,521",15.74,2.21,"717,142,802","0.06""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"10,937,646","1,685,638",15.41,0.27,"2,926,103,883","0.05""",,,,,,,,,
