ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4706.7 at 16:47 20/11/2009  Report at 19:05 Friday 20/11/2009!. Processed 12:09 Monday 23/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""WHG",WHK Group ,FPO,"1,055,657","1,000,000",94.72,-1.92,"263,258,335","0.38""",,,,,,,,,
"""ASL",Ausdrill ,FPO,"828,259","577,204",69.68,-0.82,"175,671,398","0.32""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"2,897,044","1,774,847",61.26,-2.86,"462,094,914","0.38""",,,,,,,,,
"""API",Australian Pharmaceutical,FPO,"3,631,038","2,074,223",57.12,-3.84,"377,715,762","0.54""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"6,882,684","3,898,480",56.64,-0.64,"2,805,460,371","0.13""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"182,964","90,418",49.41,-1.04,"474,322,094","0.01""",,,,,,,,,
"""BLD",Boral ,FPO,"3,183,340","1,551,722",48.74,-1.59,"595,313,279","0.26""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,387,151","671,706",48.42,-1.22,"435,205,782","0.15""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"760,207","303,792",39.96,-2.41,"298,171,836","0.10""",,,,,,,,,
"""SBM",St Barbara ,FPO,"7,561,574","2,978,341",39.38,-2.81,"1,493,932,950","0.19""",,,,,,,,,
"""BGD",Boulder Steel ,FPO,"639,500","245,368",38.36,0.00,"482,938,752","0.05""",,,,,,,,,
"""WSA",Western Areas,FPO,"902,447","327,859",36.33,0.97,"178,947,149","0.18""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,606,613","1,296,169",35.93,0.20,"1,005,136,141","0.12""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"902,021","321,518",35.64,-4.13,"1,252,585,125","0.02""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"536,538","190,704",35.54,-2.50,"561,000,000","0.03""",,,,,,,,,
"""CWN",Crown ,FPO,"1,379,811","484,895",35.14,-1.33,"753,555,290","0.06""",,,,,,,,,
