ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4743.8 at 16:34 3/3/2010  Report at 17:23 Wednesday 3/3/2010. Processed 12:01 Thursday 4/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""RSGO",Resolute Mining ,OPT DEC11,"25,000","25,000",100.00,0.00,"95,979,173","0.02""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"274,765","202,186",73.58,-0.93,"168,132,810","0.12""",,,,,,,,,
"""CLO",Clough ,FPO,"4,414,943","3,094,135",70.08,3.28,"770,666,269","0.40""",,,,,,,,,
"""NHF",NIB Holdings ,FPO,"1,881,474","1,220,845",64.88,0.81,"495,925,501","0.24""",,,,,,,,,
"""NHC",New Hope Corp ,FPO,"437,432","248,274",56.75,0.00,"827,230,549","0.03""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"4,337,278","2,008,989",46.31,3.40,"1,167,783,517","0.17""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"9,264,605","4,042,924",43.63,-0.51,"1,996,912,778","0.20""",,,,,,,,,
"""TRY",Troy Resources,FPO,"326,424","136,485",41.81,-2.81,"87,464,323","0.15""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"1,832,512","735,883",40.15,1.80,"151,920,368","0.48""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,291,709","498,736",38.61,0.27,"434,508,164","0.11""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"777,895","293,245",37.69,2.08,"363,937,557","0.08""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,362,564","503,323",36.93,0.44,"798,520,953","0.06""",,,,,,,,,
"""MAP",MAp Group,FORUS,"6,972,997","2,509,058",35.98,4.40,"1,861,210,782","0.13""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,381,974","496,625",35.93,0.00,"533,379,348","0.09""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"1,232,151","430,402",34.93,0.41,"634,144,970","0.06""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"4,555,081","1,586,649",34.83,1.46,"1,005,151,794","0.15""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"743,593","257,954",34.69,-0.31,"620,709,233","0.04""",,,,,,,,,
"""SEV",Seven Network ,FPO,"658,243","221,650",33.67,3.97,"190,260,281","0.11""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"10,132,874","3,336,102",32.92,0.00,"2,510,727,671","0.13""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"1,053,032","346,403",32.89,3.74,"203,496,058","0.17""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"546,167","174,809",32.00,1.12,"103,249,351","0.16""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"782,029","245,942",31.44,-1.43,"270,000,000","0.09""",,,,,,,,,
"""SGP",Stockland,STAPLED,"8,231,306","2,533,792",30.78,-0.24,"2,383,036,717","0.10""",,,,,,,,,
"""PIH",Prime Infrastructure.,STAPLED,"571,301","175,316",30.68,-1.62,"351,776,795","0.05""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"2,509,821","761,358",30.33,0.53,"717,142,802","0.10""",,,,,,,,,
"""BXB",Brambles ,FPO,"9,288,037","2,815,132",30.30,3.65,"1,412,470,887","0.19""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"7,095,733","2,123,386",29.92,-2.05,"1,299,562,220","0.16""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"10,646,307","3,179,923",29.86,-1.71,"2,307,773,663","0.13""",,,,,,,,,
"""AWC",Alumina ,FPO,"14,798,198","4,410,347",29.80,1.89,"2,440,196,187","0.18""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"410,514","121,204",29.52,2.90,"195,008,524","0.06""",,,,,,,,,
"""DMP",Domino's Pizza Enterprises,FPO,"15,475","4,402",28.44,-0.72,"68,245,174","0.00""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"2,531,144","712,640",28.15,1.23,"448,868,339","0.15""",,,,,,,,,
