ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4520.7 at 16:17 9/2/2010  Report at 16:24 Tuesday 9/2/2010. Processed 11:44 Wednesday 10/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CXC",Coeur d'Alene Mines,CDI 1:1,"15,601","10,229",65.56,-5.91,"4,365,904","0.23""",,,,,,,,,
"""NPX",Nuplex Industries ,FPO NZ,"23,817","12,600",52.90,0.00,"189,797,447","0.00""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"4,453,579","2,137,222",47.98,-0.95,"476,975,890","0.44""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"141,723","67,669",47.74,0.23,"168,111,691","0.04""",,,,,,,,,
"""NFE",Northern Iron ,FPO,"147,355","68,624",46.57,3.08,"292,204,786","0.02""",,,,,,,,,
"""GWT",GWA International ,FPO,"604,205","249,580",41.30,3.66,"300,667,514","0.08""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"640,379","261,046",40.76,3.47,"194,998,524","0.13""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"3,284,158","1,331,989",40.55,-1.89,"446,890,286","0.29""",,,,,,,,,
"""PPT",Perpetual ,FPO,"113,219","44,217",39.05,-0.73,"42,981,208","0.10""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"5,730,583","2,228,153",38.88,-0.82,"1,894,391,570","0.11""",,,,,,,,,
"""CWN",Crown ,FPO,"1,209,230","445,357",36.83,-1.67,"753,555,290","0.05""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"2,504,452","921,965",36.81,-2.00,"1,080,653,789","0.08""",,,,,,,,,
"""GGG",Greenland Minerals & Energy,FPO,"86,920","31,100",35.78,1.85,"229,568,555","0.01""",,,,,,,,,
"""SBM",St Barbara ,FPO,"2,659,365","948,785",35.67,-2.12,"1,952,668,407","0.04""",,,,,,,,,
"""PPC",Peet ,FPO,"61,320","21,741",35.45,0.00,"299,364,448","0.00""",,,,,,,,,
"""AAX",Ausenco ,FPO,"519,774","184,126",35.42,-1.31,"121,861,958","0.15""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"12,515,895","4,363,300",34.86,-0.38,"1,823,306,551","0.23""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,354,522","445,284",32.87,0.53,"434,506,974","0.10""",,,,,,,,,
"""ESG",Eastern Star Gas ,FPO,"2,161,961","699,627",32.36,2.81,"865,224,422","0.08""",,,,,,,,,
"""SKC",Sky City Entertainment Group,FPO NZ,"17,226","5,570",32.33,-1.16,"575,114,687","0.00""",,,,,,,,,
"""CVN",Carnarvon Petroleum ,FPO,"2,043,492","657,448",32.17,3.09,"686,759,634","0.09""",,,,,,,,,
"""EAU",Eldorado Gold,CDI 1:1,"30,664","9,849",32.11,-2.26,"50,412,566","0.02""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"7,052,933","2,239,308",31.75,2.63,"1,275,641,444","0.17""",,,,,,,,,
"""GBG",Gindalbie Metals,FPO,"2,547,211","795,345",31.22,-2.79,"707,187,674","0.11""",,,,,,,,,
"""HDF",Hastings Diversified Utilities,STAPLED,"919,668","285,482",31.04,-0.92,"496,731,383","0.05""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"1,909,375","582,038",30.48,0.54,"1,062,316,784","0.05""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,686,673","1,115,179",30.24,-0.09,"1,534,275,722","0.07""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"830,496","250,611",30.17,-0.87,"177,116,198","0.14""",,,,,,,,,
"""MAP",MAp Group,FORUS,"5,038,741","1,508,088",29.93,0.34,"1,861,210,782","0.08""",,,,,,,,,
