ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4504.1 at 16:37 24/6/2010  Report at 19:06 Thursday 24/6/2010!. Processed 12:19 Friday 25/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,100,100,100.00,-0.84,"51,900,000","0.00""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"16,938,302","15,904,379",93.89,1.56,"1,005,159,970","1.58""",,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,480,430,89.58,7.85,"455,585","0.09""",,,,,,,,,
"""CGG",Citadel Resource Group ,FPO,"2,881,137","1,670,029",57.96,-3.44,"1,463,244,574","0.11""",,,,,,,,,
"""HIL",Hills Industries ,FPO,"1,083,798","628,079",57.95,0.00,"248,219,660","0.25""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"21,925,083","11,251,497",51.31,1.30,"3,356,081,497","0.33""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,487,794","741,103",49.81,0.45,"510,945,759","0.14""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"8,151,103","4,017,117",49.28,-0.21,"2,533,722,912","0.15""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"14,926,077","7,216,267",48.34,1.59,"151,912,192","4.75""",,,,,,,,,
"""CRG",Crane Group ,FPO,"282,371","135,173",47.87,1.45,"78,286,427","0.17""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"163,862","72,766",44.40,1.03,"232,490,800","0.03""",,,,,,,,,
