ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4939.5 at 16:36 5/1/2010  Report at 19:08 Tuesday 5/1/2010. Processed 11:09 Wednesday 6/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""AIQ",Alternative Investment Trust,UNITS,"42,588","39,161",91.95,0.48,"130,692,470","0.03""",,,,,,,,,
"""PCAPA",Preferred Capital ,PERLS III,"1,224",678,55.39,-1.25,"5,832,281","0.01""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"5,838,778","3,043,241",52.12,0.57,"2,351,955,725","0.12""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"772,206","365,860",47.37,-0.44,"452,219,624","0.08""",,,,,,,,,
"""TAH",Tabcorp Holdings ,FPO,"3,311,271","1,535,533",46.37,1.28,"607,730,819","0.25""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,125,651","913,120",42.95,1.90,"606,831,240","0.15""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"448,166","188,400",42.03,2.19,"298,271,836","0.06""",,,,,,,,,
"""TCL",Transurban Group,STAPLED,"2,133,752","812,655",38.08,1.98,"1,290,049,879","0.06""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,146,116","1,123,586",35.71,1.51,"1,534,246,082","0.07""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"1,193,855","421,968",35.34,-2.50,"481,279,331","0.08""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,289,596","785,103",34.29,1.31,"1,005,145,616","0.07""",,,,,,,,,
"""SGP",Stockland,STAPLED,"10,584,830","3,377,506",31.90,5.11,"2,383,036,717","0.14""",,,,,,,,,
"""ERA",ERA,FPO 'A',"352,621","109,678",31.10,-0.85,"190,737,934","0.05""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"9,288,719","2,882,901",31.03,2.45,"3,095,415,944","0.09""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"246,897","76,625",31.03,-2.19,"1,823,458,876","0.00""",,,,,,,,,
"""BBG",Billabong International ,FPO,"301,910","93,011",30.80,2.27,"252,863,336","0.03""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"1,676,368","513,336",30.62,0.00,"1,275,641,444","0.04""",,,,,,,,,
"""OMH",OM Holdings ,FPO 10C,"462,486","137,356",29.69,-2.01,"490,705,150","0.02""",,,,,,,,,
"""ASX",ASX ,FPO,"438,197","120,556",27.51,1.25,"172,305,698","0.07""",,,,,,,,,
"""CTO",Citigold Corporation ,FPO,"965,303","260,098",26.94,0.00,"900,265,513","0.02""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"7,616,839","2,032,275",26.68,3.15,"2,483,693,809","0.08""",,,,,,,,,
"""ORI",Orica ,FPO,"997,142","264,362",26.51,1.73,"361,065,279","0.07""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"22,282,037","5,890,991",26.43,6.10,"2,996,570,442","0.19""",,,,,,,,,
"""COH",Cochlear ,FPO,"172,700","45,510",26.35,-2.75,"56,351,818","0.08""",,,,,,,,,
"""BLD",Boral ,FPO,"1,932,903","499,650",25.85,0.33,"595,313,279","0.08""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"6,334,084","1,601,524",25.28,2.00,"2,307,773,663","0.06""",,,,,,,,,
"""CSR",CSR ,FPO,"8,592,020","2,134,685",24.84,2.48,"1,514,920,814","0.14""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"4,369,871","1,076,022",24.62,1.27,"2,118,483,284","0.05""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"2,589,891","635,684",24.54,0.51,"1,024,671,812","0.06""",,,,,,,,,
"""PLA",Platinum Australia ,FPO,"3,526,766","838,560",23.77,2.38,"320,880,521","0.26""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,722,293","405,629",23.55,-2.27,"798,520,953","0.05""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"4,039,569","929,133",23.00,2.76,"1,380,386,438","0.06""",,,,,,,,,
