ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4622.2 at 16:39 10/5/2010  Report at 19:07 Monday 10/5/2010!. Processed 11:59 Tuesday 11/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CGX",CGA Mining ,FPO,"60,507","35,000",57.84,0.00,"331,194,976","0.01""",,,,,,,,,
"""IRN",Indophil Resources,FPO,"880,519","436,924",49.62,0.00,"420,777,937","0.10""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"3,991,322","1,742,593",43.66,0.16,"798,520,953","0.21""",,,,,,,,,
"""MAP",MAp Group,FORUS,"7,784,594","3,195,772",41.05,-0.32,"1,861,210,782","0.17""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"552,120","217,107",39.32,-3.91,"103,327,059","0.21""",,,,,,,,,
"""GPG",Guinness Peat Group,CDI,"208,592","80,000",38.35,-4.22,"263,590,803","0.03""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"18,780,806","6,772,101",36.05,-0.26,"2,510,727,671","0.27""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"2,422,203","867,428",35.81,4.68,"462,915,574","0.18""",,,,,,,,,
"""CGF",Challenger Financial Services,FPO,"18,109,586","6,354,971",35.09,-1.53,"520,081,488","1.22""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"4,163,735","1,452,937",34.89,0.30,"1,062,316,784","0.13""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"19,451","6,663",34.25,0.87,"62,959,971","0.01""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"24,555,115","8,311,969",33.85,-0.64,"2,307,773,663","0.36""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,969,934","663,424",33.67,1.54,"253,122,552","0.26""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"18,745,571","5,783,641",30.85,0.31,"2,351,955,725","0.24""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"9,225,963","2,836,199",30.74,6.75,"717,142,802","0.39""",,,,,,,,,
