ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4674.7 at 16:39 22/9/2010  Report at 19:06 Wednesday 22/9/2010!. Processed 12:37 Thursday 23/9/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ENY",AII S&P/ASX 200 ENERGY,ETF UNITS,98,98,100.00,0.00,"80,000","0.12""",,,,,,,,,
"""FIN",AII S&P/ASX 200 FINANCIALS,ETF UNITS,"4,330","4,330",100.00,0.00,"200,000","2.16""",,,,,,,,,
"""RSR",AII S&P/ASX 200 RESOURCES,ETF UNITS,"3,750","3,750",100.00,0.18,"200,000","1.87""",,,,,,,,,
"""VTS",Vanguard US Total Market Shares,CDI 1:1,972,972,100.00,-0.66,"228,001","0.42""",,,,,,,,,
"""PMP",PMP ,FPO,"203,364","186,374",91.64,0.00,"335,338,483","0.05""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"834,195","762,120",91.36,-1.08,"1,828,171,596","0.04""",,,,,,,,,
"""VAS",Vanguard Australian Shares Index,ETF UNITS,"62,128","56,684",91.23,0.41,"2,947,814","1.92""",,,,,,,,,
"""KMN",Kings Minerals NL,FPO,"844,113","704,113",83.41,-3.22,"509,413,034","0.13""",,,,,,,,,
"""IEM",iShares MSCI Emerging Markets,CDI 1:1,"23,139","17,874",77.24,-0.39,"425,700,000","0.00""",,,,,,,,,
"""CHN",Chalice Gold Mines ,FPO,"750,284","516,363",68.82,4.38,"204,534,526","0.25""",,,,,,,,,
"""SHV",Select Harvests ,FPO,"51,869","31,704",61.12,-0.97,"47,324,081","0.06""",,,,,,,,,
"""IVE",iShares MSCI EAFE,CDI 1:1,"5,797","3,517",60.66,-0.29,"590,400,000","0.00""",,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,"3,297","1,969",59.72,0.22,"465,293","0.42""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"234,259","131,553",56.15,0.00,"509,712,735","0.02""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"671,853","362,708",53.98,-0.84,"300,747,299","0.12""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,337,163","645,051",48.24,-1.27,"270,000,000","0.23""",,,,,,,,,
"""IRE",Iress Market Technology ,FPO,"212,045","100,037",47.17,-0.70,"126,018,142","0.07""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"3,805,696","1,789,568",47.02,-0.43,"606,831,240","0.29""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"77,619","35,752",46.06,1.61,"151,900,230","0.02""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"11,982,820","5,189,120",43.30,0.46,"3,356,081,497","0.15""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,044,248","862,348",42.18,1.26,"1,005,171,932","0.08""",,,,,,,,,
"""IXJ",ishares S&P Global Healthcare,CDI 1:1,170,70,41.17,-0.89,"13,050,000","0.00""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"773,014","311,671",40.31,2.95,"259,309,656","0.12""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"5,983,416","2,355,799",39.37,-3.66,"1,516,163,980","0.15""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,397,611","542,885",38.84,-0.06,"798,520,953","0.06""",,,,,,,,,
"""IVV",iShares S&P 500,CDI 1:1,"6,063","2,354",38.82,-0.65,"116,350,000","0.00""",,,,,,,,,
"""SMX",SMS Management & Tech,FPO,"142,687","55,057",38.58,-0.74,"67,182,500","0.08""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"1,648,454","632,674",38.38,3.84,"1,561,166,672","0.04""",,,,,,,,,
"""WTF",Wotif.Com Holdings ,FPO,"502,895","192,827",38.34,1.25,"210,666,844","0.09""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"21,240,064","7,968,074",37.51,-1.77,"3,415,819,357","0.23""",,,,,,,,,
"""GWT",GWA International ,FPO,"365,144","136,592",37.40,1.53,"301,102,514","0.04""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"508,711","189,724",37.29,0.98,"203,993,432","0.09""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"10,382,744","3,751,101",36.12,-0.55,"2,307,773,663","0.16""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"22,950,857","7,888,648",34.37,0.00,"3,121,339,730","0.25""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"462,241","158,346",34.25,0.74,"463,231,008","0.03""",,,,,,,,,
"""FBU",Fletcher Building ,FPO NZ,"1,691,255","569,797",33.69,0.00,"611,250,393","0.09""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"688,102","231,638",33.66,2.52,"216,011,546","0.10""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"4,305,537","1,435,199",33.33,0.26,"718,423,382","0.20""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"483,292","159,798",33.06,-0.66,"236,033,688","0.06""",,,,,,,,,
"""TGR",Tassal Group ,FPO,"133,807","44,066",32.93,-1.98,"144,197,882","0.03""",,,,,,,,,
"""COH",Cochlear ,FPO,"120,260","39,558",32.89,-0.05,"56,574,987","0.07""",,,,,,,,,
