ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4479.7 at 16:36 11/8/2010  Report at 19:06 Wednesday 11/8/2010!. Processed 12:53 Thursday 12/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"1,563,497","1,227,497",78.51,-2.70,"509,712,735","0.24""",,,,,,,,,
"""SFH",Specialty Fashion Group ,FPO,"103,946","73,154",70.37,0.39,"190,964,693","0.03""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"72,807","35,565",48.84,-2.05,"151,902,455","0.02""",,,,,,,,,
"""AEO",Austereo Group ,FPO,"16,466","7,941",48.22,-0.28,"344,798,708","0.00""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"12,285,116","5,801,512",47.22,-2.17,"3,107,365,095","0.18""",,,,,,,,,
"""MQA",Macquarie Atlas Roads Group,STAPLED,"3,176,697","1,297,127",40.83,-3.17,"452,345,907","0.28""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"3,130,492","1,222,577",39.05,-1.86,"483,499,363","0.25""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"23,695,171","9,113,575",38.46,-1.79,"4,820,821,799","0.18""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,973,786","735,958",37.28,-2.73,"533,379,348","0.13""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"23,689,317","8,686,849",36.67,-1.84,"3,356,081,497","0.25""",,,,,,,,,
"""GNS",Gunns ,FPO,"2,952,120","1,061,208",35.94,-1.56,"806,734,892","0.13""",,,,,,,,,
