ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4646.9 at 16:47 30/10/2009  Report at 19:06 Friday 30/10/2009!. Processed 11:37 Monday 2/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IHK",iShares MSCI Hong Kong,CDI 1:1,"18,584","14,325",77.08,0.46,"120,375,000","0.01""",,,,,,,,,
"""DJS",David Jones ,FPO,"8,299,136","4,381,730",52.79,-2.36,"500,656,676","0.87""",,,,,,,,,
"""IIF",ING Industrial Fund,UNITS,"33,258,933","17,272,022",51.93,4.04,"1,133,916,313","1.52""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,467,566","601,143",40.96,2.80,"603,580,761","0.10""",,,,,,,,,
"""API",Australian Pharmaceutical,FPO,"127,160","50,000",39.32,6.42,"257,346,455","0.01""",,,,,,,,,
"""BLD",Boral ,FPO,"4,927,566","1,597,174",32.41,1.75,"595,313,279","0.26""",,,,,,,,,
"""CAB",Cabcharge Australia ,FPO,"375,742","121,730",32.39,0.51,"120,437,014","0.10""",,,,,,,,,
"""MTS",Metcash ,FPO,"4,441,108","1,417,263",31.91,0.21,"765,122,635","0.18""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"3,756,253","1,123,670",29.91,-1.65,"414,853,130","0.27""",,,,,,,,,
"""VBA",Virgin Blue Holdings ,FPO,"15,886,677","4,512,660",28.40,1.00,"2,209,126,568","0.20""",,,,,,,,,
"""ASL",Ausdrill ,FPO,"527,771","147,114",27.87,4.93,"174,773,978","0.08""",,,,,,,,,
"""WSA",Western Areas,FPO,"418,873","115,351",27.53,1.46,"178,947,149","0.06""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"1,499,337","409,273",27.29,2.82,"349,988,227","0.11""",,,,,,,,,
"""CSR",CSR ,FPO,"11,781,345","3,203,539",27.19,6.94,"1,289,265,068","0.24""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"8,475,462","2,271,834",26.80,0.00,"755,446,780","0.30""",,,,,,,,,
"""AWE",Aust Worldwide Exploration,FPO,"4,291,716","1,140,905",26.58,0.77,"521,171,941","0.21""",,,,,,,,,
"""ERA",ERA,FPO 'A',"375,410","99,210",26.42,1.12,"190,737,934","0.05""",,,,,,,,,
"""RSG",Resolute Mining ,FPO,"1,344,761","344,691",25.63,7.51,"382,313,793","0.09""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"17,969,860","4,401,327",24.49,0.78,"2,483,693,809","0.17""",,,,,,,,,
"""AND",Andean Resources ,FPO,"161,480","39,518",24.47,5.71,"463,293,884","0.00""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"7,388,364","1,795,149",24.29,2.90,"1,270,897,282","0.14""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,786,913","423,556",23.70,1.56,"252,863,336","0.16""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"417,104","94,160",22.57,-2.65,"192,502,761","0.04""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"21,290,962","4,798,303",22.53,0.56,"1,860,813,983","0.25""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"377,698","83,812",22.19,-0.75,"202,081,252","0.04""",,,,,,,,,
"""MMX",Murchison Metals,FPO,"1,312,034","290,878",22.17,4.72,"416,882,268","0.07""",,,,,,,,,
"""BKW",Brickworks ,FPO,"99,895","21,943",21.96,-0.68,"133,167,842","0.01""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"25,632,134","5,521,318",21.54,6.66,"3,121,339,730","0.17""",,,,,,,,,
"""ANN",Ansell ,FPO,"635,693","135,078",21.24,1.86,"134,730,586","0.10""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"603,160","127,980",21.21,-1.58,"414,374,875","0.03""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"1,172,863","245,631",20.94,0.00,"1,561,166,672","0.01""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"427,282","89,064",20.84,0.46,"168,079,672","0.05""",,,,,,,,,
"""SGP",Stockland,STAPLED,"27,758,830","5,768,443",20.78,6.49,"2,383,036,717","0.24""",,,,,,,,,
"""MLB",Melbourne IT ,FPO,"183,019","38,028",20.77,0.28,"78,959,219","0.04""",,,,,,,,,
"""HSP",Healthscope ,FPO,"1,782,744","369,367",20.71,-0.21,"314,241,491","0.11""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"3,116,494","631,259",20.25,2.24,"375,356,253","0.16""",,,,,,,,,
"""ARU",Arafura Resources ,FPO,"903,643","182,403",20.18,13.69,"259,213,979","0.07""",,,,,,,,,
"""ORI",Orica ,FPO,"2,016,864","405,412",20.10,4.12,"359,955,579","0.11""",,,,,,,,,
"""SKE",Skilled Group ,FPO,"301,010","60,507",20.10,0.44,"190,570,408","0.03""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"1,279,390","253,952",19.84,2.52,"634,144,970","0.04""",,,,,,,,,
"""APN",APN News & Media ,FPO,"2,081,382","405,730",19.49,-0.44,"595,311,917","0.06""",,,,,,,,,
"""TRS",The Reject Shop ,FPO,"60,034","11,564",19.26,0.15,"25,973,070","0.04""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"518,473","99,680",19.22,5.07,"103,009,351","0.09""",,,,,,,,,
"""PLA",Platinum Australia ,FPO,"1,420,785","273,158",19.22,1.67,"314,595,521","0.08""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"22,471,809","4,267,536",18.99,1.89,"2,351,955,725","0.18""",,,,,,,,,
"""TOL",Toll Holdings ,FPO,"2,805,338","525,124",18.71,2.51,"699,358,971","0.07""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"8,807,813","1,597,863",18.14,-2.80,"716,944,681","0.22""",,,,,,,,,
"""SPN",SP AusNet,STAPLED,"9,552,976","1,655,841",17.33,-1.12,"2,662,931,420","0.06""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"3,295,601","567,574",17.22,1.45,"798,520,953","0.07""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"28,059,695","4,780,586",17.03,0.86,"3,356,081,497","0.14""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"9,960,672","1,688,301",16.95,1.55,"1,534,246,082","0.11""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"5,598,370","922,927",16.48,4.59,"606,831,240","0.15""",,,,,,,,,
"""COH",Cochlear ,FPO,"467,689","76,159",16.28,-0.58,"56,287,296","0.13""",,,,,,,,,
"""UGL",United Group,FPO,"846,423","137,788",16.27,3.50,"165,337,369","0.08""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"6,601,872","1,063,140",16.10,3.77,"3,092,673,832","0.03""",,,,,,,,,
"""BKN",Bradken ,FPO,"957,063","153,881",16.07,3.80,"129,724,959","0.11""",,,,,,,,,
"""NXS",Nexus Energy ,FPO,"9,891,829","1,581,212",15.98,0.00,"940,061,849","0.16""",,,,,,,,,
"""BPT",Beach Petroleum ,FPO,"5,335,838","846,473",15.86,2.58,"1,066,630,849","0.07""",,,,,,,,,
"""AMC",Amcor ,FPO,"7,073,904","1,113,805",15.74,1.05,"1,220,783,770","0.09""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"1,560,177","245,305",15.72,2.72,"235,815,914","0.10""",,,,,,,,,
