ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4573.2 at 16:38 11/5/2010  Report at 19:05 Tuesday 11/5/2010!. Processed 12:04 Wednesday 12/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""BLD",Boral ,FPO,"4,857,123","3,753,738",77.28,-0.52,"598,952,998","0.62""",,,,,,,,,
"""TGR",Tassal Group ,FPO,"1,147,091","851,858",74.26,-1.60,"144,197,882","0.59""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"4,632,156","2,725,823",58.84,0.00,"1,062,316,784","0.25""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,423,264","1,246,636",51.44,-0.90,"510,945,759","0.24""",,,,,,,,,
"""NUF",Nufarm ,FPO,"2,001,950","973,386",48.62,-4.66,"243,146,570","0.40""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,771,976","2,637,477",45.69,-1.04,"1,005,157,140","0.26""",,,,,,,,,
"""HSP",Healthscope ,FPO,"898,620","399,019",44.40,-0.68,"317,010,025","0.12""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,913,252","1,246,996",42.80,-1.45,"707,511,545","0.17""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"578,602","241,629",41.76,1.71,"202,081,252","0.12""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,282,514","526,380",41.04,0.17,"270,000,000","0.19""",,,,,,,,,
"""WTF",Wotif.Com Holdings ,FPO,"693,308","269,336",38.84,-0.76,"209,586,344","0.12""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"5,892,210","2,266,103",38.45,-1.85,"1,092,161,437","0.20""",,,,,,,,,
"""CRG",Crane Group ,FPO,"403,108","154,355",38.29,-0.65,"78,286,427","0.19""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"1,069,283","403,466",37.73,1.63,"108,344,987","0.37""",,,,,,,,,
"""PGA",Photon Group ,FPO,"117,025","43,937",37.54,0.97,"187,440,645","0.02""",,,,,,,,,
"""COH",Cochlear ,FPO,"177,191","66,494",37.52,0.01,"56,543,401","0.11""",,,,,,,,,
"""VAS",Vanguard Australian Shares Index,ETF UNITS,"105,599","38,812",36.75,-1.18,"1,442,224","2.69""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"3,236,201","1,143,332",35.32,-0.59,"462,915,574","0.24""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"4,843,997","1,674,564",34.57,-0.16,"2,067,095,545","0.08""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"520,074","176,917",34.01,-3.97,"198,982,524","0.08""",,,,,,,,,
"""LYC",Lynas Corporation ,FPO,"7,914,417","2,647,212",33.44,-2.91,"1,655,499,093","0.16""",,,,,,,,,
"""MTS",Metcash ,FPO,"3,017,529","998,654",33.09,-1.74,"765,644,031","0.13""",,,,,,,,,
"""SOL",Soul Pattinson (WH),FPO,"31,456","10,167",32.32,-0.43,"238,640,580","0.00""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"17,376,535","5,603,494",32.24,-3.08,"1,823,322,017","0.30""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"27,716","8,852",31.93,1.21,"62,959,971","0.01""",,,,,,,,,
"""PIH",Prime Infrastructure.,STAPLED,"283,116","90,057",31.80,-1.74,"351,776,795","0.02""",,,,,,,,,
"""BKN",Bradken ,FPO,"832,632","258,993",31.10,-2.43,"130,519,161","0.19""",,,,,,,,,
"""MRM",Mermaid Marine Aust ,FPO,"686,657","213,467",31.08,-1.47,"186,844,825","0.11""",,,,,,,,,
"""ASX",ASX ,FPO,"772,412","233,440",30.22,-0.18,"173,573,245","0.13""",,,,,,,,,
"""APN",APN News & Media ,FPO,"1,517,426","455,507",30.01,-0.41,"598,823,853","0.07""",,,,,,,,,
"""GNS",Gunns ,FPO,"1,891,993","567,501",29.99,-3.12,"806,734,892","0.07""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"5,455,789","1,629,441",29.86,-2.47,"606,831,240","0.26""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,368,855","400,879",29.28,-1.49,"414,278,904","0.09""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"6,152,947","1,788,249",29.06,-1.61,"1,548,727,174","0.11""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"725,622","210,706",29.03,-1.57,"239,430,765","0.08""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"716,104","202,193",28.23,-0.86,"177,546,198","0.11""",,,,,,,,,
