ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4250.6 at 16:35 5/7/2010  Report at 19:06 Monday 5/7/2010!. Processed 12:40 Tuesday 6/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMP",M  ETFS Metal Securities Australia,ETFS PM,480,480,100.00,0.48,"59,500","0.80""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"31,992","27,661",86.46,2.00,"512,350,546","0.00""",,,,,,,,,
"""MEL",Metgasco ,FPO,"221,332","184,256",83.24,0.00,"249,006,674","0.07""",,,,,,,,,
"""CGG",Citadel Resource Group ,FPO,"2,480,172","1,449,338",58.43,0.00,"2,328,228,842","0.06""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,606,735","763,676",47.53,0.22,"510,945,759","0.14""",,,,,,,,,
"""SXL",Southern Cross Media Group LIMITE,FPO,"664,415","310,955",46.80,-2.58,"378,827,750","0.08""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"524,770","213,754",40.73,-1.97,"216,011,546","0.09""",,,,,,,,,
"""CRG",Crane Group ,FPO,"230,695","92,937",40.28,-0.37,"78,286,427","0.11""",,,,,,,,,
"""IGO",Independence Group,FPO,"187,291","72,012",38.44,3.87,"113,813,539","0.06""",,,,,,,,,
"""BTT",BT Investment Management ,FPO,"81,743","31,415",38.43,2.00,"160,000,000","0.02""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,108,183","765,946",36.33,1.93,"533,379,348","0.14""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,304,259","814,715",35.35,1.16,"1,062,316,784","0.07""",,,,,,,,,
"""GNC",Graincorp ,FPO,"332,386","114,381",34.41,-1.44,"198,318,900","0.05""",,,,,,,,,
"""CPU",Computershare,FPO,"1,704,550","565,462",33.17,0.29,"555,664,059","0.10""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"877,381","288,966",32.93,-1.28,"435,438,790","0.06""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"294,156","94,924",32.27,-1.57,"86,036,700","0.11""",,,,,,,,,
"""VBA",Virgin Blue Holdings ,FPO,"5,505,602","1,759,880",31.96,-1.66,"2,209,126,568","0.08""",,,,,,,,,
"""AWB",AWB ,FPO,"2,483,795","784,293",31.57,1.59,"817,304,356","0.09""",,,,,,,,,
"""IFN",Infigen Energy,STAPLED,"2,648,766","831,384",31.38,2.64,"760,374,428","0.10""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"2,105,639","647,922",30.77,-3.44,"733,711,705","0.08""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"1,415,560","432,327",30.54,-1.91,"620,709,233","0.07""",,,,,,,,,
"""PPT",Perpetual ,FPO,"214,074","64,402",30.08,-0.21,"43,417,478","0.14""",,,,,,,,,
"""FKP",FKP Property Group,STAPLED,"824,990","245,910",29.80,0.00,"1,166,821,398","0.02""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"11,877,228","3,473,762",29.24,-0.50,"3,121,339,730","0.11""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"6,623,846","1,935,176",29.21,-1.29,"2,510,727,671","0.07""",,,,,,,,,
"""ERA",ERA,FPO 'A',"272,308","78,141",28.69,-2.23,"190,737,934","0.04""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"1,712,013","487,714",28.48,3.23,"772,670,160","0.06""",,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"1,872",524,27.99,-0.61,"51,900,000","0.00""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"1,264,212","353,805",27.98,0.51,"1,260,030,198","0.02""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"6,389,466","1,775,050",27.78,-1.84,"2,351,955,725","0.07""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"5,591,271","1,539,698",27.53,-1.04,"2,012,803,230","0.07""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"5,483,966","1,484,033",27.06,-0.98,"3,107,091,870","0.04""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"5,621,080","1,457,534",25.93,-1.75,"2,729,071,212","0.05""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"334,059","86,350",25.84,-1.81,"259,309,656","0.03""",,,,,,,,,
"""CSL",CSL ,FPO,"1,041,422","266,661",25.60,0.36,"549,692,916","0.04""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"1,150,134","291,949",25.38,0.74,"635,132,810","0.04""",,,,,,,,,
"""MAP",MAp Group,FORUS,"2,141,145","538,265",25.13,-1.13,"1,861,210,782","0.02""",,,,,,,,,
"""AMC",Amcor ,FPO,"1,694,070","420,743",24.83,-0.31,"1,221,353,174","0.03""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"1,904,753","471,893",24.77,0.29,"483,493,006","0.09""",,,,,,,,,
"""MTS",Metcash ,FPO,"3,464,482","857,553",24.75,0.00,"765,644,031","0.11""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"1,106,569","273,690",24.73,2.20,"581,517,884","0.04""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"90,968","22,475",24.70,0.00,"264,264,459","0.00""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"430,817","104,104",24.16,-1.40,"563,460,089","0.01""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"327,058","78,945",24.13,-1.70,"94,193,403","0.08""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"240,942","58,021",24.08,-1.56,"151,904,499","0.03""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"6,031,904","1,452,169",24.07,0.00,"1,823,322,017","0.08""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"1,754,471","421,268",24.01,-0.18,"2,067,095,545","0.02""",,,,,,,,,
"""KZL",Kagara,FPO,"2,151,405","516,624",24.01,-1.03,"674,489,717","0.07""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"9,272,194","2,204,459",23.77,-0.29,"3,356,081,497","0.06""",,,,,,,,,
"""IIN",iiNet ,FPO,"19,406","4,558",23.48,0.00,"151,896,119","0.00""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,762,435","873,165",23.20,0.12,"1,548,737,374","0.05""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"13,635,657","3,148,122",23.08,0.00,"4,820,821,799","0.06""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"6,559,255","1,504,419",22.93,-0.62,"2,926,103,883","0.05""",,,,,,,,,
"""AWC",Alumina ,FPO,"6,187,592","1,417,306",22.90,0.66,"2,440,196,187","0.05""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,188,436","261,830",22.03,-4.10,"414,278,904","0.06""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"307,224","67,309",21.90,1.95,"561,347,878","0.01""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"875,442","190,462",21.75,1.52,"290,077,135","0.06""",,,,,,,,,
"""BLD",Boral ,FPO,"2,700,184","583,396",21.60,0.41,"598,952,998","0.09""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"56,576,900","12,172,599",21.51,31.90,"394,998,737","3.08""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"506,077","108,347",21.40,0.16,"229,794,395","0.04""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"4,035,624","841,153",20.84,-0.24,"2,307,773,663","0.03""",,,,,,,,,
