ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
 XAO 4453.6 at 16:34 31/5/2010  Report at 19:06 Monday 31/5/2010!. Processed 12:02 Tuesday 1/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMP",T  ETFS Metal Securities Australia,ETFS PT,12,12,100.00,0.00,"36,000","0.03""",,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,"1,200","1,000",83.33,-0.13,"455,585","0.21""",,,,,,,,,
"""GNC",Graincorp ,FPO,"5,162,701","4,195,103",81.25,1.02,"198,318,900","2.11""",,,,,,,,,
"""CRG",Crane Group ,FPO,"140,864","92,880",65.93,0.11,"78,286,427","0.11""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"22,002,144","13,241,711",60.18,0.66,"2,351,955,725","0.56""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"11,118,876","6,478,806",58.26,0.69,"1,005,157,140","0.64""",,,,,,,,,
"""SBM",St Barbara ,FPO,"8,021,501","3,725,362",46.44,-1.61,"1,952,668,407","0.19""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,328,225","1,007,983",43.29,0.25,"483,493,006","0.20""",,,,,,,,,
"""FPA",Fisher & Paykel Appliances,FPO NZ,"139,760","60,000",42.93,1.13,"724,235,162","0.00""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"7,495,595","3,187,027",42.51,0.97,"151,915,022","2.09""",,,,,,,,,
"""SDL",Sundance Resources ,FPO,"3,522,949","1,479,899",42.00,-3.70,"2,709,995,932","0.05""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"2,332,507","896,655",38.44,-2.03,"1,259,940,198","0.07""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"215,986","81,767",37.85,-0.40,"561,347,878","0.01""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"25,943,630","9,775,697",37.68,-0.33,"12,443,074,357","0.07""",,,,,,,,,
"""APA",APA Group,STAPLED,"679,486","240,665",35.41,-0.85,"542,318,629","0.04""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"444,990","152,336",34.23,-2.21,"229,794,395","0.06""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"24,114,515","8,212,677",34.05,0.00,"4,820,821,799","0.17""",,,,,,,,,
"""CGF",Challenger Financial Services,FPO,"1,052,970","350,907",33.32,-0.53,"517,059,313","0.06""",,,,,,,,,
"""BKN",Bradken ,FPO,"607,932","197,084",32.41,1.09,"137,611,361","0.14""",,,,,,,,,
"""FBU",Fletcher Building ,FPO NZ,"288,330","93,399",32.39,1.52,"606,946,993","0.01""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"1,880,980","599,243",31.85,-2.20,"363,937,557","0.16""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"4,825,086","1,514,572",31.39,2.06,"717,142,802","0.21""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"500,410","155,909",31.15,-1.84,"367,162,725","0.04""",,,,,,,,,
"""SGP",Stockland,STAPLED,"14,520,408","4,457,993",30.70,0.77,"2,383,036,717","0.18""",,,,,,,,,
"""KCN",Kingsgate Consolidated,FPO,"218,722","66,055",30.20,-1.06,"97,972,949","0.06""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"807,961","236,983",29.33,0.00,"603,580,761","0.03""",,,,,,,,,
