ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4504.4 at 16:36 26/7/2010  Report at 19:06 Monday 26/7/2010!. Processed 12:33 Tuesday 27/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,180,180,100.00,0.00,"51,900,000","0.00""",,,,,,,,,
"""APZ",Aspen Group,STAPLED,"267,013","175,040",65.55,1.11,"579,980,076","0.03""",,,,,,,,,
"""BTT",BT Investment Management ,FPO,"134,511","82,197",61.10,1.10,"160,000,000","0.05""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"183,207","86,117",47.00,2.95,"232,490,800","0.03""",,,,,,,,,
"""PBG",Pacific Brands ,FPO,"1,784,680","809,158",45.33,1.19,"931,386,248","0.08""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"3,147,825","1,361,925",43.26,-0.31,"1,920,694,831","0.07""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"15,558,739","6,591,229",42.36,0.35,"3,356,081,497","0.19""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"914,113","380,229",41.59,-0.93,"108,344,987","0.35""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"1,731,438","705,576",40.75,0.39,"483,499,363","0.14""",,,,,,,,,
"""STO",Santos ,FPO,"2,842,702","1,156,333",40.67,0.07,"832,568,323","0.13""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"9,171,419","3,683,896",40.16,1.84,"2,989,104,006","0.12""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"12,190,802","4,885,829",40.07,0.76,"2,510,727,671","0.19""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,254,361","477,208",38.04,2.66,"435,438,790","0.11""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"109,115","39,543",36.24,3.19,"151,904,499","0.02""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"897,204","320,728",35.74,0.27,"533,379,348","0.06""",,,,,,,,,
"""CRG",Crane Group ,FPO,"193,365","68,890",35.62,3.81,"78,286,427","0.08""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,775,266","628,514",35.40,-1.26,"510,945,759","0.12""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"2,726,868","961,941",35.27,5.55,"509,712,735","0.18""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,037,516","365,146",35.19,1.48,"960,638,735","0.03""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"10,171,537","3,445,557",33.87,1.56,"1,624,932,978","0.21""",,,,,,,,,
"""CSL",CSL ,FPO,"1,387,554","468,198",33.74,0.83,"549,694,167","0.08""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"3,918,576","1,310,182",33.43,-1.72,"581,517,884","0.22""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"8,692,650","2,785,804",32.04,1.69,"2,351,955,725","0.11""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,943,816","941,460",31.98,-3.01,"1,062,316,784","0.08""",,,,,,,,,
"""MTS",Metcash ,FPO,"1,533,107","483,538",31.54,-0.68,"765,675,951","0.06""",,,,,,,,,
"""ASX",ASX ,FPO,"400,648","125,409",31.30,1.01,"173,576,316","0.07""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"15,568,177","4,874,287",31.30,0.00,"2,729,071,212","0.17""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"668,706","208,051",31.11,5.32,"216,011,546","0.09""",,,,,,,,,
"""MAP",MAp Group,FORUS,"2,063,428","620,901",30.09,1.02,"1,861,210,782","0.03""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"904,441","271,420",30.01,1.36,"367,162,725","0.07""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"1,026,182","304,706",29.69,-0.70,"290,592,011","0.10""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"292,108","86,402",29.57,1.16,"1,824,471,392","0.00""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"1,708,016","501,364",29.35,0.48,"473,773,816","0.10""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"21,197,018","6,169,575",29.10,1.20,"4,820,821,799","0.12""",,,,,,,,,
"""APN",APN News & Media ,FPO,"988,960","285,795",28.89,2.50,"598,823,853","0.04""",,,,,,,,,
"""COH",Cochlear ,FPO,"134,252","38,560",28.72,0.51,"56,543,401","0.06""",,,,,,,,,
