ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4825.5 at 16:34 11/3/2010  Report at 19:07 Thursday 11/3/2010!. Processed 11:43 Friday 12/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""TSM",ThinkSmart ,FPO,"22,022","22,022",100.00,0.00,"96,889,390","0.02""",,,,,,,,,
"""SKC",Sky City Entertainment Group,FPO NZ,"128,185","104,419",81.46,-1.20,"575,114,687","0.01""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"127,655","85,192",66.73,-0.99,"573,625,950","0.01""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"305,946","187,400",61.25,0.44,"168,132,810","0.11""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"910,717","467,738",51.35,-0.22,"533,379,348","0.08""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"3,385,185","1,507,148",44.52,0.81,"717,142,802","0.21""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,849,632","801,629",43.34,-0.52,"434,508,164","0.18""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"1,255,876","531,375",42.31,1.08,"420,711,773","0.12""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"282,341","112,022",39.67,0.57,"232,285,800","0.04""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,137,907","451,269",39.65,-0.21,"798,520,953","0.05""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"9,026,116","3,176,955",35.19,-0.53,"3,356,081,497","0.09""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"809,882","277,503",34.26,1.66,"299,303,336","0.09""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"4,431,506","1,499,689",33.84,-1.45,"481,619,331","0.31""",,,,,,,,,
"""CUS",Customers ,FPO,"129,279","43,018",33.27,1.00,"137,948,643","0.03""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"3,929,583","1,281,527",32.61,-0.73,"1,930,403,911","0.06""",,,,,,,,,
"""WSA",Western Areas,FPO,"434,610","141,045",32.45,-0.61,"179,735,899","0.07""",,,,,,,,,
"""PXS",Pharmaxis,FPO,"196,666","62,448",31.75,2.77,"222,284,234","0.02""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"7,088,981","2,221,061",31.33,0.50,"2,533,063,677","0.08""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,730,707","848,419",31.07,0.26,"606,831,240","0.14""",,,,,,,,,
"""HSP",Healthscope ,FPO,"1,222,946","379,150",31.00,-0.70,"314,241,491","0.12""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"4,367,754","1,343,738",30.76,-3.37,"1,080,653,789","0.12""",,,,,,,,,
