ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4586.5 at 17:04 3/8/2010  Report at 19:15 Tuesday 3/8/2010!. Processed 13:00 Wednesday 4/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""BHP",BHP Billiton ,FPO,"21,215,529","11,436,931",53.90,1.68,"3,356,081,497","0.34""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,484,349","728,258",49.06,2.15,"707,734,878","0.10""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"13,977","6,825",48.83,0.13,"4,703,391","0.14""",,,,,,,,,
"""RSGG",Resolute Mining ,12% CN12,"45,000","21,000",46.66,2.50,"151,152,268","0.01""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"4,743,489","2,169,850",45.74,2.60,"606,831,240","0.35""",,,,,,,,,
"""CDD",Cardno ,FPO,"26,991","12,323",45.65,1.00,"90,510,461","0.01""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,631,707","672,491",41.21,4.00,"603,580,761","0.11""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"10,857,525","4,277,758",39.39,1.05,"2,510,727,671","0.17""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,411,883","947,386",39.28,0.42,"510,945,759","0.18""",,,,,,,,,
"""AEO",Austereo Group ,FPO,"19,801","7,771",39.24,2.99,"344,798,708","0.00""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"487,235","185,115",37.99,-0.30,"236,766,184","0.07""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,292,396","1,619,623",37.73,0.63,"1,548,777,374","0.10""",,,,,,,,,
"""CRG",Crane Group ,FPO,"304,008","103,001",33.88,-2.95,"78,286,427","0.13""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"828,692","277,240",33.45,3.96,"270,000,000","0.10""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"10,169,559","3,329,447",32.73,2.12,"2,012,803,230","0.16""",,,,,,,,,
"""IVC",Invocare ,FPO,"275,866","89,039",32.27,1.95,"102,069,091","0.08""",,,,,,,,,
"""ABP",Abacus Property Group,STAPLED,"3,453,310","1,109,069",32.11,2.43,"1,813,551,794","0.06""",,,,,,,,,
"""CAVO",Carnavale Resources ,OPT FEB13,"780,000","250,000",32.05,-5.45,"79,588,524","0.31""",,,,,,,,,
