S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4743.1 at 16:35 25/1/2010  Report at 19:05 Monday 25/1/2010. Processed 19:21 Monday 25/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.216,0.40,0.395,ABP,Abacus Prop stpld,0.395,-1,"34,761",0.395,0.40,5.75,,-,0.62,14.56,-11.81,-
3.01,1.445,2.59,2.56,ABC,Adelaide Brighton,2.57,-3,"8,922",2.56,2.60,14,f,1.49,1.15,5.45,20.8,12.4
1.65,0.096,1.235,1.165,ABY,Aditya Birla,1.215,1,"4,089",1.21,1.22,-,,-,1.42,-,-17.34,-
1.24,0.50,0.645,0.595,AED,AED Oil Ltd,0.64,3.5,"3,614",0.635,0.64,-,,-,-,-,-66.9,-
15.46,12.83,13.74,13.60,AGK,AGL Energy Ltd,13.65,-14,"13,471",13.65,13.67,54,f,6.63,6.00,3.96,358,3.8
5.60,2.03,3.68,3.44,AJL,AJ Lucas Grp,3.45,-28,"3,285",3.45,3.60,10.5,f,23.78,2.11,3.04,249.7,1.4
5.91,0.60,4.52,4.41,ALS,Alesco Corp,4.43,-16,"2,586",4.40,4.49,7,f,-,0.49,1.58,-13.94,-
0.98,0.363,0.605,0.59,AGS,Alliance Res,0.595,-0.5,900,0.595,0.605,-,,-,-,-,-8.3,-
2.06,0.683,1.72,1.65,AWC,Alumina Ltd,1.71,3,"124,139",1.71,1.725,-,,-,1.30,-,9.42,18.2
6.35,3.50,5.98,5.87,AMC,Amcor Ltd,5.94,-9,"36,125",5.93,5.97,34,,0.74,1.61,5.72,25.3,23.5
6.97,3.52,6.47,6.38,AMP,AMP Ltd,6.44,-11,"56,803",6.41,6.45,30,p,0.99,0.67,4.66,29.6,21.8
10.98,7.51,10.47,10.00,ANN,Ansell Ltd,10.46,39,"11,231",10.14,10.46,28,,3.19,1.98,2.68,89.2,11.7
25.25,11.83,22.40,22.02,ANZ,ANZ Banking Grp,22.29,-36,"62,398",22.27,22.29,102,f,1.67,10.72,4.58,170.4,13.1
3.68,2.50,3.26,3.20,APA,APA Grp stpld,3.24,,"10,838",3.23,3.26,31,,0.52,1.18,9.57,16.2,20.0
0.308,0.029,0.035,0.033,AXM,Apex Min NL,0.035,0.1,"124,299",0.033,0.035,-,,-,-,-,-31.41,-
2.61,0.866,2.32,2.30,APN,APN News & Media,2.30,-6,"7,094",2.29,2.36,12,,-,-1.23,5.22,-13.1,-
7.95,3.088,7.10,6.66,AQP,Aquarius Platinum,7.03,11,"12,276",6.98,7.20,-,,-,-,-,-16.39,-
11.38,1.727,9.98,9.40,AQA,Aquila Res,9.89,24,"5,161",9.86,9.95,-,,-,-,-,-10.5,-
1.285,0.245,0.92,0.84,ARU,Arafura Resource,0.90,6,"10,565",0.895,0.915,-,,-,-,-,-7.7,-
1.845,0.79,1.695,1.60,AAD,Ardent Leisure Grp stp,1.66,-4,"6,019",1.66,1.685,14.3,,-,1.18,8.61,-0.32,-
5.75,3.16,4.02,3.98,ALL,Aristocrat Leisure,4.01,-6,"16,538",4.01,4.05,14.5,f,-,0.35,3.62,-0.2,-
4.73,2.10,4.10,4.06,AOE,Arrow Energy,4.07,-5,"23,010",4.06,4.09,-,,-,0.82,-,52,7.8
1.94,0.32,1.785,1.75,AIO,Asciano Grp stpld,1.76,-2,"107,235",1.755,1.76,-,,-,-1.41,-,-32.5,-
0.575,0.218,0.48,0.475,APZ,Aspen Grp stpld,0.48,,"5,976",0.47,0.48,5.18,,-,0.68,10.79,-22.53,-
0.515,0.16,0.405,0.395,AJA,Astro Jap Prop stp,0.40,,"14,841",0.395,0.40,9,,-,0.93,22.50,-71.94,-
37.90,23.52,33.57,33.26,ASX,ASX Ltd,33.47,-30,"6,180",33.40,33.65,164.9,f,1.11,2.66,4.93,183.2,18.3
2.36,1.05,2.19,2.09,AGO,Atlas Iron Ltd,2.10,-4,"50,615",2.10,2.11,-,,-,-,-,-21.3,-
2.20,0.675,2.04,1.90,ASL,Ausdrill Ltd,2.04,5.5,"2,439",2.01,2.04,11,f,2.11,1.73,5.39,23.23,8.8
5.95,1.855,4.35,4.08,AAX,Ausenco Ltd,4.33,22,"10,017",4.33,4.35,18.5,f,2.38,0.76,4.27,43.94,9.9
1.96,1.16,1.38,1.28,AAC,Aust Agriculture,1.375,6.5,"7,711",1.37,1.405,-,,-,2.55,-,-25.7,-
1.95,0.991,1.885,1.83,AIX,Aust Infra unt,1.865,-2,"13,191",1.86,1.89,13,,2.03,3.14,6.97,26.33,7.1
0.939,0.312,0.675,0.655,API,Aust Pharmaceutical,0.67,-1,"8,795",0.665,0.67,2,f,2.95,0.84,2.99,5.9,11.4
3.12,1.425,2.39,2.36,ASB,Austal Ltd,2.37,,606,2.37,2.40,6,f,0.83,1.24,2.53,5,47.4
1.465,0.65,1.33,1.31,AUN,Austar United,1.32,-2,"12,577",1.315,1.335,-,,-,-0.33,-,-2.4,-
0.585,0.174,0.48,0.475,ALZ,Australand Prop stpld,0.475,,"37,710",0.475,0.48,8,,-,0.92,16.84,-15.55,-
2.26,1.415,1.815,1.725,AVO,Avoca Res,1.79,5,"6,878",1.78,1.80,-,,-,0.61,-,-6.97,-
1.98,0.592,1.15,1.13,AWB,AWB Ltd,1.145,-1.5,"49,580",1.145,1.16,5,,3.70,1.81,4.37,18.5,6.2
3.17,2.11,2.85,2.78,AWE,AWE Ltd,2.82,-1,"13,540",2.80,2.83,-,,-,1.80,-,17.36,16.2
6.72,2.52,6.58,6.53,AXA,AXA Asia Pacific,6.54,-4,"78,721",6.53,6.55,18.5,p,-,0.96,2.83,-7.39,-
13.49,6.228,11.14,10.90,BOQ,Bank of Qld,11.06,-10,"5,350",11.06,11.15,52,f,1.46,6.62,4.70,75.9,14.6
1.485,0.555,0.715,0.665,BMN,Bannerman Res,0.71,2.5,"9,479",0.695,0.715,-,,-,-,-,-6.22,-
1.04,0.678,0.88,0.84,BPT,Beach Energy Ltd,0.875,,"49,195",0.875,0.88,1.75,p,14.41,-,2.00,25.21,3.5
10.44,5.733,9.91,9.62,BEN,Bendigo & Adelaide,9.80,-20,"7,765",9.79,9.90,43,f,0.60,4.03,4.39,25.6,38.3
0.32,0.14,0.245,0.24,BDG,Bendigo Min Ltd,0.24,-1,"3,237",0.24,0.245,0.5,,3.40,0.15,2.08,1.7,14.1
1.50,0.282,1.34,1.29,BKY,Berkeley Res,1.34,1,"6,412",1.31,1.34,-,,-,-,-,-9.47,-
44.49,26.64,41.36,40.73,BHP,BHP Billiton Ltd,41.25,-45,"125,698",41.24,41.30,113.63,f,1.15,8.84,2.75,130.15,31.7
12.19,5.815,11.28,11.02,BBG,Billabong Intl,11.25,-9,"5,551",11.20,11.27,45,p,1.54,0.70,4.00,69.2,16.3
3.336,0.399,2.06,2.03,BTA,Biota Hldgs,2.03,,"14,354",2.02,2.04,-,,-,0.55,-,21.7,9.4
0.335,0.125,0.215,0.20,BUL,Blue Energy Ltd,0.21,,"10,896",0.21,0.215,-,,-,-,-,-1.48,-
3.48,1.675,2.86,2.80,BSL,BlueScope Steel,2.84,-3,"164,132",2.84,2.85,5,,-,2.46,1.76,-7.1,-
0.41,0.054,0.375,0.355,BLY,Boart Longyear,0.37,,"487,080",0.365,0.37,-,,-,-0.10,-,6.84,5.4
6.40,2.29,5.59,5.54,BLD,Boral Ltd,5.55,-10,"16,331",5.55,5.56,13,f,1.85,4.12,2.34,24.1,23.0
1.60,0.252,1.32,1.29,BOW,Bow Energy Ltd,1.32,-2,"5,424",1.315,1.325,-,,-,-,-,-0.46,-
7.55,0.945,6.22,6.09,BKN,Bradken Ltd,6.20,-6,"5,015",6.15,6.24,23,f,2.28,1.31,3.71,52.5,11.8
8.37,4.08,6.72,6.55,BXB,Brambles Ltd,6.68,-4,"28,669",6.60,6.69,30,p,1.34,0.58,4.49,40.18,16.6
2.97,0.81,2.75,2.55,BRM,Brockman Res,2.69,9,"2,570",2.62,2.75,-,,-,-,-,-11.1,-
1.945,1.492,1.73,1.715,BWP,Bunnings Warehouse unt,1.715,-2,"3,467",1.715,1.735,11.57,,-,1.79,6.75,-3.74,-
7.09,4.71,5.80,5.72,CAB,Cabcharge Aust,5.78,-3,"2,925",5.76,5.81,34,f,1.50,2.21,5.88,51,11.3
14.00,7.71,9.46,9.21,CTX,Caltex Aust,9.33,-16,"6,892",9.32,9.39,-,,-,10.60,-,15.6,59.8
0.635,0.21,0.56,0.53,CFE,Cape Lambert Res,0.55,-1,"22,309",0.55,0.565,-,,-,-,-,47.27,1.2
0.885,0.20,0.675,0.635,CNX,Carbon Energy,0.665,-2.5,"13,174",0.66,0.68,-,,-,-,-,-3.11,-
0.885,0.26,0.55,0.52,CVN,Carnarvon Pet,0.545,1,"28,742",0.545,0.55,-,,-,0.07,-,5.4,10.1
5.70,3.56,4.95,4.77,CRZ,Carsales Com Ltd,4.91,-3,"2,708",4.86,4.99,-,,-,-,-,-,-
0.71,0.29,0.64,0.61,CCV,Cash Convert ord/div   ,0.64,-0.5,"11,723",0.64,0.645,3,f,2.26,0.09,4.69,6.77,9.5
4.24,1.51,3.88,3.68,CEY,Centennial Coal,3.86,13,"25,864",3.82,3.88,11,f,1.77,1.77,2.85,19.5,19.8
0.52,0.047,0.26,0.255,CNP,Centro Prop stpld,0.26,0.5,"25,107",0.255,0.26,31.8,,-,-2.91,122.31,-398.36,-
0.225,0.016,0.17,0.165,CER,Centro Retail stpld,0.17,,"14,484",0.165,0.17,0.37,,-,0.30,2.18,-117.14,-
0.345,0.042,0.21,0.185,CFU,Ceramic Fuel Cells,0.19,-2,"73,883",0.19,0.195,-,,-,0.05,-,-8.58,-
2.12,1.415,1.875,1.84,CFX,CFS Retail Prop unt,1.86,-2.5,"43,480",1.845,1.88,12.5,,-,2.02,6.72,-15.27,-
4.50,0.865,4.12,4.01,CGF,Challenger FSG Ltd,4.08,-6,"24,789",4.05,4.14,12.5,,-,1.81,3.06,-16.2,-
2.08,1.20,1.685,1.63,CIF,Challenger Infra stpld,1.675,-2.5,927,1.645,1.68,20,,-,-1.54,11.94,-40.3,-
0.745,0.156,0.64,0.625,CHC,Charter Hall Grp forus,0.625,-2,"7,617",0.62,0.63,4.96,,-,0.71,7.94,-17.98,-
0.465,0.11,0.395,0.38,CGG,Citadel Resource Grp,0.39,-0.5,"9,777",0.39,0.395,-,,-,-,-,-4.01,-
0.27,0.125,0.13,0.125,CTO,Citigold Corp Ltd,0.125,,"7,424",0.125,0.13,-,,-,-,-,-0.22,-
1.035,0.29,0.87,0.845,CLO,Clough Ltd,0.85,-2,"7,397",0.85,0.86,2,p,3.92,0.29,2.35,7.84,10.8
11.72,8.02,10.90,10.75,CCL,Coca-Cola Amatil,10.83,-8,"16,316",10.80,10.90,40.5,f,1.35,1.14,3.74,54.8,19.8
69.79,46.21,66.58,64.11,COH,Cochlear Ltd,66.58,118,"2,005",66.18,66.60,175,f,1.34,2.78,2.63,233.7,28.5
0.535,0.235,0.405,0.39,COK,Cockatoo Coal,0.395,-1.5,"8,456",0.395,0.40,-,,-,-,-,-14.52,-
26.54,9.50,18.27,17.68,CXC,Coeur D'alene Mines cdi 1:1,18.27,29,88,18.26,18.55,-,,-,-,-,33.4,54.7
2.37,1.22,2.20,2.16,COF,Coffey Intl,2.19,-5,176,2.17,2.24,13,f,1.12,-0.22,5.94,14.5,15.1
58.65,24.61,55.35,54.76,CBA,C'wlth Bank  of Aust ,55.15,-60,"30,125",55.09,55.27,228,f,1.44,13.65,4.13,328.5,16.8
1.045,0.67,0.93,0.895,CPA,C'wlth Prop ord unt   ,0.92,1,"96,260",0.915,0.93,8.8,,-,1.15,9.57,-31.8,-
12.64,6.45,12.00,11.76,CPU,Computershare Ltd,11.91,-4,"16,640",11.84,12.06,22,p,2.58,-1.95,1.85,56.75,21.0
0.49,0.244,0.435,0.425,CEU,ConnectEast stpld,0.435,-0.5,"106,981",0.43,0.435,2,,-,-,4.60,-25.43,-
0.795,0.14,0.535,0.50,CQT,Conquest Min,0.535,,"2,536",0.50,0.535,-,,-,-,-,-0.42,-
3.44,1.71,3.04,3.00,CMJ,Consolidated Media,3.03,-1,"4,394",3.03,3.05,16.5,,3.75,0.66,5.45,61.91,4.9
0.55,0.245,0.495,0.47,COE,Cooper Energy Ltd,0.495,0.5,"10,405",0.49,0.50,-,,-,0.42,-,-1,-
4.75,2.60,3.92,3.87,CXP,Corporate Express,3.89,-6,"1,860",3.87,3.92,23,f,1.40,0.16,5.91,32.2,12.1
11.66,6.32,9.26,9.03,CRG,Crane Grp Ltd,9.03,-35,"2,281",9.02,9.40,63,f,1.01,4.35,6.98,63.9,14.1
9.39,4.56,7.64,7.51,CWN,Crown Ltd,7.64,-2,"14,527",7.60,7.66,37,p,-,3.42,4.84,-166.89,-
38.52,28.43,31.33,30.83,CSL,CSL Ltd,31.25,11,"14,038",31.20,31.30,70,,2.75,7.49,2.24,192.51,16.2
2.18,0.905,1.94,1.89,CSR,CSR Ltd,1.915,-3.5,"71,831",1.90,1.92,4,f,-,0.87,2.09,-45.1,-
6.59,1.555,4.80,4.33,CDU,Cudeco Ltd,4.72,29,"5,916",4.67,4.80,-,,-,-,-,-0.07,-
3.31,1.12,2.90,2.85,CUS,Customers Ltd,2.90,,877,2.88,2.90,-,,-,0.09,-,4.9,59.2
5.96,2.02,4.92,4.87,DJS,David Jones Ltd,4.89,-7,"8,355",4.89,4.91,28,f,1.13,1.16,5.73,31.5,15.5
0.47,0.10,0.295,0.285,DYL,Deep Yellow Ltd,0.29,,"3,969",0.29,0.295,-,,-,-,-,-1.19,-
