S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4412.8 at 16:36 24/5/2010  Report at 19:05 Monday 24/5/2010. Processed 19:07 Monday 24/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.31,0.39,0.38,ABP,Abacus Prop stp,0.385,1,"35,477",0.385,0.39,5.75,,-,0.60,14.94,-2.32,-
2.60,1.05,1.92,1.86,ACR,Acrux Ltd,1.92,4,"3,559",1.88,1.93,-,,-,0.06,-,-2.84,-
3.01,2.03,2.67,2.58,ABC,Adelaide Brighton,2.64,2,"19,776",2.62,2.66,13.5,f,1.51,1.21,5.11,20.4,12.9
1.65,0.50,0.78,0.72,ABY,Aditya Birla,0.76,2.5,"15,518",0.755,0.78,-,,-,1.51,-,19.61,3.9
15.69,13.07,14.36,13.94,AGK,AGL Energy Ltd,14.36,21,"10,621",14.30,14.38,57,f,0.47,6.21,3.97,27,53.2
5.60,2.00,2.40,2.20,AJL,AJ Lucas Grp,2.27,-1,"1,192",2.26,2.39,5.5,,2.91,1.32,2.42,16,14.2
5.91,2.37,2.56,2.49,ALS,Alesco Corp,2.55,1,"3,223",2.53,2.56,14,f,-,0.65,5.49,-17.36,-
0.98,0.34,0.365,0.35,AGS,Alliance Res,0.35,,"2,556",0.345,0.36,-,,-,-,-,-1.97,-
2.06,1.25,1.605,1.53,AWC,Alumina Ltd,1.60,-1,"168,906",1.595,1.61,2,f,-,1.21,1.25,-1.2,-
6.76,4.276,6.11,5.79,AMC,Amcor Ltd,6.11,9,"71,061",6.05,6.13,29.5,,0.71,2.25,4.83,20.9,29.2
6.97,4.55,5.68,5.46,AMP,AMP Ltd,5.67,23,"84,528",5.64,5.68,30,p,1.24,0.80,5.29,37.1,15.3
13.48,8.01,12.62,12.08,ANN,Ansell Ltd,12.55,30,"9,432",12.41,12.75,29,,2.82,1.92,2.31,81.7,15.4
26.23,14.90,21.90,21.22,ANZ,ANZ Banking Grp,21.90,90,"153,122",21.87,21.90,108,f,1.34,9.99,4.93,144.8,15.1
3.79,2.60,3.48,3.40,APA,APA Grp stp,3.47,1,"8,723",3.46,3.50,31.75,,0.79,-,9.15,25,13.9
2.61,1.23,2.27,2.19,APN,APN News & Media,2.22,-3,"33,490",2.21,2.28,4,f,4.17,-0.78,1.80,16.7,13.3
7.95,3.74,6.27,6.07,AQP,Aquarius Platinum,6.23,22,"29,649",6.16,6.40,2.26,,9.20,-,0.36,20.79,30.0
11.38,3.709,8.76,8.30,AQA,Aquila Res,8.70,33,"8,057",8.15,8.79,-,,-,-,-,-14.8,-
1.285,0.39,0.445,0.405,ARU,Arafura Resource,0.435,2,"7,338",0.435,0.45,-,,-,-,-,-5.1,-
1.845,1.03,1.085,1.05,AAD,Ardent Leisure stp,1.08,,"6,976",1.08,1.10,14.3,,0.19,1.10,13.24,2.73,39.6
5.75,3.37,4.11,4.01,ALL,Aristocrat Leisure,4.09,1,"12,515",4.01,4.12,4.5,,-,0.07,1.10,-31.3,-
5.31,3.04,4.80,4.72,AOE,Arrow Energy,4.79,1,"68,475",4.77,4.80,-,,-,2.13,-,15.38,31.1
1.94,1.061,1.63,1.51,AIO,Asciano Grp stp,1.62,7,"131,823",1.615,1.63,-,,-,0.10,-,-41.9,-
0.575,0.27,0.48,0.455,APZ,Aspen Grp stp,0.475,1.5,"6,596",0.475,0.48,4.19,,-,0.68,8.82,-3.37,-
0.515,0.29,0.375,0.36,AJA,Astro Jap Prop stp,0.375,2,"6,478",0.37,0.375,8.5,,-,0.76,22.67,-36.49,-
37.90,30.70,31.48,30.89,ASX,ASX Ltd,31.36,-14,"11,597",31.10,31.36,163.6,f,1.10,3.19,5.22,180.6,17.4
3.05,1.475,2.05,1.835,AGO,Atlas Iron Ltd,1.945,-0.5,"87,047",1.945,1.955,-,,-,-,-,-15.5,-
2.34,0.855,1.775,1.665,ASL,Ausdrill Ltd,1.755,13.5,"5,275",1.745,1.76,11,f,1.87,1.60,6.27,20.62,8.5
5.95,3.02,3.50,3.24,AAX,Ausenco Ltd,3.25,-11,"17,679",3.24,3.25,9.5,f,2.00,0.62,2.92,19,17.1
1.62,1.18,1.54,1.50,AAC,Aust Agriculture,1.525,1.5,"6,327",1.515,1.525,-,,-,2.42,-,-20.3,-
2.09,1.18,1.73,1.635,AIX,Aust Infra unt,1.73,5,"17,479",1.69,1.74,10,p,1.94,2.62,5.78,19.37,8.9
0.939,0.44,0.495,0.47,API,Aust Pharmaceutical,0.485,1,"4,970",0.48,0.495,3,f,2.03,0.79,6.19,6.1,8.0
3.12,1.935,2.20,2.10,ASB,Austal Ltd,2.20,6,526,2.16,2.20,6,,0.72,1.30,2.73,4.35,50.6
1.465,0.715,1.07,0.995,AUN,Austar United,1.07,2.5,"12,324",1.055,1.10,-,,-,-0.31,-,4.7,22.8
3.05,1.766,2.47,2.39,ALZ,Australand Prop stp,2.45,-2,"5,789",2.45,2.47,5,,-,0.68,2.04,-13.4,-
2.37,1.48,2.15,2.05,AVO,Avoca Res,2.15,3,"4,920",2.13,2.16,-,,-,0.79,-,12.49,17.2
1.337,0.865,0.975,0.96,AWB,AWB Ltd,0.975,2,"14,368",0.965,0.975,-,,-,1.85,-,3.67,26.6
3.17,1.915,2.13,2.06,AWE,AWE Ltd,2.13,8,"17,292",2.11,2.13,-,,-,1.74,-,1.43,149.0
6.72,3.51,5.73,5.57,AXA,AXA Asia Pacific,5.72,6,"102,045",5.72,5.73,18.5,p,1.89,1.12,3.23,34.89,16.4
13.49,7.394,11.08,10.50,BOQ,Bank of Qld,10.81,3,"7,928",10.80,10.84,52,f,1.78,7.20,4.81,92.4,11.7
1.485,0.305,0.35,0.325,BMN,Bannerman Res,0.345,0.5,"5,225",0.33,0.35,-,,-,-,-,-7.84,-
1.04,0.655,0.77,0.755,BPT,Beach Energy Ltd,0.765,0.5,"35,109",0.765,0.77,1.75,p,9.17,1.27,2.29,16.05,4.8
10.48,5.901,8.68,8.42,BEN,Bendigo & Adelaide,8.68,18,"11,316",8.60,8.69,43,f,0.83,5.16,4.95,35.53,24.4
0.32,0.195,0.215,0.205,BDG,Bendigo Min Ltd,0.215,1,"6,921",0.21,0.215,0.5,,6.40,0.15,2.33,3.2,6.7
1.595,0.90,1.145,1.07,BKY,Berkeley Res,1.14,0.5,"2,407",1.13,1.28,-,,-,-,-,-8.92,-
44.93,31.33,37.80,37.04,BHP,BHP Billiton Ltd,37.80,103,"217,434",37.75,37.80,95.15,f,1.95,8.76,2.52,185.29,20.4
12.32,7.64,10.29,10.05,BBG,Billabong Intl,10.15,,"10,374",10.09,10.25,36,p,1.59,0.84,3.55,57.2,17.7
3.336,1.025,1.15,1.095,BTA,Biota Hldgs,1.14,5,"13,345",1.135,1.15,-,,-,0.60,-,36.6,3.1
3.48,2.06,2.36,2.22,BSL,BlueScope Steel,2.32,1,"235,071",2.31,2.32,5,,-,2.47,2.16,-61.37,-
3.48,2.43,2.84,2.65,BLYDA,Boart Longyear def,2.72,3,"20,475",2.72,2.73,-,,-,0.14,-,-0.67,-
6.40,3.77,5.48,5.24,BLD,Boral Ltd,5.38,2,"40,143",5.34,5.40,12.5,f,1.82,4.23,2.32,22.7,23.7
1.605,0.71,1.22,1.15,BOW,Bow Energy Ltd,1.21,7,"10,799",1.18,1.22,-,,-,-,-,4.42,27.4
8.14,3.27,7.35,6.96,BKN,Bradken Ltd,7.26,6,"6,602",7.26,7.34,26,f,1.67,1.58,3.58,43.3,16.8
8.37,5.54,6.78,6.52,BXB,Brambles Ltd,6.69,-8,"78,536",6.65,6.70,25,p,1.38,0.66,3.74,34.45,19.4
4.05,1.02,2.75,2.61,BRM,Brockman Res,2.75,14,"3,156",2.75,2.80,-,,-,-,-,-14.9,-
2.07,1.605,1.87,1.845,BWP,Bunnings Warehouse unt,1.87,1,"24,169",1.845,1.895,10.97,,1.27,1.83,5.87,13.89,13.5
6.85,4.71,5.54,5.34,CAB,Cabcharge Aust,5.42,-12,"6,149",5.40,5.43,34,f,1.44,-,6.27,48.9,11.1
14.00,8.01,11.10,10.79,CTX,Caltex Aust,10.80,15,"14,457",10.78,10.84,25,f,4.65,10.48,2.31,116.3,9.3
0.635,0.285,0.40,0.38,CFE,Cape Lambert Res,0.39,0.5,"22,261",0.39,0.395,-,,-,-,-,10.88,3.6
0.885,0.29,0.385,0.37,CNX,Carbon Energy,0.37,,"7,588",0.37,0.38,-,,-,-,-,-1.87,-
0.885,0.30,0.345,0.325,CVN,Carnarvon Pet,0.34,2,"93,644",0.335,0.345,-,,-,0.05,-,3.3,10.3
5.86,3.56,5.09,4.81,CRZ,Carsales Com Ltd,4.96,15,"5,813",4.95,5.00,6.6,f,1.24,0.01,1.33,8.2,60.5
0.71,0.41,0.59,0.545,CCV,Cash Convert ord/div   ,0.585,4.5,"5,917",0.585,0.59,3,f,2.32,0.23,5.13,6.97,8.4
1.957,0.902,1.545,1.495,CAH,Catalpa Res,1.52,,765,1.52,1.53,-,,-,-,-,-3.7,-
5.00,2.04,3.85,3.59,CEY,Centennial Coal,3.83,4,"45,159",3.82,3.86,8,p,1.98,1.87,2.09,15.8,24.2
0.52,0.083,0.195,0.185,CNP,Centro Prop stp,0.19,1,"25,913",0.19,0.195,31.8,,-,-2.87,167.37,-113.25,-
0.265,0.076,0.23,0.215,CER,Centro Retail stp,0.225,1,"25,470",0.22,0.225,0.37,,-,0.35,1.64,-18.43,-
0.345,0.145,0.175,0.16,CFU,Ceramic Fuel Cells,0.165,1,"52,605",0.165,0.17,-,,-,0.04,-,-0.09,-
2.12,1.55,1.92,1.89,CFX,CFS Retail Prop unt,1.92,2.5,"73,807",1.92,1.925,12.5,,-,1.99,6.51,-1.9,-
0.58,0.348,0.535,0.51,CDI,Challenger Div Pro stp,0.535,2,"2,728",0.525,0.54,5.05,,0.09,0.65,9.44,0.46,116.3
4.50,1.99,3.83,3.59,CGF,Challenger FSG Ltd,3.77,20,"36,533",3.70,3.80,13.5,,2.61,3.36,3.58,35.2,10.7
2.06,1.32,1.39,1.375,CIF,Challenger Infra stp,1.39,-1,"2,037",1.375,1.39,15,,-,-1.66,10.79,-59.2,-
0.79,0.336,0.64,0.615,CHC,Charter Hall Grp forus,0.635,1.5,"61,381",0.625,0.635,2.6,,-,0.60,4.09,-23.57,-
0.355,0.14,0.275,0.265,CQO,Charter Hall Office unt,0.27,,"164,639",0.27,0.275,2.5,,4.01,0.44,9.26,10.03,2.7
