S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4389.4 at 16:37 26/8/2010  Report at 19:05 Thursday 26/8/2010. Processed 19:24 Thursday 26/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.405,0.395,ABP,Abacus Prop stp,0.405,1,"42,592",0.40,0.405,3.9,,-,0.60,9.63,-2.32,-
2.60,1.24,2.00,1.95,ACR,Acrux Ltd,1.95,-3,816,1.945,1.95,-,,-,-,-,29.08,6.7
3.435,2.293,3.30,3.22,ABC,Adelaide Brighton,3.26,,"34,016",3.25,3.26,15.5,f,1.52,1.16,4.75,23.6,13.8
1.65,0.62,0.875,0.855,ABY,Aditya Birla,0.87,-0.5,"1,128",0.865,0.87,-,,-,1.51,-,19.61,4.4
15.69,13.37,15.25,14.89,AGK,AGL Energy Ltd,14.95,-27,"26,122",14.95,14.97,57,f,0.47,6.21,3.81,27,55.4
5.60,1.96,2.06,1.98,AJL,AJ Lucas Grp,1.98,-5,418,1.98,2.10,5.5,,2.91,1.32,2.78,16,12.4
5.91,2.25,2.75,2.57,ALS,Alesco Corp,2.70,2,"2,854",2.68,2.70,7,,-,0.60,2.59,-132.84,-
0.865,0.28,0.335,0.32,AGS,Alliance Res,0.32,-0.5,"2,435",0.32,0.33,-,,-,-,-,-1.97,-
2.06,1.45,1.71,1.635,AWC,Alumina Ltd,1.64,-4,"452,126",1.635,1.64,4.23,f,0.14,1.22,2.58,0.59,278.0
7.04,5.27,6.57,6.31,AMC,Amcor Ltd,6.40,1,"106,043",6.37,6.41,29.5,,0.71,2.25,4.61,20.9,30.6
6.97,4.85,4.97,4.90,AMP,AMP Ltd,4.95,7,"104,648",4.94,4.96,31,p,1.28,0.90,6.26,39.8,12.4
13.73,9.07,13.28,13.04,ANN,Ansell Ltd,13.11,-12,"13,408",13.02,13.35,30.5,,2.94,2.22,2.33,89.6,14.6
26.23,19.95,22.55,22.11,ANZ,ANZ Banking Grp,22.47,28,"101,414",22.45,22.48,108,f,1.34,9.99,4.81,144.8,15.5
3.83,2.88,3.72,3.66,APA,APA Grp stp,3.68,-2,"14,768",3.66,3.68,32.75,,0.59,1.28,8.90,19.4,19.0
2.61,1.68,1.88,1.845,APN,APN News & Media,1.855,-2.5,"13,984",1.82,1.88,9,,1.86,-0.75,4.85,16.7,11.1
7.95,3.89,4.66,4.57,AQP,Aquarius Platinum,4.65,8,"14,845",4.60,4.70,2.26,,3.16,-,0.49,7.15,65.0
11.38,5.955,8.09,7.90,AQA,Aquila Res,8.02,2,"3,412",8.00,8.03,-,,-,-,-,-14.8,-
1.285,0.38,0.74,0.72,ARU,Arafura Resource,0.73,2,"5,280",0.72,0.735,-,,-,-,-,-5.1,-
1.845,0.92,0.95,0.94,AAD,Ardent Leisure stp,0.945,1,"12,253",0.94,0.95,10.75,,0.59,0.92,11.38,6.3,15.0
5.75,3.34,3.48,3.38,ALL,Aristocrat Leisure,3.45,-1,"22,964",3.39,3.47,3.5,,-,0.15,1.01,-15,-
1.94,1.435,1.665,1.61,AIO,Asciano Grp stp,1.66,-1.5,"264,049",1.65,1.66,-,,-,0.08,-,-31.6,-
