S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4807.1 at 16:36 3/5/2010  Report at 19:05 Monday 3/5/2010. Processed 19:11 Monday 3/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.285,0.42,0.405,ABP,Abacus Prop stp,0.415,0.5,"35,672",0.415,0.42,5.75,,-,0.60,13.86,-2.32,-
2.60,0.61,2.00,1.91,ACR,Acrux Ltd,1.96,-1,"1,948",1.95,2.00,-,,-,0.06,-,-2.84,-
3.01,2.03,2.94,2.89,ABC,Adelaide Brighton,2.92,-1,"35,700",2.91,2.94,13.5,f,1.51,1.21,4.62,20.4,14.3
1.65,0.43,1.08,1.03,ABY,Aditya Birla,1.045,-3.5,"7,242",1.045,1.065,-,,-,1.51,-,19.61,5.3
15.69,13.07,15.00,14.89,AGK,AGL Energy Ltd,14.91,-14,"5,580",14.90,14.97,57,f,0.47,6.21,3.82,27,55.2
5.60,2.03,2.63,2.52,AJL,AJ Lucas Grp,2.55,-8,730,2.55,2.60,5.5,,2.91,1.32,2.16,16,15.9
5.91,2.81,2.97,2.90,ALS,Alesco Corp,2.94,-3,"3,947",2.94,2.98,14,f,-,0.65,4.76,-17.36,-
0.98,0.40,0.42,0.41,AGS,Alliance Res,0.41,-1.5,"3,532",0.41,0.415,-,,-,-,-,-1.97,-
2.06,1.08,1.585,1.545,AWC,Alumina Ltd,1.57,1,"183,797",1.565,1.57,2,f,-,1.21,1.27,-1.2,-
6.65,4.276,6.65,6.53,AMC,Amcor Ltd,6.63,5,"89,710",6.55,6.64,29.5,,0.71,2.25,4.45,20.9,31.7
6.97,4.55,6.34,6.24,AMP,AMP Ltd,6.30,4,"59,802",6.29,6.31,30,p,1.24,0.80,4.76,37.1,17.0
