S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4809.1 at 16:36 16/3/2010  Report at 19:05 Tuesday 16/3/2010. Processed 19:07 Tuesday 16/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.255,0.41,0.40,ABP,Abacus Prop stp,0.41,0.5,"36,964",0.405,0.41,5.75,,-,0.60,14.02,-2.32,-
3.01,1.835,2.56,2.45,ABC,Adelaide Brighton,2.56,11,"30,329",2.50,2.57,13.5,f,1.51,1.21,5.27,20.4,12.5
1.65,0.115,0.97,0.905,ABY,Aditya Birla,0.93,0.5,"10,690",0.925,0.93,-,,-,1.42,-,-17.34,-
1.24,0.50,0.655,0.64,AED,AED Oil Ltd,0.655,-0.5,"6,765",0.655,0.66,-,,-,-,-,-66.9,-
15.46,13.07,15.04,14.77,AGK,AGL Energy Ltd,14.82,-5,"17,574",14.78,14.88,57,f,0.47,6.21,3.85,27,54.9
5.60,2.03,2.85,2.75,AJL,AJ Lucas Grp,2.80,-5,585,2.75,2.85,5.5,,2.91,1.32,1.96,16,17.5
5.91,0.95,3.22,3.13,ALS,Alesco Corp,3.15,3,"6,890",3.14,3.17,14,f,-,0.65,4.44,-17.36,-
0.98,0.421,0.47,0.46,AGS,Alliance Res,0.46,-1,"2,576",0.46,0.47,-,,-,-,-,-1.97,-
2.06,0.904,1.69,1.65,AWC,Alumina Ltd,1.675,0.5,"145,321",1.665,1.675,2,f,-,1.21,1.19,-1.2,-
6.35,4.024,5.97,5.85,AMC,Amcor Ltd,5.92,1,"66,846",5.91,5.93,29.5,,0.71,2.25,4.98,20.9,28.3
6.97,4.26,6.20,6.12,AMP,AMP Ltd,6.15,3,"65,606",6.14,6.16,30,p,1.24,0.80,4.88,37.1,16.6
12.25,7.58,11.92,11.63,ANN,Ansell Ltd,11.84,10,"9,278",11.51,11.95,29,,2.82,1.92,2.45,81.7,14.5
25.25,14.18,24.23,23.83,ANZ,ANZ Banking Grp,24.15,13,"82,300",24.14,24.18,102,f,1.67,10.72,4.22,170.4,14.2
3.68,2.59,3.41,3.31,APA,APA Grp stp,3.35,-6,"14,129",3.35,3.40,31.75,,0.79,-,9.48,25,13.4
0.276,0.022,0.027,0.023,AXM,Apex Min NL,0.025,0.2,"189,877",0.025,0.026,-,,-,-,-,-31.41,-
2.61,1.09,2.36,2.27,APN,APN News & Media,2.32,-1,"14,169",2.26,2.32,4,f,4.17,-0.78,1.72,16.7,13.9
7.95,3.088,6.57,6.40,AQP,Aquarius Platinum,6.52,10,"14,301",6.44,6.55,2.26,,9.20,-,0.35,20.79,31.4
11.38,2.291,10.77,10.63,AQA,Aquila Res,10.70,-8,"18,544",10.50,10.75,-,,-,-,-,-14.8,-
1.285,0.29,0.62,0.61,ARU,Arafura Resource,0.615,,"5,397",0.61,0.62,-,,-,-,-,-7.7,-
1.845,0.92,1.36,1.325,AAD,Ardent Leisure stp,1.36,-0.5,"11,202",1.355,1.36,14.3,,0.19,1.10,10.51,2.73,49.8
5.75,3.24,4.44,4.19,ALL,Aristocrat Leisure,4.30,-11,"55,114",4.20,4.33,4.5,,-,0.07,1.05,-31.3,-
5.31,2.48,5.31,5.18,AOE,Arrow Energy,5.23,-2,"95,472",5.22,5.25,-,,-,2.13,-,15.38,34.0
1.94,0.54,1.88,1.845,AIO,Asciano Grp stp,1.865,2,"117,495",1.86,1.87,-,,-,0.10,-,-41.9,-
0.575,0.27,0.50,0.49,APZ,Aspen Grp stp,0.495,-0.5,"18,930",0.49,0.495,4.19,,-,0.68,8.46,-3.37,-
0.515,0.20,0.395,0.385,AJA,Astro Jap Prop stp,0.39,-0.5,"4,159",0.39,0.395,8.5,,-,0.76,21.79,-36.49,-
37.90,28.35,36.16,35.49,ASX,ASX Ltd,35.95,55,"10,492",35.70,36.00,163.6,f,1.10,3.19,4.55,180.6,19.9
2.55,1.15,2.49,2.34,AGO,Atlas Iron Ltd,2.40,-11,"48,208",2.37,2.40,-,,-,-,-,-15.5,-
2.25,0.675,2.19,2.11,ASL,Ausdrill Ltd,2.15,-2,"3,503",2.14,2.15,11,f,1.87,1.60,5.12,20.62,10.4
5.95,2.43,4.00,3.94,AAX,Ausenco Ltd,3.99,5,"6,137",3.95,3.99,9.5,f,2.00,0.62,2.38,19,21.0
1.95,1.18,1.40,1.375,AAC,Aust Agriculture,1.395,1,"3,217",1.39,1.41,-,,-,2.42,-,-20.3,-
2.01,1.18,1.935,1.90,AIX,Aust Infra unt,1.925,1,"14,720",1.90,1.935,10,p,1.94,2.62,5.19,19.37,9.9
0.939,0.312,0.555,0.535,API,Aust Pharmaceutical,0.545,-1,"5,009",0.54,0.55,2,f,2.95,0.84,3.67,5.9,9.2
3.12,1.48,2.55,2.49,ASB,Austal Ltd,2.55,5,"1,233",2.49,2.55,6,,0.72,1.30,2.35,4.35,58.6
1.465,0.65,1.185,1.17,AUN,Austar United,1.18,-0.5,"25,674",1.175,1.19,-,,-,-0.31,-,4.7,25.1
0.585,0.216,0.515,0.505,ALZ,Australand Prop stp,0.515,-0.5,"39,313",0.51,0.515,8,,-,0.68,15.53,-13.4,-
2.26,1.415,1.94,1.85,AVO,Avoca Res,1.935,4.5,"13,343",1.91,1.94,-,,-,0.79,-,12.49,15.5
1.337,0.791,1.065,1.035,AWB,AWB Ltd,1.055,2.5,"69,881",1.05,1.06,5,,3.70,1.81,4.74,18.5,5.7
3.17,2.17,2.69,2.61,AWE,AWE Ltd,2.63,-8,"61,302",2.63,2.64,-,,-,1.74,-,1.43,183.9
6.72,3.25,6.32,6.20,AXA,AXA Asia Pacific,6.22,-5,"54,240",6.22,6.23,18.5,p,1.89,1.12,2.97,34.89,17.8
13.49,7.374,11.43,11.31,BOQ,Bank of Qld,11.40,11,"7,581",11.36,11.40,52,f,1.46,6.62,4.56,75.9,15.0
1.485,0.41,0.47,0.41,BMN,Bannerman Res,0.435,-3,"16,110",0.43,0.44,-,,-,-,-,-7.84,-
1.04,0.655,0.735,0.72,BPT,Beach Energy Ltd,0.73,0.5,"48,440",0.725,0.73,1.75,p,9.17,1.27,2.40,16.05,4.5
10.48,5.901,9.74,9.65,BEN,Bendigo & Adelaide,9.70,3,"9,328",9.65,9.72,43,f,0.83,5.16,4.43,35.53,27.3
0.32,0.205,0.23,0.225,BDG,Bendigo Min Ltd,0.23,0.5,"4,366",0.225,0.23,0.5,,6.40,0.15,2.17,3.2,7.2
1.50,0.487,1.30,1.255,BKY,Berkeley Res,1.275,-0.5,"1,365",1.275,1.30,-,,-,-,-,-9.47,-
44.49,30.75,42.82,42.57,BHP,BHP Billiton Ltd,42.75,18,"105,253",42.72,42.76,95.15,f,1.95,8.76,2.23,185.29,23.1
12.19,7.161,10.56,10.28,BBG,Billabong Intl,10.30,-23,"9,958",10.28,10.35,36,p,1.59,0.84,3.50,57.2,18.0
3.336,0.514,2.38,2.26,BTA,Biota Hldgs,2.38,7,"8,236",2.36,2.39,-,,-,0.60,-,36.6,6.5
0.335,0.15,0.20,0.19,BUL,Blue Energy Ltd,0.195,1,"24,227",0.19,0.195,-,,-,-,-,-2.16,-
3.48,1.812,2.83,2.75,BSL,BlueScope Steel,2.82,6,"224,441",2.81,2.82,5,,-,2.47,1.77,-61.37,-
0.41,0.069,0.325,0.315,BLY,Boart Longyear,0.315,-0.5,"430,706",0.315,0.32,-,,-,0.14,-,-0.67,-
6.40,3.14,5.45,5.34,BLD,Boral Ltd,5.39,-7,"60,517",5.38,5.40,12.5,f,1.82,4.23,2.32,22.7,23.7
1.60,0.71,1.315,1.27,BOW,Bow Energy Ltd,1.315,3,"6,181",1.30,1.315,-,,-,-,-,4.42,29.8
7.55,1.56,7.35,7.10,BKN,Bradken Ltd,7.33,22,"7,493",7.28,7.35,26,f,1.67,1.58,3.55,43.3,16.9
8.37,4.74,7.42,7.20,BXB,Brambles Ltd,7.33,12,"76,403",7.33,7.35,25,p,1.38,0.66,3.41,34.45,21.3
3.95,1.00,3.80,3.70,BRM,Brockman Res,3.76,-6,"1,157",3.72,3.82,-,,-,-,-,-14.9,-
1.945,1.506,1.92,1.88,BWP,Bunnings Warehouse unt,1.92,3,"29,760",1.90,1.92,10.97,,1.27,1.83,5.71,13.89,13.8
7.09,4.71,6.02,5.95,CAB,Cabcharge Aust,6.01,7,"4,672",5.98,6.01,34,f,1.44,-,5.66,48.9,12.3
14.00,8.01,11.20,10.92,CTX,Caltex Aust,11.10,-5,"17,394",11.03,11.13,25,f,4.65,10.48,2.25,116.3,9.5
0.635,0.24,0.49,0.475,CFE,Cape Lambert Res,0.48,0.5,"30,885",0.475,0.48,-,,-,-,-,47.27,1.0
0.885,0.235,0.515,0.495,CNX,Carbon Energy,0.51,-0.5,"4,191",0.495,0.515,-,,-,-,-,-1.87,-
0.885,0.31,0.475,0.465,CVN,Carnarvon Pet,0.475,,"17,489",0.47,0.475,-,,-,0.05,-,3.3,14.4
5.70,3.56,5.25,5.12,CRZ,Carsales Com Ltd,5.24,8,"3,168",5.18,5.29,6.6,f,1.24,0.01,1.26,8.2,63.9
0.71,0.315,0.67,0.655,CCV,Cash Convert ord/div   ,0.66,-1,"2,120",0.655,0.665,3,f,2.32,0.23,4.55,6.97,9.5
4.24,1.67,3.98,3.84,CEY,Centennial Coal,3.87,-12,"21,996",3.86,3.90,8,p,1.98,1.87,2.07,15.8,24.5
0.52,0.047,0.245,0.235,CNP,Centro Prop stp,0.24,,"18,816",0.235,0.24,31.8,,-,-2.87,132.50,-113.25,-
0.225,0.016,0.17,0.16,CER,Centro Retail stp,0.16,,"14,202",0.16,0.165,0.37,,-,0.35,2.31,-18.43,-
0.345,0.054,0.17,0.165,CFU,Ceramic Fuel Cells,0.165,-0.5,"13,908",0.165,0.17,-,,-,0.04,-,-0.09,-
2.12,1.415,1.89,1.86,CFX,CFS Retail Prop unt,1.885,2.5,"111,606",1.875,1.89,12.5,,-,1.99,6.63,-1.9,-
4.50,1.01,4.07,4.01,CGF,Challenger FSG Ltd,4.04,2,"25,478",4.04,4.07,13.5,,2.61,3.36,3.34,35.2,11.5
2.06,1.20,1.63,1.60,CIF,Challenger Infra stp,1.63,-2,"1,647",1.585,1.65,15,,-,-1.66,9.20,-59.2,-
0.749,0.22,0.70,0.69,CHC,Charter Hall Grp forus,0.695,,"72,815",0.69,0.70,2.6,,-,0.60,3.74,-23.57,-
0.355,0.14,0.285,0.28,CQO,Charter Hall Office unt,0.28,,"603,844",0.28,0.285,2.5,,4.01,0.44,8.93,10.03,2.8
0.735,0.175,0.565,0.55,CQR,Charter Hall Retail unt,0.555,,"180,943",0.555,0.56,6,,-,0.72,10.81,-45.58,-
0.465,0.11,0.36,0.345,CGG,Citadel Resource Grp,0.355,-0.5,"18,008",0.35,0.365,-,,-,-,-,-0.75,-
0.225,0.08,0.12,0.115,CTO,Citigold Corp Ltd,0.12,0.5,"49,912",0.115,0.12,-,,-,-,-,-0.22,-
1.035,0.42,0.865,0.81,CLO,Clough Ltd,0.85,3.5,"10,143",0.835,0.86,2,,3.99,0.31,2.35,7.98,10.7
11.72,8.06,11.22,11.06,CCL,Coca-Cola Amatil,11.09,-8,"35,795",11.09,11.10,43.5,f,1.39,1.38,3.92,60.5,18.3
69.79,46.21,66.20,65.67,COH,Cochlear Ltd,66.00,20,"4,607",65.60,66.14,190,f,1.27,3.25,2.88,242.2,27.3
0.535,0.235,0.36,0.355,COK,Cockatoo Coal,0.36,0.5,"9,803",0.355,0.365,-,,-,-,-,-14.52,-
26.54,9.50,18.02,17.73,CXC,Coeur d'Alene Mines  1:1,17.75,-35,100,17.71,18.20,-,,-,27.67,-,-49.7,-
2.37,1.54,1.83,1.765,COF,Coffey Intl,1.83,4,868,1.755,1.83,12,f,1.00,-0.17,6.56,12,15.3
58.65,32.60,55.90,55.40,CBA,C'wlth Bank  of Aust ,55.68,8,"36,237",55.52,55.68,235,f,1.41,-,4.22,330.4,16.9
1.045,0.675,0.955,0.935,CPA,C'wlth Prop ord unt   ,0.95,1.5,"58,136",0.945,0.955,6.85,,-,1.11,7.21,-11.41,-
12.64,8.03,12.48,12.22,CPU,Computershare Ltd,12.30,10,"17,962",12.30,12.35,25,p,2.27,-1.54,2.03,56.84,21.6
0.49,0.273,0.44,0.425,CEU,ConnectEast stp,0.44,0.5,"77,349",0.435,0.44,2,,-,-,4.55,-21.74,-
0.795,0.20,0.325,0.31,CQT,Conquest Min,0.31,-1,"9,233",0.305,0.31,-,,-,-,-,-0.14,-
3.44,1.90,3.23,3.16,CMJ,Consolidated Media,3.20,3,"14,785",3.15,3.22,16.5,f,3.48,0.88,5.16,57.44,5.6
0.55,0.26,0.495,0.49,COE,Cooper Energy Ltd,0.495,0.5,"1,323",0.485,0.495,-,,-,0.45,-,7.1,7.0
4.75,2.82,4.65,4.56,CXP,Corporate Express,4.60,-4,"6,962",4.50,4.64,22.5,f,1.51,-,4.89,34,13.5
11.66,7.77,8.49,8.35,CRG,Crane Grp Ltd,8.43,1,"2,527",8.35,8.49,46,f,0.85,4.41,5.46,39,21.6
9.39,5.77,8.24,8.00,CWN,Crown Ltd,8.05,-2,"11,047",8.00,8.05,37,p,-,3.24,4.60,-92.35,-
36.74,28.43,36.09,35.84,CSL,CSL Ltd,35.96,21,"28,970",35.90,35.99,75,,2.85,6.11,2.09,213.41,16.9
2.18,1.10,1.685,1.66,CSR,CSR Ltd,1.68,1.5,"85,592",1.67,1.685,4,f,-,0.87,2.38,-45.1,-
6.59,1.85,4.77,4.66,CDU,Cudeco Ltd,4.68,,"5,000",4.68,4.72,-,,-,-,-,-0.07,-
3.212,1.426,3.15,3.10,CUS,Customers Ltd,3.14,2,"1,690",3.10,3.16,-,,-,0.26,-,18.4,17.1
5.96,2.63,5.11,5.05,DJS,David Jones Ltd,5.07,3,"16,447",5.06,5.09,28,f,1.13,1.16,5.52,31.5,16.1
0.47,0.115,0.235,0.225,DYL,Deep Yellow Ltd,0.235,,"7,730",0.225,0.235,-,,-,-,-,-0.28,-
0.89,0.653,0.81,0.80,DXS,DEXUS Prop Grp stp,0.805,0.5,"317,740",0.80,0.805,6.15,,-,0.95,7.64,-11.03,-
5.69,2.54,2.74,2.69,DOM,Dominion Min,2.73,2,"5,829",2.69,2.75,10,,2.01,1.03,3.66,20.08,13.6
9.44,4.05,7.54,7.42,DOW,Downer EDI Ltd,7.48,1,"37,363",7.47,7.48,29.1,,1.87,2.15,3.89,54.4,13.8
1.90,1.42,1.815,1.785,DUE,DUET Grp forus,1.79,-1.5,"18,679",1.785,1.815,20,p,0.22,-,11.17,4.39,40.8
1.165,0.61,0.835,0.82,ESG,Eastern Star Gas,0.825,-0.5,"32,193",0.82,0.825,-,,-,-,-,-0.8,-
5.00,1.25,1.285,1.26,ELD,Elders Ltd,1.275,-0.5,"21,977",1.275,1.285,-,,-,0.37,-,-51.51,-
16.32,13.01,14.54,14.29,EAU,Eldorado Gold cdi  1:1,14.33,-6,"2,759",14.30,14.40,-,,-,-,-,-,-
0.995,0.325,0.60,0.575,EHL,Emeco Hldgs,0.58,-0.5,"39,521",0.58,0.59,2,,-,0.71,3.45,-4.2,-
28.28,17.66,18.95,18.54,ERA,Energy Res,18.80,26,"3,995",18.80,18.82,39,f,3.66,5.10,2.07,142.9,13.2
0.72,0.25,0.365,0.34,EWC,Energy World Corp,0.35,-1,"15,420",0.345,0.355,-,,-,0.30,-,3.02,11.6
0.595,0.30,0.52,0.51,ENV,Envestra Ltd,0.52,1,"13,905",0.515,0.52,5.5,p,0.63,-0.05,10.58,3.49,14.9
4.78,1.905,4.03,3.92,EQN,Equinox Min Ltd cdi,4.00,-3,"23,032",3.97,4.03,-,,-,-,-,-30.1,-
11.45,2.991,7.16,7.03,EXT,Extract Res,7.08,-12,"1,899",7.06,7.20,-,,-,-,-,-4.96,-
1.885,0.945,1.78,1.75,FXJ,Fairfax Media Ltd,1.76,-2,"171,114",1.755,1.77,1.1,,8.45,-0.31,0.62,9.3,18.9
0.83,0.382,0.765,0.745,FKP,FKP Prop Grp stp,0.755,-0.5,"28,891",0.745,0.77,1.95,,-,1.27,2.58,-10.3,-
9.00,4.44,8.10,7.94,FWD,Fleetwood Corp,8.10,18,"1,607",8.00,8.13,66,f,0.98,2.12,8.15,64.7,12.5
1.779,0.372,1.395,1.365,FXL,Flexigrp Ltd,1.375,-1,"3,355",1.375,1.385,6,f,3.95,0.23,4.36,23.7,5.8
20.39,4.60,20.18,19.84,FLT,Flight Centre,20.01,1,"3,815",19.85,20.10,26,f,2.44,2.56,1.30,63.4,31.6
0.197,0.052,0.13,0.125,FMS,Flinders Mines,0.125,,"12,899",0.125,0.13,-,,-,-,-,-0.4,-
5.57,2.18,4.90,4.81,FMG,Fortescue Metals Grp,4.88,9,"60,230",4.86,4.89,-,,-,-,-,-16.13,-
5.89,4.80,5.37,5.31,FGL,Foster's Grp,5.33,-2,"99,224",5.33,5.34,27.25,f,0.73,0.52,5.11,19.8,26.9
1.295,0.575,0.60,0.585,GDY,Geodynamics Ltd,0.60,-1,"3,971",0.595,0.60,-,,-,0.96,-,-5.17,-
1.30,0.505,1.12,1.08,GBG,Gindalbie Metals,1.12,2,"15,797",1.105,1.12,-,,-,-,-,-0.95,-
2.10,0.338,1.95,1.885,GIR,Giralia Res NL,1.93,-5,"5,050",1.89,1.94,-,,-,-,-,4.2,46.0
1.78,0.965,1.525,1.495,GFF,Goodman Fielder,1.51,2,"107,033",1.505,1.52,11.25,,1.28,-0.16,7.45,14.4,10.5
0.71,0.182,0.625,0.615,GMG,Goodman Grp forus,0.625,1,"535,925",0.62,0.625,1.5,,-,0.50,2.40,-31.3,-
0.71,0.247,0.575,0.56,GPT,GPT Grp stp,0.57,1,"385,611",0.57,0.575,4.5,,-,0.69,7.89,-14.5,-
8.85,4.776,6.24,6.12,GNC,Graincorp Ltd,6.15,5,"5,504",6.10,6.15,7.27,f,11.96,6.79,1.18,86.92,7.1
10.62,5.82,9.92,9.45,GUD,GUD Hldgs,9.55,-39,"2,777",9.52,9.62,61,f,1.18,1.09,6.39,71.73,13.3
1.325,0.505,0.57,0.535,GNS,Gunns Ltd,0.535,-2.5,"66,889",0.535,0.545,2,,0.75,1.59,3.74,1.5,35.7
3.46,2.17,3.37,3.25,GWT,GWA Intl,3.37,,"7,664",3.31,3.38,18,f,0.89,0.28,5.34,15.94,21.1
4.85,2.35,3.82,3.75,HVN,Harvey Norman,3.77,-4,"68,292",3.76,3.78,13,f,1.98,2.10,3.45,25.78,14.6
2.30,1.08,1.57,1.545,HST,Hastie Grp Ltd,1.555,-0.5,"13,863",1.555,1.56,10,f,2.22,-0.26,6.43,22.2,7.0
1.425,0.387,1.24,1.225,HDF,Hastings Divers stp,1.24,0.5,"11,283",1.225,1.24,12,,-,1.23,9.68,-12.55,-
5.18,3.61,4.35,4.22,HSP,Healthscope Ltd,4.31,9,"10,534",4.30,4.32,22.5,f,1.32,0.66,5.22,29.78,14.5
2.67,1.50,2.35,2.30,HGG,Henderson Grp cdi  1:1,2.34,4,"72,698",2.33,2.35,12.15,,0.27,-0.18,5.19,3.23,72.4
0.43,0.059,0.225,0.215,HFA,HFA Hldgs Ltd,0.22,,"6,858",0.215,0.22,-,,-,-0.20,-,-0.33,-
2.85,1.29,2.60,2.48,HIL,Hills Ind Ltd,2.56,-5,"5,038",2.54,2.57,9,f,0.66,1.39,3.52,5.9,43.4
0.40,0.11,0.325,0.315,HZN,Horizon Oil Ltd,0.325,,"6,629",0.315,0.325,-,,-,0.19,-,6.28,5.2
0.67,0.205,0.23,0.225,ICN,Icon Energy Ltd,0.225,0.5,"6,213",0.225,0.235,-,,-,-,-,-1.47,-
4.56,2.70,3.79,3.67,ILU,Iluka Res,3.78,,"46,457",3.77,3.80,-,,-,2.58,-,-26.8,-
0.96,0.28,0.62,0.605,IMD,Imdex Ltd,0.615,0.5,"8,382",0.61,0.615,1,,-,0.19,1.63,-12.38,-
1.98,1.08,1.46,1.45,IMF,IMF (Aust) Ltd,1.455,0.5,"1,660",1.455,1.46,15,f,0.55,0.32,10.31,8.22,17.7
3.83,2.03,3.66,3.53,IPL,Incitec Pivot,3.64,9,"170,960",3.59,3.66,4.4,,-,0.14,1.21,-11.7,-
5.52,2.25,4.23,4.14,IGO,Independence Grp,4.19,,"3,959",4.19,4.21,5,f,5.04,1.30,1.19,25.18,16.6
1.26,0.235,1.26,1.255,IRN,Indophil Res,1.26,,"18,355",1.255,1.26,-,,-,-,-,-2.93,-
0.51,0.12,0.40,0.395,IDL,Industrea Ltd,0.40,,"9,966",0.395,0.40,1.3,f,3.90,0.03,3.25,5.07,7.9
1.55,0.83,1.39,1.35,IFN,Infigen Energy stp,1.37,-2,"19,204",1.34,1.37,4.5,,6.88,0.55,3.28,30.95,4.4
0.603,0.09,0.445,0.435,IIF,ING Industrial Fd unt,0.44,0.5,"87,745",0.44,0.445,5.3,,-,0.60,12.05,-78.3,-
0.67,0.341,0.62,0.60,IOF,ING Office Fd stp,0.615,,"120,015",0.61,0.615,6.2,,-,0.74,10.08,-16.7,-
4.21,3.29,4.04,3.95,IAG,Insurance Aust Grp,3.99,3,"65,476",3.96,4.00,14.5,f,1.73,1.29,3.63,25.07,15.9
0.385,0.185,0.26,0.25,IGR,Integra Min Ltd,0.26,0.5,"15,083",0.26,0.265,-,,-,-,-,-1.48,-
1.71,1.07,1.185,1.145,ITO,Intoll Grp stp,1.145,-4,"105,457",1.14,1.145,12,,-,1.78,10.48,-16.38,-
0.42,0.21,0.325,0.315,IAU,Intrepid Mines,0.325,1.5,"23,809",0.32,0.325,-,,-,0.12,-,-2.32,-
6.50,4.69,6.11,6.01,IVC,Invocare Ltd,6.08,4,"2,678",6.01,6.10,25.25,f,1.30,0.48,4.15,32.9,18.5
6.69,2.713,6.56,6.39,IFL,IOOF Hldgs Ltd,6.55,5,"5,399",6.51,6.56,21,f,0.93,0.56,3.21,19.5,33.6
8.95,5.35,8.13,7.90,IRE,IRESS Market Tech,8.06,-3,"3,822",7.95,8.08,34,f,1.02,0.75,4.22,34.78,23.2
0.93,0.465,0.485,0.465,ISF,iSOFT Group Ltd,0.475,,"33,169",0.47,0.475,1,,3.66,-0.23,2.11,3.66,13.0
0.485,0.13,0.35,0.335,JML,Jabiru Metals Ltd,0.35,1,"3,811",0.34,0.35,-,,-,-,-,-5,-
8.86,3.73,7.59,7.36,JHX,James Hardie Ind cdi,7.41,-3,"51,983",7.40,7.51,-,,-,-0.40,-,18.89,39.2
23.71,10.92,19.84,19.65,JBH,JB Hi-Fi Ltd,19.76,20,"8,236",19.70,19.81,62,f,1.67,1.71,3.14,103.42,19.1
1.32,0.29,0.845,0.81,KZL,Kagara Ltd,0.83,-1,"63,203",0.83,0.835,-,,-,0.67,-,-18.99,-
12.10,2.95,7.66,7.34,KAR,Karoon Gas Aust,7.62,16,"7,845",7.56,7.62,-,,-,-,-,-15.25,-
10.30,4.42,9.12,8.91,KCN,Kingsgate Cons,8.99,-7,"3,805",8.90,9.04,30,,2.73,2.69,3.34,82,11.0
41.70,18.94,39.15,38.15,LEI,Leighton Hldgs,38.37,-59,"6,881",38.25,38.40,120,f,1.73,7.52,3.13,208.2,18.4
10.907,5.739,8.55,8.45,LLC,Lend Lease Grp stp,8.46,-4,"29,967",8.45,8.56,36,f,1.20,3.99,4.26,43.1,19.6
3.77,2.41,3.07,2.98,LGL,Lihir Gold Ltd,3.06,9,"362,665",3.05,3.06,2.96,,-,1.22,0.97,-10.93,-
2.68,1.31,1.595,1.565,LNC,Linc Energy Ltd,1.565,0.5,"8,950",1.56,1.57,-,,-,-,-,-10.36,-
0.72,0.113,0.51,0.495,LYC,Lynas Corp,0.50,-1,"128,585",0.50,0.505,-,,-,-,-,-4.5,-
2.85,0.805,2.82,2.77,MSL,MAC Services (The),2.79,-1,"2,903",2.78,2.79,8.75,f,1.76,0.86,3.14,15.4,18.1
12.41,3.09,11.90,11.65,MCC,Macarthur Coal,11.89,-1,"13,647",11.83,11.90,21,f,2.16,4.15,1.77,45.3,26.2
0.81,0.276,0.75,0.73,MAH,Macmahon Hldgs,0.74,-0.5,"23,540",0.73,0.745,1.5,,2.27,0.39,2.03,3.4,21.8
1.02,0.51,0.86,0.825,MQA,Macq Atlas Roads stp,0.86,-0.5,"17,877",0.83,0.865,-,,-,-,-,-,-
0.185,0.024,0.08,0.07,MDT,Macq DDR Tr unt,0.07,-0.7,"63,053",0.07,0.073,-,,-,0.32,-,-42.9,-
58.80,22.27,49.26,48.30,MQG,Macq Grp Ltd,48.64,-25,"14,745",48.55,48.70,126,,1.93,23.72,2.59,243.2,20.0
5.89,1.55,5.84,5.80,MRU,Mantra Res,5.81,-8,454,5.70,5.82,-,,-,-,-,-24.68,-
3.38,1.568,3.14,3.08,MAP,MAP Grp forus,3.10,-1,"113,725",3.10,3.12,21,,-,-0.30,6.77,-33.11,-
0.55,0.042,0.051,0.047,MAE,Marion Energy,0.049,0.3,"62,094",0.048,0.049,-,,-,-,-,-6.7,-
4.00,1.30,3.61,3.52,MML,Medusa Min Ltd,3.55,-7,"3,807",3.53,3.58,-,,-,0.91,-,35.43,10.0
2.49,1.52,1.855,1.83,MLB,Melbourne IT Ltd,1.85,2,"2,065",1.85,1.855,15,f,1.43,-0.56,8.11,21.42,8.6
0.825,0.065,-,-,MEO,MEO Aust Ltd,0.37,,-,0.41,0.375,-,,-,-,-,-7.8,-
3.25,1.26,2.59,2.55,MRM,Mermaid Marine,2.56,-1,"2,794",2.55,2.57,7,f,2.66,0.95,2.73,18.59,13.8
4.74,3.86,4.12,4.07,MTS,Metcash Ltd,4.11,1,"46,815",4.10,4.12,25,f,1.21,0.11,6.08,30.28,13.6
