S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4598.6 at 16:36 6/5/2010  Report at 19:05 Thursday 6/5/2010. Processed 21:37 Thursday 6/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.285,0.425,0.415,ABP,Abacus Prop stp,0.42,,"65,210",0.42,0.425,5.75,,-,0.60,13.69,-2.32,-
2.60,0.67,1.99,1.94,ACR,Acrux Ltd,1.96,-1,"2,657",1.96,1.97,-,,-,0.06,-,-2.84,-
3.01,2.03,2.83,2.78,ABC,Adelaide Brighton,2.81,-2,"23,194",2.81,2.83,13.5,f,1.51,1.21,4.80,20.4,13.8
1.65,0.485,0.95,0.91,ABY,Aditya Birla,0.91,-5,"7,115",0.91,0.93,-,,-,1.51,-,19.61,4.6
15.69,13.07,14.93,14.72,AGK,AGL Energy Ltd,14.81,13,"17,199",14.80,14.92,57,f,0.47,6.21,3.85,27,54.9
5.60,2.03,2.46,2.30,AJL,AJ Lucas Grp,2.45,-3,"2,092",2.35,2.48,5.5,,2.91,1.32,2.24,16,15.3
5.91,2.79,2.87,2.80,ALS,Alesco Corp,2.82,-7,"3,217",2.81,2.85,14,f,-,0.65,4.96,-17.36,-
0.98,0.38,0.41,0.39,AGS,Alliance Res,0.395,0.5,"3,019",0.39,0.41,-,,-,-,-,-1.97,-
2.06,1.08,1.60,1.56,AWC,Alumina Ltd,1.585,2,"532,601",1.585,1.595,2,f,-,1.21,1.26,-1.2,-
6.76,4.276,6.65,6.54,AMC,Amcor Ltd,6.55,-15,"70,444",6.52,6.58,29.5,,0.71,2.25,4.50,20.9,31.3
6.97,4.55,6.19,6.03,AMP,AMP Ltd,6.05,-13,"115,530",6.04,6.06,30,p,1.24,0.80,4.96,37.1,16.3
13.48,8.01,13.48,12.71,ANN,Ansell Ltd,13.34,32,"8,645",13.25,13.39,29,,2.82,1.92,2.17,81.7,16.3
26.23,14.90,23.40,22.33,ANZ,ANZ Banking Grp,22.45,-166,"277,078",22.43,22.50,108,f,1.34,9.99,4.81,144.8,15.5
3.79,2.60,3.62,3.55,APA,APA Grp stp,3.59,1,"13,902",3.59,3.61,31.75,,0.79,-,8.84,25,14.4
2.61,1.129,2.45,2.39,APN,APN News & Media,2.45,,"19,656",2.32,2.50,4,f,4.17,-0.78,1.63,16.7,14.7
7.95,3.74,6.70,6.53,AQP,Aquarius Platinum,6.58,-22,"20,003",6.53,6.61,2.26,,9.20,-,0.34,20.79,31.6
11.38,3.655,9.62,9.32,AQA,Aquila Res,9.35,-41,"5,773",9.31,9.41,-,,-,-,-,-14.8,-
1.285,0.45,0.55,0.52,ARU,Arafura Resource,0.53,1,"7,611",0.52,0.53,-,,-,-,-,-5.1,-
1.845,1.165,1.345,1.30,AAD,Ardent Leisure stp,1.325,-2.5,"11,807",1.325,1.35,14.3,,0.19,1.10,10.79,2.73,48.5
5.75,3.37,4.24,4.18,ALL,Aristocrat Leisure,4.19,-4,"29,201",4.15,4.24,4.5,,-,0.07,1.07,-31.3,-
5.31,3.04,4.85,4.73,AOE,Arrow Energy,4.74,-10,"157,328",4.73,4.78,-,,-,2.13,-,15.38,30.8
1.94,1.037,1.66,1.615,AIO,Asciano Grp stp,1.615,-3.5,"141,652",1.615,1.62,-,,-,0.10,-,-41.9,-
0.575,0.27,0.55,0.535,APZ,Aspen Grp stp,0.55,1.5,"18,013",0.535,0.555,4.19,,-,0.68,7.62,-3.37,-
0.515,0.275,0.365,0.355,AJA,Astro Jap Prop stp,0.36,-1,"8,035",0.355,0.36,8.5,,-,0.76,23.61,-36.49,-
37.90,31.12,32.61,32.09,ASX,ASX Ltd,32.25,-39,"7,903",32.20,32.30,163.6,f,1.10,3.19,5.07,180.6,17.9
3.05,1.46,2.33,2.21,AGO,Atlas Iron Ltd,2.31,4,"76,350",2.30,2.32,-,,-,-,-,-15.5,-
2.34,0.855,1.99,1.95,ASL,Ausdrill Ltd,1.985,-1.5,"5,149",1.97,2.00,11,f,1.87,1.60,5.54,20.62,9.6
5.95,2.98,4.46,4.21,AAX,Ausenco Ltd,4.28,-27,"10,680",4.26,4.29,9.5,f,2.00,0.62,2.22,19,22.5
1.855,1.18,1.29,1.26,AAC,Aust Agriculture,1.275,0.5,"6,711",1.27,1.30,-,,-,2.42,-,-20.3,-
2.09,1.18,-,-,AIX,Aust Infra unt,1.92,,-,1.98,1.77,10,p,1.94,2.62,5.21,19.37,9.9
0.939,0.461,0.515,0.485,API,Aust Pharmaceutical,0.49,-2.5,"13,801",0.485,0.49,3,f,2.03,0.79,6.12,6.1,8.0
3.12,2.11,2.22,2.11,ASB,Austal Ltd,2.17,-3,"1,216",2.12,2.20,6,,0.72,1.30,2.76,4.35,49.9
1.465,0.715,1.135,1.11,AUN,Austar United,1.13,,"41,948",1.125,1.135,-,,-,-0.31,-,4.7,24.0
3.05,1.606,2.82,2.71,ALZ,Australand Prop stp,2.74,-11,"6,701",2.74,2.76,5,,-,0.68,1.82,-13.4,-
2.37,1.48,2.11,2.03,AVO,Avoca Res,2.09,1,"8,561",2.09,2.12,-,,-,0.79,-,12.49,16.7
1.337,0.791,1.015,0.99,AWB,AWB Ltd,0.995,-0.5,"27,764",0.99,1.00,-,,-,1.81,-,18.5,5.4
3.17,2.24,2.35,2.29,AWE,AWE Ltd,2.30,-6,"29,980",2.30,2.32,-,,-,1.74,-,1.43,160.8
6.72,3.51,6.24,5.94,AXA,AXA Asia Pacific,6.06,-6,"65,247",5.95,6.09,18.5,p,1.89,1.12,3.05,34.89,17.4
13.49,7.384,11.86,11.65,BOQ,Bank of Qld,11.76,-20,"10,668",11.60,11.82,52,f,1.78,7.20,4.42,92.4,12.7
1.485,0.32,0.36,0.335,BMN,Bannerman Res,0.34,-2.5,"19,293",0.34,0.345,-,,-,-,-,-7.84,-
1.04,0.655,0.76,0.73,BPT,Beach Energy Ltd,0.76,2,"59,618",0.755,0.76,1.75,p,9.17,1.27,2.30,16.05,4.7
10.48,5.901,9.55,9.40,BEN,Bendigo & Adelaide,9.49,-8,"13,029",9.45,9.51,43,f,0.83,5.16,4.53,35.53,26.7
0.32,0.215,0.245,0.24,BDG,Bendigo Min Ltd,0.24,-0.5,"2,708",0.24,0.245,0.5,,6.40,0.15,2.08,3.2,7.5
1.595,0.90,1.24,1.205,BKY,Berkeley Res,1.22,-3,"2,267",1.20,1.22,-,,-,-,-,-8.92,-
44.93,31.33,38.30,37.60,BHP,BHP Billiton Ltd,37.60,-114,"272,594",37.60,37.61,95.15,f,1.95,8.76,2.53,185.29,20.3
12.32,7.64,11.31,11.06,BBG,Billabong Intl,11.13,-30,"10,442",11.11,11.26,36,p,1.59,0.84,3.23,57.2,19.5
