S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4759.6 at 16:47 18/11/2009  Report at 19:05 Wednesday 18/11/2009. Processed 19:11 Wednesday 18/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.147,0.445,0.42,ABP,Abacus Prop stpld,0.42,-2.5,"42,907",0.42,0.425,7.75,,-,0.62,18.45,-11.81,-
3.01,1.445,2.71,2.66,ABC,Adelaide Brighton,2.67,-3,"13,989",2.67,2.69,14,f,1.49,1.15,5.24,20.8,12.8
1.65,0.096,1.45,1.39,ABY,Aditya Birla,1.40,0.5,"11,536",1.40,1.41,-,,-,1.42,-,-17.34,-
1.305,0.50,0.625,0.60,AED,AED Oil Ltd,0.605,3.5,"14,256",0.605,0.61,-,,-,-,-,-66.9,-
15.80,12.83,14.10,13.92,AGK,AGL Energy Ltd,14.00,-6,"10,711",13.97,14.02,54,f,6.63,6.00,3.86,358,3.9
5.60,2.03,4.71,4.50,AJL,AJ Lucas Grp,4.54,-15,"1,762",4.52,4.61,10.5,f,23.78,2.11,2.31,249.7,1.8
5.91,0.60,5.22,4.97,ALS,Alesco Corp,4.99,-6,"2,931",4.90,5.03,7,f,-,0.49,1.40,-13.94,-
0.98,0.333,0.625,0.61,AGS,Alliance Res,0.61,-0.5,"8,014",0.61,0.62,-,,-,-,-,-8.3,-
2.00,0.683,1.74,1.675,AWC,Alumina Ltd,1.685,,"229,559",1.68,1.685,12,,0.79,1.30,7.12,9.42,17.9
5.89,3.50,5.74,5.52,AMC,Amcor Ltd,5.61,-13,"66,124",5.58,5.61,34,,0.74,1.61,6.06,25.3,22.2
6.97,3.52,6.40,6.32,AMP,AMP Ltd,6.38,8,"101,401",6.38,6.39,30,p,0.99,0.67,4.70,29.6,21.6
13.38,7.51,10.53,10.24,ANN,Ansell Ltd,10.33,-7,"3,704",10.25,10.44,28,,3.19,1.98,2.71,89.2,11.6
25.25,11.83,22.26,21.91,ANZ,ANZ Banking Grp,22.16,27,"112,302",22.15,22.16,102,f,1.67,10.72,4.60,170.4,13.0
3.30,2.43,3.29,3.22,APA,APA Grp stpld,3.25,,"8,660",3.22,3.28,31,,0.52,1.18,9.54,16.2,20.1
0.414,0.039,0.045,0.042,AXM,Apex Min NL,0.043,0.1,"372,002",0.043,0.044,-,,-,-,-,-31.41,-
2.774,0.866,2.48,2.41,APN,APN News & Media,2.45,8,"15,897",2.41,2.49,12,,-,-1.23,4.90,-13.1,-
6.39,2.183,6.01,5.75,AQP,Aquarius Platinum,5.86,11,"42,191",5.82,5.90,12.08,,-,-,2.06,-16.39,-
9.38,1.90,9.38,8.86,AQA,Aquila Res,9.24,49,"7,953",9.19,9.30,-,,-,-,-,-10.5,-
1.285,0.245,0.83,0.79,ARU,Arafura Resource,0.825,2.5,"5,119",0.81,0.83,-,,-,-,-,-7.7,-
1.65,0.79,1.455,1.435,AAD,Ardent Leisure Grp stp,1.435,-3.5,"6,719",1.435,1.46,14.3,,-,1.18,9.97,-0.32,-
5.75,3.16,4.85,4.61,ALL,Aristocrat Leisure,4.66,-11,"14,460",4.62,4.78,14.5,f,-,0.35,3.11,-0.2,-
4.73,1.845,4.33,4.01,AOE,Arrow Energy,4.26,28,"48,188",4.21,4.26,-,,-,0.82,-,52,8.2
1.76,0.32,1.655,1.63,AIO,Asciano Grp stpld,1.65,0.5,"141,959",1.645,1.65,23,,-,-1.41,13.94,-32.5,-
0.575,0.218,0.55,0.52,APZ,Aspen Grp stpld,0.525,-2.5,"15,050",0.52,0.535,6.17,,-,0.68,11.75,-22.53,-
0.515,0.445,0.475,0.46,AJADA,Astro Jap Prop Grp stpld d,0.475,1,"58,281",0.46,0.475,-,,-,0.93,-,-71.94,-
37.90,23.52,33.52,32.90,ASX,ASX Ltd,33.30,40,"14,786",33.30,33.38,164.9,f,1.11,2.66,4.95,183.2,18.2
2.10,0.405,1.96,1.91,AGO,Atlas Iron Ltd,1.915,-2.5,"21,432",1.91,1.925,-,,-,-,-,-21.3,-
1.95,0.675,1.83,1.80,ASL,Ausdrill Ltd,1.80,-1.5,"3,495",1.775,1.805,11,f,2.11,1.73,6.11,23.23,7.7
5.95,1.855,4.82,4.65,AAX,Ausenco Ltd,4.65,-10,"6,082",4.65,4.79,18.5,f,2.38,0.76,3.98,43.94,10.6
2.07,1.16,1.50,1.47,AAC,Aust Agriculture,1.47,-3,"6,133",1.45,1.47,-,,-,2.55,-,-25.7,-
1.93,0.991,1.77,1.71,AIX,Aust Infra unt,1.72,-1,"35,259",1.71,1.73,13,p,2.03,3.14,7.56,26.33,6.5
0.939,0.299,0.66,0.645,API,Aust Pharmaceutical,0.66,1.5,"40,808",0.65,0.66,2,f,2.95,0.84,3.03,5.9,11.2
3.06,1.87,2.80,2.72,AWE,Aust Worldwide Ex,2.77,-4,"33,278",2.77,2.78,-,,-,1.80,-,17.36,16.0
3.12,1.425,2.54,2.46,ASB,Austal Ltd,2.48,-6,467,2.46,2.49,6,f,0.83,1.24,2.42,5,49.6
1.465,0.60,1.465,1.42,AUN,Austar United,1.43,,"14,541",1.42,1.435,-,,-,-0.33,-,-2.4,-
0.585,0.174,0.555,0.54,ALZ,Australand Prop stpld,0.55,0.5,"28,545",0.545,0.55,10,,-,0.92,18.18,-15.55,-
2.04,1.085,2.04,1.955,AVO,Avoca Res,1.965,-2.5,"19,426",1.95,1.965,-,,-,0.61,-,-6.97,-
2.995,0.592,1.29,1.25,AWB,AWB Ltd,1.255,-0.5,"136,014",1.255,1.26,5,,3.70,1.81,3.98,18.5,6.8
6.00,2.52,5.96,5.84,AXA,AXA Asia Pacific,5.92,8,"64,017",5.91,5.94,18.5,p,-,0.96,3.13,-7.39,-
0.195,0.024,-,-,BBI,Babcock & Br Infr stp,0.035,,-,-,-,2.5,,-,1.84,71.43,-40.69,-
13.49,6.228,11.66,11.42,BOQ,Bank of Qld,11.53,12,"3,897",11.52,11.56,52,f,1.46,6.62,4.51,75.9,15.2
1.485,0.41,1.22,1.185,BMN,Bannerman Res,1.20,1.5,"3,664",1.20,1.22,-,,-,-,-,-6.22,-
0.956,0.678,0.835,0.815,BPT,Beach Pet,0.835,2.5,"53,214",0.83,0.835,1.75,p,14.41,-,2.10,25.21,3.3
12.157,5.733,9.08,8.84,BEN,Bendigo & Adelaide,8.90,-1,"8,926",8.87,8.95,43,f,0.60,4.03,4.83,25.6,34.8
0.32,0.105,0.25,0.24,BDG,Bendigo Min Ltd,0.24,-1,"8,237",0.24,0.245,0.5,,3.40,0.15,2.08,1.7,14.1
1.50,0.156,1.21,1.125,BKY,Berkeley Res,1.125,6.5,"7,175",1.125,1.145,-,,-,-,-,-9.47,-
41.36,20.00,41.36,40.59,BHP,BHP Billiton Ltd,40.60,10,"188,186",40.56,40.65,113.63,f,1.15,8.84,2.80,130.15,31.2
12.19,5.815,10.66,10.24,BBG,Billabong Intl,10.35,-33,"11,757",10.30,10.38,45,p,1.54,0.70,4.35,69.2,15.0
3.336,0.279,2.69,2.61,BTA,Biota Hldgs,2.67,6,"3,913",2.64,2.70,-,,-,0.55,-,21.7,12.3
0.335,0.09,0.22,0.215,BUL,Blue Energy Ltd,0.215,0.5,"9,363",0.215,0.22,-,,-,-,-,-1.48,-
3.48,1.675,2.93,2.86,BSL,BlueScope Steel,2.88,,"160,872",2.87,2.88,5,,-,2.46,1.74,-7.1,-
0.375,0.054,0.345,0.325,BLY,Boart Longyear,0.34,1,"848,924",0.34,0.345,2.87,,2.38,-0.10,8.44,6.84,5.0
6.40,2.29,5.91,5.71,BLD,Boral Ltd,5.71,-10,"19,934",5.71,5.75,13,f,1.85,4.12,2.28,24.1,23.7
1.60,0.146,1.39,1.335,BOW,Bow Energy Ltd,1.38,4,"9,994",1.375,1.38,-,,-,-,-,-0.46,-
7.54,0.945,7.47,7.33,BKN,Bradken Ltd,7.40,15,"3,335",7.39,7.42,23,f,2.28,1.31,3.11,52.5,14.1
8.37,4.08,6.92,6.68,BXB,Brambles Ltd,6.72,-16,"92,158",6.71,6.75,30,p,1.34,0.58,4.46,40.18,16.7
2.23,0.40,1.97,1.925,BRM,Brockman Res,1.935,-3,736,1.935,1.95,-,,-,-,-,-11.1,-
1.945,1.473,1.74,1.71,BWP,Bunnings Warehouse unt,1.725,-0.5,"5,845",1.71,1.725,11.57,,-,1.79,6.71,-3.74,-
7.09,4.71,6.45,6.31,CAB,Cabcharge Aust,6.32,-11,"3,284",6.32,6.36,34,f,1.50,2.21,5.38,51,12.4
14.00,6.18,10.22,9.72,CTX,Caltex Aust,9.78,-28,"19,905",9.76,9.84,36,,0.43,10.60,3.68,15.6,62.7
0.555,0.155,0.555,0.525,CFE,Cape Lambert Iron,0.555,3.5,"130,986",0.55,0.555,-,,-,-,-,47.27,1.2
0.885,0.195,0.755,0.68,CNX,Carbon Energy,0.715,-3,"28,509",0.705,0.72,-,,-,-,-,-3.11,-
0.885,0.23,0.56,0.55,CVN,Carnarvon Pet,0.55,-0.5,"19,511",0.55,0.555,-,,-,0.07,-,5.4,10.2
0.64,0.225,0.555,0.545,CCV,Cash Convert ord/div   ,0.545,,"1,090",0.545,0.56,3,f,2.26,0.09,5.50,6.77,8.1
3.66,1.51,3.53,3.37,CEY,Centennial Coal,3.44,7,"42,874",3.44,3.45,11,f,1.77,1.77,3.20,19.5,17.6
