S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4559.7 at 16:39 4/8/2010  Report at 19:05 Wednesday 4/8/2010. Processed 19:16 Wednesday 4/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.42,0.415,ABP,Abacus Prop stp,0.42,,"22,069",0.415,0.42,3.9,,-,0.60,9.29,-2.32,-
2.60,1.17,1.96,1.92,ACR,Acrux Ltd,1.95,,436,1.92,1.95,-,,-,0.06,-,-2.84,-
3.35,2.31,3.20,3.16,ABC,Adelaide Brighton,3.17,2,"38,449",3.16,3.18,13.5,f,1.51,1.21,4.26,20.4,15.5
1.65,0.62,0.97,0.95,ABY,Aditya Birla,0.95,-2,"2,248",0.95,0.965,-,,-,1.51,-,19.61,4.8
15.69,13.37,14.98,14.80,AGK,AGL Energy Ltd,14.91,-2,"9,346",14.87,14.97,57,f,0.47,6.21,3.82,27,55.2
5.60,2.00,2.10,2.01,AJL,AJ Lucas Grp,2.03,-8,509,2.03,2.08,5.5,,2.91,1.32,2.71,16,12.7
5.91,2.25,2.62,2.58,ALS,Alesco Corp,2.59,-2,"2,435",2.58,2.63,7,,-,0.60,2.70,-132.84,-
0.865,0.28,0.35,0.34,AGS,Alliance Res,0.35,1.5,"1,540",0.35,0.355,-,,-,-,-,-1.97,-
2.06,1.45,1.625,1.605,AWC,Alumina Ltd,1.61,-2.5,"88,015",1.61,1.615,2,f,-,1.21,1.24,-1.2,-
7.04,4.501,6.55,6.43,AMC,Amcor Ltd,6.47,-8,"43,349",6.46,6.49,29.5,,0.71,2.25,4.56,20.9,31.0
6.97,5.06,5.46,5.33,AMP,AMP Ltd,5.38,1,"68,867",5.36,5.41,30,p,1.24,0.80,5.58,37.1,14.5
13.73,9.07,13.19,13.00,ANN,Ansell Ltd,13.13,13,"5,177",13.00,13.20,29,,2.82,1.92,2.21,81.7,16.1
26.23,18.73,23.39,23.03,ANZ,ANZ Banking Grp,23.14,-23,"71,197",23.12,23.14,108,f,1.34,9.99,4.67,144.8,16.0
3.83,2.63,3.78,3.73,APA,APA Grp stp,3.73,-5,"8,884",3.73,3.75,31.75,,0.79,-,8.51,25,14.9
2.61,1.63,2.13,2.10,APN,APN News & Media,2.10,-3,"6,057",2.10,2.12,4,f,4.17,-0.78,1.90,16.7,12.6
7.95,3.89,4.84,4.78,AQP,Aquarius Platinum,4.78,-9,"23,611",4.78,4.81,2.26,,9.20,-,0.47,20.79,23.0
11.38,5.382,8.10,7.94,AQA,Aquila Res,8.00,1,"8,221",7.97,8.05,-,,-,-,-,-14.8,-
1.285,0.38,0.75,0.715,ARU,Arafura Resource,0.735,-2,"7,559",0.73,0.74,-,,-,-,-,-5.1,-
1.845,0.94,1.015,0.995,AAD,Ardent Leisure stp,1.00,-2,"6,384",0.995,1.00,14.3,,0.19,1.10,14.30,2.73,36.6
5.75,3.34,3.45,3.37,ALL,Aristocrat Leisure,3.39,-6,"14,215",3.37,3.41,4.5,,-,0.07,1.33,-31.3,-
1.94,1.435,1.73,1.675,AIO,Asciano Grp stp,1.685,-4,"98,419",1.685,1.695,-,,-,0.10,-,-41.9,-
0.575,0.27,0.485,0.48,APZ,Aspen Grp stp,0.48,,557,0.48,0.485,4.2,,-,0.68,8.75,-3.37,-
0.515,0.29,0.315,0.305,AJA,Astro Jap Prop stp,0.315,0.5,"2,130",0.31,0.315,8.5,,-,0.76,26.98,-36.49,-
37.16,28.02,29.87,29.50,ASX,ASX Ltd,29.58,-15,"8,847",29.40,29.61,163.6,f,1.10,3.19,5.53,180.6,16.4
3.05,1.57,2.10,2.05,AGO,Atlas Iron Ltd,2.06,-5,"15,707",2.05,2.06,-,,-,-,-,-15.5,-
2.34,1.163,1.815,1.77,ASL,Ausdrill Ltd,1.78,-5,"3,194",1.78,1.795,11,f,1.87,1.60,6.18,20.62,8.6
5.95,1.71,2.58,2.53,AAX,Ausenco Ltd,2.53,-7,"5,082",2.53,2.56,9.5,f,2.00,0.62,3.75,19,13.3
1.595,1.22,1.515,1.495,AAC,Aust Agriculture,1.495,-2,"1,213",1.495,1.50,-,,-,2.42,-,-20.3,-
2.09,1.44,1.875,1.84,AIX,Aust Infra unt,1.865,2,"21,136",1.865,1.87,10,,1.94,2.62,5.36,19.37,9.6
0.939,0.365,0.415,0.40,API,Aust Pharmaceutical,0.41,,"3,248",0.405,0.415,3,f,2.03,0.79,7.32,6.1,6.7
3.12,1.935,2.30,2.25,ASB,Austal Ltd,2.25,-2,180,2.25,2.29,6,,0.72,1.30,2.67,4.35,51.7
1.465,0.84,0.955,0.94,AUN,Austar United,0.945,,"33,842",0.94,0.955,-,,-,-0.28,-,3.5,27.0
3.05,2.125,2.74,2.67,ALZ,Australand Prop stp,2.72,1,"11,247",2.72,2.73,12,,1.24,3.44,4.41,14.9,18.3
2.99,1.48,2.74,2.70,AVO,Avoca Res,2.70,-1,"6,477",2.69,2.71,-,,-,0.79,-,12.49,21.6
1.337,0.865,1.03,1.01,AWB,AWB Ltd,1.01,-2,"65,632",1.005,1.03,-,,-,1.85,-,3.67,27.5
3.17,1.465,1.745,1.635,AWE,AWE Ltd,1.71,9.5,"114,754",1.71,1.72,-,,-,1.74,-,1.43,119.6
6.72,4.05,5.41,5.17,AXA,AXA Asia Pacific,5.21,-19,"65,059",5.20,5.23,18.5,p,1.89,1.12,3.55,34.89,14.9
13.49,9.74,10.61,10.37,BOQ,Bank of Qld,10.52,-2,"7,277",10.49,10.53,52,f,1.78,7.20,4.94,92.4,11.4
1.43,0.24,0.395,0.375,BMN,Bannerman Res,0.39,,"4,555",0.38,0.39,-,,-,-,-,-7.84,-
1.04,0.655,0.70,0.685,BPT,Beach Energy Ltd,0.69,0.5,"34,622",0.685,0.69,1.75,p,9.17,1.27,2.54,16.05,4.3
10.48,7.66,8.37,8.28,BEN,Bendigo & Adelaide,8.31,-7,"8,327",8.30,8.35,43,f,0.83,5.16,5.17,35.53,23.4
0.295,0.175,0.185,0.18,BDG,Bendigo Min Ltd,0.18,-0.5,"5,465",0.18,0.19,0.5,,6.40,0.15,2.78,3.2,5.6
1.595,0.905,1.28,1.25,BKY,Berkeley Res,1.265,-2.5,534,1.265,1.27,-,,-,-,-,-8.92,-
44.93,35.58,40.98,40.62,BHP,BHP Billiton Ltd,40.68,-30,"199,919",40.66,40.82,95.15,f,1.95,8.76,2.34,185.29,22.0
12.32,8.28,9.10,9.01,BBG,Billabong Intl,9.01,-14,"6,378",9.00,9.14,36,p,1.59,0.84,4.00,57.2,15.8
3.336,0.85,1.01,0.98,BTA,Biota Hldgs,0.99,-1,"5,239",0.98,1.01,-,,-,0.60,-,36.6,2.7
3.41,2.03,2.48,2.42,BSL,BlueScope Steel,2.42,-5,"94,863",2.41,2.44,-,,-,2.47,-,-61.37,-
4.10,2.43,3.17,3.12,BLY,Boart Longyear,3.15,-1,"19,861",3.13,3.15,-,,-,0.14,-,-0.67,-
