S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4342.4 at 16:37 20/5/2010  Report at 19:05 Thursday 20/5/2010. Processed 19:29 Thursday 20/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.31,0.395,0.38,ABP,Abacus Prop stp,0.39,,"73,296",0.385,0.39,5.75,,-,0.60,14.74,-2.32,-
2.60,1.05,1.90,1.85,ACR,Acrux Ltd,1.87,-0.5,"4,065",1.85,1.87,-,,-,0.06,-,-2.84,-
3.01,2.03,2.73,2.62,ABC,Adelaide Brighton,2.63,-8,"21,000",2.61,2.63,13.5,f,1.51,1.21,5.13,20.4,12.9
1.65,0.50,0.835,0.75,ABY,Aditya Birla,0.77,-6.5,"10,589",0.755,0.79,-,,-,1.51,-,19.61,3.9
15.69,13.07,14.51,14.14,AGK,AGL Energy Ltd,14.14,-37,"27,770",14.13,14.23,57,f,0.47,6.21,4.03,27,52.4
5.60,2.10,2.34,2.17,AJL,AJ Lucas Grp,2.17,-8,"1,622",2.15,2.28,5.5,,2.91,1.32,2.53,16,13.6
5.91,2.37,2.53,2.45,ALS,Alesco Corp,2.50,2,"3,067",2.44,2.55,14,f,-,0.65,5.60,-17.36,-
0.98,0.38,0.39,0.38,AGS,Alliance Res,0.38,-0.5,"4,241",0.38,0.395,-,,-,-,-,-1.97,-
2.06,1.225,1.65,1.585,AWC,Alumina Ltd,1.59,-2,"288,427",1.585,1.59,2,f,-,1.21,1.26,-1.2,-
6.76,4.276,6.42,6.17,AMC,Amcor Ltd,6.25,-13,"89,651",6.21,6.26,29.5,,0.71,2.25,4.72,20.9,29.9
6.97,4.55,5.64,5.45,AMP,AMP Ltd,5.46,-13,"144,066",5.45,5.50,30,p,1.24,0.80,5.49,37.1,14.7
13.48,8.01,13.09,12.57,ANN,Ansell Ltd,12.62,-8,"10,655",12.32,12.98,29,,2.82,1.92,2.30,81.7,15.4
26.23,14.90,21.45,20.63,ANZ,ANZ Banking Grp,20.63,-62,"127,724",20.63,20.69,108,f,1.34,9.99,5.24,144.8,14.2
3.79,2.60,3.61,3.50,APA,APA Grp stp,3.50,-4,"12,051",3.50,3.60,31.75,,0.79,-,9.07,25,14.0
2.61,1.18,2.33,2.25,APN,APN News & Media,2.26,-7,"30,947",1.71,2.34,4,f,4.17,-0.78,1.77,16.7,13.5
7.95,3.74,6.53,6.20,AQP,Aquarius Platinum,6.23,-24,"27,838",6.23,6.25,2.26,,9.20,-,0.36,20.79,30.0
11.38,3.709,9.07,8.69,AQA,Aquila Res,8.79,-4,"7,170",8.71,8.80,-,,-,-,-,-14.8,-
1.285,0.42,0.46,0.42,ARU,Arafura Resource,0.425,-3,"5,585",0.425,0.435,-,,-,-,-,-5.1,-
1.845,1.095,1.115,1.095,AAD,Ardent Leisure stp,1.095,-3,"6,517",1.09,1.11,14.3,,0.19,1.10,13.06,2.73,40.1
5.75,3.37,4.20,4.12,ALL,Aristocrat Leisure,4.17,4,"15,077",4.15,4.20,4.5,,-,0.07,1.08,-31.3,-
5.31,3.04,4.77,4.54,AOE,Arrow Energy,4.64,-13,"128,997",4.61,4.65,-,,-,2.13,-,15.38,30.2
1.94,1.037,1.55,1.50,AIO,Asciano Grp stp,1.52,-2,"182,794",1.515,1.525,-,,-,0.10,-,-41.9,-
0.575,0.27,0.49,0.46,APZ,Aspen Grp stp,0.475,-2,"17,211",0.47,0.48,4.19,,-,0.68,8.82,-3.37,-
0.515,0.29,0.37,0.365,AJA,Astro Jap Prop stp,0.37,-0.5,"14,219",0.365,0.37,8.5,,-,0.76,22.97,-36.49,-
37.90,31.03,32.43,31.65,ASX,ASX Ltd,31.67,-29,"10,070",31.61,31.69,163.6,f,1.10,3.19,5.17,180.6,17.5
3.05,1.475,1.965,1.86,AGO,Atlas Iron Ltd,1.88,-9,"81,950",1.88,1.89,-,,-,-,-,-15.5,-
2.34,0.855,1.70,1.65,ASL,Ausdrill Ltd,1.665,-3,"9,039",1.65,1.68,11,f,1.87,1.60,6.61,20.62,8.1
5.95,3.31,3.54,3.31,AAX,Ausenco Ltd,3.35,-24,"25,469",3.33,3.36,9.5,f,2.00,0.62,2.84,19,17.6
1.64,1.18,1.49,1.425,AAC,Aust Agriculture,1.46,-4,"9,709",1.41,1.49,-,,-,2.42,-,-20.3,-
2.09,1.18,1.71,1.635,AIX,Aust Infra unt,1.655,-6,"36,828",1.64,1.70,10,p,1.94,2.62,6.04,19.37,8.5
0.939,0.44,0.49,0.47,API,Aust Pharmaceutical,0.47,-1,"9,799",0.47,0.485,3,f,2.03,0.79,6.38,6.1,7.7
3.12,2.06,2.16,2.06,ASB,Austal Ltd,2.12,-4,"4,348",2.08,2.12,6,,0.72,1.30,2.83,4.35,48.7
1.465,0.715,1.115,1.02,AUN,Austar United,1.05,-4.5,"42,503",1.00,1.055,-,,-,-0.31,-,4.7,22.3
3.05,1.743,2.49,2.38,ALZ,Australand Prop stp,2.45,9,"15,584",2.43,2.47,5,,-,0.68,2.04,-13.4,-
2.37,1.48,2.19,2.12,AVO,Avoca Res,2.15,-2,"11,613",2.10,2.20,-,,-,0.79,-,12.49,17.2
1.337,0.865,0.995,0.97,AWB,AWB Ltd,0.98,-1.5,"45,969",0.95,0.98,-,,-,1.85,-,3.67,26.7
3.17,2.05,2.16,2.05,AWE,AWE Ltd,2.07,-10,"43,994",2.06,2.07,-,,-,1.74,-,1.43,144.8
6.72,3.51,5.86,5.61,AXA,AXA Asia Pacific,5.65,-20,"139,636",5.60,5.69,18.5,p,1.89,1.12,3.27,34.89,16.2
13.49,7.394,11.29,10.75,BOQ,Bank of Qld,10.79,-39,"8,192",10.78,10.91,52,f,1.78,7.20,4.82,92.4,11.7
1.485,0.31,0.365,0.335,BMN,Bannerman Res,0.34,-1.5,"5,065",0.335,0.345,-,,-,-,-,-7.84,-
1.04,0.655,0.80,0.77,BPT,Beach Energy Ltd,0.78,0.5,"109,800",0.775,0.78,1.75,p,9.17,1.27,2.24,16.05,4.9
10.48,5.901,8.83,8.57,BEN,Bendigo & Adelaide,8.60,-25,"16,864",8.57,8.61,43,f,0.83,5.16,5.00,35.53,24.2
0.32,0.215,0.235,0.22,BDG,Bendigo Min Ltd,0.22,-1,"22,187",0.22,0.23,0.5,,6.40,0.15,2.27,3.2,6.9
1.595,0.90,1.235,1.22,BKY,Berkeley Res,1.22,-3,"1,769",1.21,1.25,-,,-,-,-,-8.92,-
44.93,31.33,37.38,36.46,BHP,BHP Billiton Ltd,36.75,-22,"280,476",36.74,36.80,95.15,f,1.95,8.76,2.59,185.29,19.8
12.32,7.64,10.68,10.21,BBG,Billabong Intl,10.40,-40,"25,221",10.23,10.42,36,p,1.59,0.84,3.46,57.2,18.2
3.336,1.11,1.145,1.11,BTA,Biota Hldgs,1.125,0.5,"5,912",1.11,1.125,-,,-,0.60,-,36.6,3.1
3.48,2.05,2.34,2.23,BSL,BlueScope Steel,2.24,-5,"161,171",2.23,2.24,5,,-,2.47,2.23,-61.37,-
3.48,2.71,2.93,2.71,BLYDA,Boart Longyear def,2.77,-21,"63,984",2.74,2.78,-,,-,0.14,-,-0.67,-
6.40,3.77,5.64,5.51,BLD,Boral Ltd,5.53,-7,"54,182",5.51,5.56,12.5,f,1.82,4.23,2.26,22.7,24.4
1.605,0.71,1.25,1.14,BOW,Bow Energy Ltd,1.175,0.5,"14,274",1.16,1.175,-,,-,-,-,4.42,26.6
8.14,3.16,7.63,7.09,BKN,Bradken Ltd,7.17,-15,"26,672",7.10,7.23,26,f,1.67,1.58,3.63,43.3,16.6
