S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,,,,
Trading data for Tuesday, January 25, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4909.0 at 2011-01-25T16:38:48. Report at Tuesday, January 25, 2011. Processed Thursday at 2011-01-27T01:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share c,P/E ratio
2.37,1.825,2.23,2.18,ABP,Abacus Prop stp,2.23,-,9095,2.22,2.24,9.90,,.15,.58,4.44,1.53,145.8,,
3.67,1.70,3.54,3.42,ACR,Acrux,3.54,+6,1866,3.43,3.54,-,,-,-,-,29.08,12.2,,
3.72,2.293,3.44,3.39,ABC,Adelaide Brighton,3.40,-1,9726,3.39,3.41,15.50,f,1.52,1.16,4.56,23.60,14.4,,
1.42,.62,1.30,1.27,ABY,Aditya Birla,1.28,-1,1970,1.28,1.30,-,,-,1.61,-,18.71,6.8,,
16.92,13.51,15.24,15.05,AGK,AGL Energy,15.15,-3,7375,15.09,15.22,59.00,,1.34,5.89,3.89,79.30,19.1,,
4.76,2.25,2.91,2.85,ALS,Alesco Corp,2.90,+3,3609,2.88,2.90,7.00,,-,.60,2.41,-132.84,-,,
2.67,1.45,2.48,2.43,AWC,Alumina,2.45,+3,87763,2.45,2.46,4.23,f,.14,1.22,1.73,.59,415.3,,
7.04,5.73,6.96,6.82,AMC,Amcor,6.84,-7,43349,6.83,6.85,29.50,,.54,1.49,4.31,15.80,43.3,,
6.56,4.85,5.23,5.18,AMP,AMP,5.20,+3,87801,5.19,5.21,31.00,p,1.28,.90,5.96,39.80,13.1,,
3.42,.64,2.91,2.78,AMX,Ampella Min,2.91,+1,3673,2.90,2.93,-,,-,-,-,-10.79,-,,
13.79,9.95,13.25,12.92,ANN,Ansell,13.20,+12,11637,12.80,13.25,30.50,,2.94,2.22,2.31,89.60,14.7,,
.885,.29,.355,.34,AZZ,Antares Energy,.345,-1.5,30778,.345,.35,-,,-,-,-,-.54,-,,
26.23,19.95,23.84,23.58,ANZ,ANZ Banking Grp,23.61,-5,61650,23.60,23.62,126.00,f,1.42,10.38,5.34,178.90,13.2,,
4.21,3.14,4.12,4.05,APA,APA Grp stp,4.06,-2,7461,4.05,4.12,32.75,,.59,1.28,8.07,19.40,20.9,,
2.54,1.68,1.80,1.77,APN,APN News & Media,1.785,-.5,29962,1.785,1.82,9.00,,1.86,-.75,5.04,16.70,10.7,,
7.66,3.89,5.75,5.65,AQP,Aquarius Platinum,5.68,-7,8712,5.55,5.74,6.59,,1.08,-,1.16,7.15,79.4,,
10.31,6.464,9.93,9.83,AQA,Aquila Res,9.86,-4,5264,9.86,9.88,-,,-,-,-,-10.90,-,,
1.79,.38,1.415,1.385,ARU,Arafura Resources,1.40,+3.5,8983,1.385,1.41,-,,-,-,-,-3.90,-,,
1.685,.92,1.08,1.06,AAD,Ardent Leisure Grp stp,1.065,+1,7343,1.06,1.075,10.75,,.59,.92,10.09,6.30,16.9,,
4.73,2.52,3.15,3.06,ALL,Aristocrat Leisure,3.13,+6,6039,3.12,3.15,3.50,,-,.15,1.12,-15.00,-,,
1.935,1.44,1.64,1.59,AIO,Asciano Grp,1.64,+5,135423,1.635,1.645,-,,-,.08,-,-31.60,-,,
1.55,1.10,1.21,1.17,ASZ,ASG Grp,1.17,-2.5,625,1.17,1.175,6.50,f,1.35,-,5.56,8.77,13.3,,
.56,.425,.48,.47,APZ,Aspen Grp stp,.475,-,787,.475,.48,4.20,,.54,.66,8.84,2.25,21.1,,
43.89,28.02,37.90,37.47,ASX,ASX,37.90,+11,5419,37.50,37.90,173.10,f,1.10,3.49,4.57,190.40,19.9,,
3.42,1.68,3.20,3.16,AGO,Atlas Iron,3.19,+3,35037,3.18,3.19,-,,-,-,-,-9.60,-,,
2.78,.27,2.76,2.66,AUT,Aurora Oil & Gas,2.75,+5,31357,2.70,2.76,-,,-,-,-,-1.19,-,,
3.20,1.455,3.10,2.98,ASL,Ausdrill,3.08,+9,5752,3.08,3.09,11.00,f,2.16,1.78,3.57,23.71,13.0,,
5.30,1.71,3.55,3.47,AAX,Ausenco,3.48,-4,2848,3.47,3.49,4.50,,-,.50,1.29,-10.35,-,,
1.70,1.22,1.60,1.555,AAC,Aust Agriculture,1.575,-2.5,544,1.55,1.575,-,,-,-,-,-13.40,-,,
2.09,1.54,1.93,1.875,AIX,Aust Infrastructure Fd unt,1.92,+3.5,14926,1.895,1.925,10.00,,3.32,2.61,5.21,33.22,5.8,,
.67,.36,.435,.425,API,Aust Pharmaceutical,.435,-,6400,.425,.435,2.50,f,2.04,.89,5.75,5.10,8.5,,
3.58,1.935,3.22,3.16,ASB,Austal,3.20,-3,1197,3.16,3.23,6.00,f,3.38,1.41,1.88,20.30,15.8,,
1.335,.835,1.00,.985,AUN,Austar United,1.00,+1,13675,.985,1.00,-,,-,-.28,-,3.50,28.6,,
4.90,2.55,4.35,4.20,ANG,Austin Engineer,4.21,-12,1077,4.20,4.22,9.50,f,2.97,.65,2.26,28.25,14.9,,
3.09,2.20,2.96,2.93,ALZ,Australand Prop stp,2.95,+2,5624,2.94,2.97,20.50,,.73,3.44,6.95,14.90,19.8,,
3.79,1.535,2.94,2.89,AVO,Avoca Res,2.92,-3,11328,2.90,2.92,-,,-,.93,-,20.82,14.0,,
2.89,1.465,1.81,1.75,AWE,AWE,1.81,+5.5,26801,1.795,1.81,-,,-,1.60,-,-5.55,-,,
6.64,4.86,6.41,6.38,AXA,AXA Asia Pacific,6.41,+2,84197,6.39,6.41,18.50,p,1.66,1.01,2.89,30.79,20.8,,
13.03,9.53,10.20,10.05,BOQ,Bank of Qld,10.12,+9,5611,10.11,10.13,52.00,f,1.55,7.55,5.14,80.60,12.6,,
