S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4643.0 at 16:36 14/5/2010  Report at 19:05 Friday 14/5/2010. Processed 19:54 Friday 14/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.285,0.425,0.415,ABP,Abacus Prop stp,0.415,-1,"63,728",0.415,0.42,5.75,,-,0.60,13.86,-2.32,-
2.60,0.97,1.955,1.945,ACR,Acrux Ltd,1.95,,"2,081",1.94,1.95,-,,-,0.06,-,-2.84,-
3.01,2.03,2.81,2.78,ABC,Adelaide Brighton,2.80,1,"20,796",2.79,2.81,13.5,f,1.51,1.21,4.82,20.4,13.7
1.65,0.485,0.96,0.935,ABY,Aditya Birla,0.95,-1,"3,156",0.95,0.96,-,,-,1.51,-,19.61,4.8
15.69,13.07,14.89,14.72,AGK,AGL Energy Ltd,14.82,-13,"6,193",14.81,14.84,57,f,0.47,6.21,3.85,27,54.9
5.60,2.11,2.39,2.11,AJL,AJ Lucas Grp,2.19,-1,"8,911",2.19,2.23,5.5,,2.91,1.32,2.51,16,13.7
5.91,2.57,2.80,2.72,ALS,Alesco Corp,2.80,-1,"2,167",2.75,2.80,14,f,-,0.65,5.00,-17.36,-
0.98,0.38,0.415,0.395,AGS,Alliance Res,0.405,-0.5,"1,646",0.395,0.415,-,,-,-,-,-1.97,-
2.06,1.08,1.715,1.675,AWC,Alumina Ltd,1.705,1.5,"193,682",1.70,1.71,2,f,-,1.21,1.17,-1.2,-
6.76,4.276,6.70,6.54,AMC,Amcor Ltd,6.69,4,"47,247",6.54,6.69,29.5,,0.71,2.25,4.41,20.9,32.0
6.97,4.55,5.98,5.91,AMP,AMP Ltd,5.97,-4,"36,468",5.94,5.97,30,p,1.24,0.80,5.03,37.1,16.1
13.48,8.01,13.38,13.05,ANN,Ansell Ltd,13.25,5,"10,258",12.94,13.30,29,,2.82,1.92,2.19,81.7,16.2
26.23,14.90,23.01,22.73,ANZ,ANZ Banking Grp,22.81,-48,"60,533",22.79,22.82,108,f,1.34,9.99,4.73,144.8,15.8
3.79,2.60,3.64,3.60,APA,APA Grp stp,3.63,-1,"4,671",3.61,3.63,31.75,,0.79,-,8.75,25,14.5
2.61,1.144,2.49,2.44,APN,APN News & Media,2.47,-3,"7,002",2.40,2.51,4,f,4.17,-0.78,1.62,16.7,14.8
7.95,3.74,7.06,6.89,AQP,Aquarius Platinum,7.00,,"9,565",6.90,7.05,2.26,,9.20,-,0.32,20.79,33.7
11.38,3.655,9.77,9.66,AQA,Aquila Res,9.72,-21,"2,648",9.65,9.84,-,,-,-,-,-14.8,-
1.285,0.45,0.52,0.49,ARU,Arafura Resource,0.49,-3,"9,685",0.49,0.51,-,,-,-,-,-5.1,-
1.845,1.125,1.16,1.125,AAD,Ardent Leisure stp,1.15,-1,"9,684",1.14,1.15,14.3,,0.19,1.10,12.43,2.73,42.1
5.75,3.37,4.31,4.23,ALL,Aristocrat Leisure,4.28,2,"43,031",4.20,4.35,4.5,,-,0.07,1.05,-31.3,-
5.31,3.04,4.93,4.88,AOE,Arrow Energy,4.90,-2,"48,222",4.89,4.90,-,,-,2.13,-,15.38,31.9
1.94,1.037,1.65,1.63,AIO,Asciano Grp stp,1.645,,"101,560",1.645,1.655,-,,-,0.10,-,-41.9,-
0.575,0.27,0.535,0.50,APZ,Aspen Grp stp,0.515,-2.5,"9,630",0.515,0.525,4.19,,-,0.68,8.14,-3.37,-
0.515,0.275,0.375,0.36,AJA,Astro Jap Prop stp,0.36,-1.5,"17,571",0.36,0.365,8.5,,-,0.76,23.61,-36.49,-
37.90,31.03,33.04,32.67,ASX,ASX Ltd,33.00,-13,"6,285",32.90,33.00,163.6,f,1.10,3.19,4.96,180.6,18.3
3.05,1.475,2.34,2.30,AGO,Atlas Iron Ltd,2.32,-3,"51,054",2.30,2.32,-,,-,-,-,-15.5,-
2.34,0.855,1.94,1.89,ASL,Ausdrill Ltd,1.91,-2,"1,512",1.90,1.935,11,f,1.87,1.60,5.76,20.62,9.3
5.95,2.98,4.30,4.14,AAX,Ausenco Ltd,4.30,12,"8,929",4.21,4.30,9.5,f,2.00,0.62,2.21,19,22.6
1.64,1.18,1.40,1.35,AAC,Aust Agriculture,1.40,5,"9,730",1.38,1.405,-,,-,2.42,-,-20.3,-
2.09,1.18,1.825,1.79,AIX,Aust Infra unt,1.80,-2.5,"17,184",1.80,1.83,10,p,1.94,2.62,5.56,19.37,9.3
0.939,0.44,0.48,0.465,API,Aust Pharmaceutical,0.47,0.5,"8,689",0.47,0.48,3,f,2.03,0.79,6.38,6.1,7.7
3.12,2.08,2.22,2.20,ASB,Austal Ltd,2.21,1,523,2.20,2.23,6,,0.72,1.30,2.71,4.35,50.8
1.465,0.715,1.14,1.125,AUN,Austar United,1.135,,"18,210",1.115,1.14,-,,-,-0.31,-,4.7,24.1
3.05,1.606,2.61,2.56,ALZ,Australand Prop stp,2.57,-3,"5,057",2.56,2.59,5,,-,0.68,1.95,-13.4,-
2.37,1.48,2.30,2.24,AVO,Avoca Res,2.29,-2,"5,944",2.28,2.29,-,,-,0.79,-,12.49,18.3
1.337,0.791,1.02,0.99,AWB,AWB Ltd,1.02,2,"21,690",1.005,1.02,-,,-,1.81,-,18.5,5.5
3.17,2.21,2.32,2.28,AWE,AWE Ltd,2.30,-2,"39,442",2.29,2.30,-,,-,1.74,-,1.43,160.8
6.72,3.51,6.09,6.01,AXA,AXA Asia Pacific,6.08,-3,"15,557",6.07,6.10,18.5,p,1.89,1.12,3.04,34.89,17.4
13.49,7.384,12.13,11.97,BOQ,Bank of Qld,12.12,-8,"4,841",12.04,12.19,52,f,1.78,7.20,4.29,92.4,13.1
1.485,0.31,0.41,0.39,BMN,Bannerman Res,0.41,2,"2,623",0.405,0.41,-,,-,-,-,-7.84,-
1.04,0.655,0.805,0.79,BPT,Beach Energy Ltd,0.795,-0.5,"38,301",0.795,0.80,1.75,p,9.17,1.27,2.20,16.05,5.0
10.48,5.901,9.43,9.32,BEN,Bendigo & Adelaide,9.40,-2,"11,172",9.37,9.42,43,f,0.83,5.16,4.57,35.53,26.5
0.32,0.215,0.25,0.24,BDG,Bendigo Min Ltd,0.24,,"7,235",0.24,0.245,0.5,,6.40,0.15,2.08,3.2,7.5
1.595,0.90,1.33,1.28,BKY,Berkeley Res,1.31,1,"1,427",1.27,1.31,-,,-,-,-,-8.92,-
44.93,31.33,38.94,38.17,BHP,BHP Billiton Ltd,38.64,-18,"138,214",38.64,38.65,95.15,f,1.95,8.76,2.46,185.29,20.9
12.32,7.64,11.65,11.11,BBG,Billabong Intl,11.26,-26,"9,333",11.15,11.36,36,p,1.59,0.84,3.20,57.2,19.7
3.336,1.048,1.335,1.245,BTA,Biota Hldgs,1.255,-8.5,"20,146",1.255,1.26,-,,-,0.60,-,36.6,3.4
3.48,1.86,2.55,2.51,BSL,BlueScope Steel,2.53,-4,"71,870",2.52,2.54,5,,-,2.47,1.98,-61.37,-
3.48,3.35,3.46,3.36,BLYDA,Boart Longyear def,3.46,,"11,190",3.36,3.46,-,,-,0.14,-,-0.67,-
6.40,3.77,5.86,5.77,BLD,Boral Ltd,5.83,-1,"20,531",5.81,5.84,12.5,f,1.82,4.23,2.14,22.7,25.7
1.605,0.71,1.26,1.25,BOW,Bow Energy Ltd,1.255,-0.5,"5,831",1.25,1.27,-,,-,-,-,4.42,28.4
8.14,3.16,7.75,7.49,BKN,Bradken Ltd,7.72,-11,"7,885",7.68,7.75,26,f,1.67,1.58,3.37,43.3,17.8
8.37,5.54,7.25,6.99,BXB,Brambles Ltd,7.04,6,"79,073",7.02,7.09,25,p,1.38,0.66,3.55,34.45,20.4
4.05,1.00,3.13,2.95,BRM,Brockman Res,3.13,10,"7,914",3.12,3.14,-,,-,-,-,-14.9,-
