S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4847.5 at 16:36 22/3/2010  Report at 19:05 Monday 22/3/2010. Processed 19:11 Monday 22/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.265,0.415,0.405,ABP,Abacus Prop stp,0.405,-1.5,"59,667",0.405,0.41,5.75,,-,0.60,14.20,-2.32,-
2.60,0.46,2.49,2.35,ACR,Acrux Ltd,2.37,-11,"7,563",2.36,2.37,-,,-,0.06,-,-2.84,-
3.01,1.84,2.60,2.54,ABC,Adelaide Brighton,2.57,-4,"11,968",2.54,2.60,13.5,f,1.51,1.21,5.25,20.4,12.6
1.65,0.13,1.00,0.965,ABY,Aditya Birla,0.975,-3,"3,917",0.98,1.00,-,,-,1.42,-,-17.34,-
15.46,13.07,15.05,14.85,AGK,AGL Energy Ltd,14.90,-19,"9,838",14.89,14.90,57,f,0.47,6.21,3.83,27,55.2
5.60,2.03,2.96,2.91,AJL,AJ Lucas Grp,2.94,,526,2.92,2.94,5.5,,2.91,1.32,1.87,16,18.4
5.91,1.01,3.17,3.11,ALS,Alesco Corp,3.15,2,"10,207",3.11,3.16,14,f,-,0.65,4.44,-17.36,-
0.98,0.445,0.455,0.445,AGS,Alliance Res,0.445,-0.5,"2,642",0.445,0.45,-,,-,-,-,-1.97,-
2.06,1.046,1.725,1.68,AWC,Alumina Ltd,1.695,-4,"137,542",1.685,1.695,2,f,-,1.21,1.18,-1.2,-
6.35,4.07,6.11,6.04,AMC,Amcor Ltd,6.06,-5,"53,947",6.05,6.08,29.5,,0.71,2.25,4.87,20.9,29.0
6.97,4.55,6.31,6.25,AMP,AMP Ltd,6.26,-5,"21,724",6.26,6.28,30,p,1.24,0.80,4.79,37.1,16.9
12.37,7.58,12.23,11.81,ANN,Ansell Ltd,11.89,-29,"5,558",11.64,12.02,29,,2.82,1.92,2.44,81.7,14.6
25.25,14.90,25.11,24.64,ANZ,ANZ Banking Grp,24.70,-41,"69,962",24.68,24.70,102,f,1.67,10.72,4.13,170.4,14.5
3.68,2.60,3.45,3.35,APA,APA Grp stp,3.36,,"10,083",3.35,3.41,31.75,,0.79,-,9.45,25,13.4
2.61,1.09,2.31,2.29,APN,APN News & Media,2.30,-2,"15,382",2.29,2.32,4,f,4.17,-0.78,1.74,16.7,13.8
7.95,3.241,6.88,6.77,AQP,Aquarius Platinum,6.85,-14,"5,591",6.75,6.85,2.26,,9.20,-,0.33,20.79,32.9
11.38,2.345,10.98,10.77,AQA,Aquila Res,10.81,-19,"7,828",10.80,10.82,-,,-,-,-,-14.8,-
1.285,0.30,0.61,0.595,ARU,Arafura Resource,0.61,,"5,822",0.605,0.61,-,,-,-,-,-5.1,-
1.845,0.96,1.375,1.35,AAD,Ardent Leisure stp,1.36,-1.5,"3,782",1.35,1.38,14.3,,0.19,1.10,10.51,2.73,49.8
5.75,3.24,4.36,4.30,ALL,Aristocrat Leisure,4.34,1,"3,073",4.34,4.38,4.5,,-,0.07,1.04,-31.3,-
5.31,2.57,5.18,5.08,AOE,Arrow Energy,5.10,-19,"256,372",5.09,5.11,-,,-,2.13,-,15.38,33.2
1.94,0.58,1.875,1.84,AIO,Asciano Grp stp,1.85,-2,"119,542",1.845,1.85,-,,-,0.10,-,-41.9,-
0.575,0.27,0.50,0.495,APZ,Aspen Grp stp,0.50,,"6,740",0.50,0.505,4.19,,-,0.68,8.38,-3.37,-
0.515,0.255,0.41,0.40,AJA,Astro Jap Prop stp,0.41,1,"8,010",0.405,0.41,8.5,,-,0.76,20.73,-36.49,-
37.90,28.80,36.00,35.52,ASX,ASX Ltd,35.53,-43,"6,023",35.52,35.58,163.6,f,1.10,3.19,4.60,180.6,19.7
2.55,1.15,2.37,2.32,AGO,Atlas Iron Ltd,2.33,-7,"21,673",2.32,2.33,-,,-,-,-,-15.5,-
2.27,0.695,-,-,ASL,Ausdrill Ltd,2.27,,-,2.30,2.14,11,f,1.87,1.60,4.85,20.62,11.0
5.95,2.48,4.29,4.12,AAX,Ausenco Ltd,4.23,5,"3,931",4.20,4.25,9.5,f,2.00,0.62,2.25,19,22.3
1.95,1.18,1.44,1.355,AAC,Aust Agriculture,1.425,3,"3,922",1.35,1.435,-,,-,2.42,-,-20.3,-
2.01,1.18,1.96,1.925,AIX,Aust Infra unt,1.94,-2,"5,911",1.93,1.955,10,p,1.94,2.62,5.15,19.37,10.0
0.939,0.312,0.57,0.545,API,Aust Pharmaceutical,0.56,-1,"1,274",0.55,0.565,2,f,2.95,0.84,3.57,5.9,9.5
3.12,1.515,2.54,2.46,ASB,Austal Ltd,2.46,-2,285,2.46,2.48,6,,0.72,1.30,2.44,4.35,56.6
1.465,0.65,1.20,1.18,AUN,Austar United,1.19,-1.5,"2,371",1.185,1.20,-,,-,-0.31,-,4.7,25.3
0.585,0.234,0.525,0.515,ALZ,Australand Prop stp,0.515,,"19,523",0.51,0.515,8,,-,0.68,15.53,-13.4,-
2.26,1.415,2.00,1.96,AVO,Avoca Res,1.99,-6,"10,899",1.98,2.02,-,,-,0.79,-,12.49,15.9
1.337,0.791,0.95,0.93,AWB,AWB Ltd,0.94,-0.5,"49,702",0.935,0.945,5,,3.70,1.81,5.32,18.5,5.1
3.17,2.17,2.68,2.65,AWE,AWE Ltd,2.65,-3,"13,762",2.65,2.67,-,,-,1.74,-,1.43,185.3
6.72,3.25,6.33,6.29,AXA,AXA Asia Pacific,6.30,1,"16,201",6.30,6.32,18.5,p,1.89,1.12,2.94,34.89,18.1
13.49,7.384,11.54,11.39,BOQ,Bank of Qld,11.44,-5,"2,461",11.43,11.54,52,f,1.46,6.62,4.55,75.9,15.1
1.485,0.41,0.52,0.49,BMN,Bannerman Res,0.505,-1.5,"12,193",0.505,0.51,-,,-,-,-,-7.84,-
1.04,0.655,0.76,0.745,BPT,Beach Energy Ltd,0.745,-2,"50,259",0.745,0.75,1.75,p,9.17,1.27,2.35,16.05,4.6
10.48,5.901,10.05,9.90,BEN,Bendigo & Adelaide,9.94,-9,"14,377",9.93,9.95,43,f,0.83,5.16,4.33,35.53,28.0
0.32,0.205,0.235,0.23,BDG,Bendigo Min Ltd,0.235,0.5,"18,741",0.225,0.235,0.5,,6.40,0.15,2.13,3.2,7.3
1.50,0.521,1.24,1.20,BKY,Berkeley Res,1.235,-1,"1,979",1.20,1.235,-,,-,-,-,-8.92,-
44.49,31.25,42.63,42.35,BHP,BHP Billiton Ltd,42.59,-61,"86,930",42.50,42.60,95.15,f,1.95,8.76,2.23,185.29,23.0
12.19,7.533,10.88,10.63,BBG,Billabong Intl,10.74,-9,"2,847",10.68,10.78,36,p,1.59,0.84,3.35,57.2,18.8
3.336,0.514,2.39,2.34,BTA,Biota Hldgs,2.37,-1,"4,498",2.34,2.38,-,,-,0.60,-,36.6,6.5
3.48,1.812,2.80,2.75,BSL,BlueScope Steel,2.75,-7,"125,284",2.75,2.76,5,,-,2.47,1.82,-61.37,-
0.41,0.078,0.315,0.31,BLY,Boart Longyear,0.315,,"203,513",0.31,0.315,-,,-,0.14,-,-0.67,-
6.40,3.36,5.59,5.53,BLD,Boral Ltd,5.57,-3,"18,899",5.56,5.59,12.5,f,1.82,4.23,2.24,22.7,24.5
1.60,0.71,1.465,1.35,BOW,Bow Energy Ltd,1.37,-10.5,"35,288",1.37,1.38,-,,-,-,-,4.42,31.0
7.97,1.56,7.95,7.70,BKN,Bradken Ltd,7.74,-8,"8,971",7.74,7.75,26,f,1.67,1.58,3.36,43.3,17.9
8.37,4.74,7.75,7.38,BXB,Brambles Ltd,7.65,16,"77,848",7.64,7.66,25,p,1.38,0.66,3.27,34.45,22.2
3.95,1.00,3.71,3.61,BRM,Brockman Res,3.63,-7,"2,604",3.62,3.65,-,,-,-,-,-14.9,-
1.95,1.506,1.95,1.90,BWP,Bunnings Warehouse unt,1.95,2.5,"14,652",1.905,1.955,10.97,,1.27,1.83,5.63,13.89,14.0
7.09,4.71,6.12,6.03,CAB,Cabcharge Aust,6.05,-7,"2,184",6.05,6.08,34,f,1.44,-,5.62,48.9,12.4
14.00,8.01,11.17,10.95,CTX,Caltex Aust,10.99,-13,"7,625",10.97,11.10,25,f,4.65,10.48,2.27,116.3,9.4
0.635,0.24,0.465,0.46,CFE,Cape Lambert Res,0.46,-0.5,"12,719",0.46,0.465,-,,-,-,-,10.88,4.2
0.885,0.305,0.535,0.515,CNX,Carbon Energy,0.525,-0.5,"14,231",0.525,0.53,-,,-,-,-,-1.87,-
0.885,0.33,0.495,0.485,CVN,Carnarvon Pet,0.49,-1,"9,807",0.485,0.495,-,,-,0.05,-,3.3,14.8
5.86,3.56,5.70,5.30,CRZ,Carsales Com Ltd,5.69,-2,"9,859",5.55,5.74,6.6,f,1.24,0.01,1.16,8.2,69.4
0.71,0.315,0.64,0.615,CCV,Cash Convert ord/div   ,0.615,-3,"9,977",0.615,0.62,3,f,2.32,0.23,4.88,6.97,8.8
1.98,0.77,1.61,1.52,CAH,Catalpa Res,1.52,-11.5,"4,411",1.505,1.55,-,,-,-,-,-3.7,-
-,-,-,-,CAHR,  rts09aprd,-,,-,0.10,-,-,,-,-,-,-,-
4.24,1.67,4.09,4.01,CEY,Centennial Coal,4.06,-8,"9,919",4.06,4.09,8,p,1.98,1.87,1.97,15.8,25.7
0.52,0.056,0.24,0.23,CNP,Centro Prop stp,0.235,,"14,776",0.23,0.235,31.8,,-,-2.87,135.32,-113.25,-
0.225,0.024,0.165,0.16,CER,Centro Retail stp,0.16,-0.5,"7,659",0.16,0.165,0.37,,-,0.35,2.31,-18.43,-
0.345,0.054,0.225,0.19,CFU,Ceramic Fuel Cells,0.21,3,"301,443",0.21,0.215,-,,-,0.04,-,-0.09,-
2.12,1.415,1.925,1.90,CFX,CFS Retail Prop unt,1.915,,"93,406",1.915,1.92,12.5,,-,1.99,6.53,-1.9,-
0.56,0.286,0.55,0.54,CDI,Challenger Div Pro stp,0.54,-0.5,"3,311",0.52,0.54,5.05,,0.09,0.65,9.35,0.46,117.4
4.50,1.365,4.10,4.02,CGF,Challenger FSG Ltd,4.04,-10,"24,640",4.01,4.08,13.5,,2.61,3.36,3.34,35.2,11.5
2.06,1.20,1.525,1.49,CIF,Challenger Infra stp,1.495,-1.5,"1,603",1.495,1.52,15,,-,-1.66,10.03,-59.2,-
0.749,0.224,0.725,0.705,CHC,Charter Hall Grp forus,0.715,0.5,"60,508",0.71,0.715,2.6,,-,0.60,3.64,-23.57,-
0.355,0.14,0.285,0.28,CQO,Charter Hall Office unt,0.285,,"133,411",0.28,0.285,2.5,,4.01,0.44,8.77,10.03,2.8
0.735,0.225,0.57,0.56,CQR,Charter Hall Retail unt,0.565,-1,"11,115",0.56,0.565,6,,-,0.72,10.62,-45.58,-
0.465,0.11,0.39,0.375,CGG,Citadel Resource Grp,0.385,-1,"7,421",0.375,0.39,-,,-,-,-,-0.75,-
1.035,0.47,0.895,0.86,CLO,Clough Ltd,0.86,-4,"10,446",0.86,0.88,2,,3.99,0.31,2.33,7.98,10.8
11.72,8.08,11.28,11.14,CCL,Coca-Cola Amatil,11.20,-8,"11,381",11.18,11.24,43.5,f,1.39,1.38,3.88,60.5,18.5
70.49,46.21,70.49,69.50,COH,Cochlear Ltd,70.34,85,"3,541",69.50,70.39,190,f,1.27,3.25,2.70,242.2,29.0
2.37,1.57,1.83,1.72,COF,Coffey Intl,1.74,-8.5,"2,189",1.74,1.795,12,f,1.00,-0.17,6.90,12,14.5
58.65,33.95,56.10,55.55,CBA,C'wlth Bank  of Aust ,55.75,-46,"21,526",55.68,55.80,235,f,1.41,-,4.22,330.4,16.9
1.045,0.675,0.91,0.90,CPA,C'wlth Prop ord unt   ,0.90,-1.5,"278,210",0.90,0.905,6.85,,-,1.11,7.61,-11.41,-
12.74,8.31,12.63,12.41,CPU,Computershare Ltd,12.47,-20,"12,109",12.45,12.47,25,p,2.27,-1.54,2.00,56.84,21.9
0.49,0.273,0.435,0.425,CEU,ConnectEast stp,0.43,,"45,332",0.43,0.435,2,,-,-,4.65,-21.74,-
0.795,0.20,0.395,0.37,CQT,Conquest Min,0.375,-1,"9,480",0.375,0.385,-,,-,-,-,-0.14,-
3.44,1.90,3.29,3.22,CMJ,Consolidated Media,3.28,4,"5,100",3.27,3.30,16.5,f,3.48,0.88,5.03,57.44,5.7
0.55,0.295,0.51,0.50,COE,Cooper Energy Ltd,0.51,1,"4,832",0.50,0.51,-,,-,0.45,-,7.1,7.2
5.71,2.82,5.57,5.56,CXP,Corporate Express,5.57,1,"8,604",5.56,5.57,22.5,f,1.51,-,4.04,34,16.4
11.66,8.07,8.82,8.63,CRG,Crane Grp Ltd,8.67,-20,"1,616",8.63,8.88,46,f,0.85,4.41,5.31,39,22.2
9.39,5.95,8.38,8.23,CWN,Crown Ltd,8.30,2,"8,254",8.28,8.35,37,p,-,3.24,4.46,-92.35,-
2.26,0.48,1.95,1.92,CSV,CSG Ltd,1.94,-3,"2,917",1.90,1.95,5,f,2.77,0.05,2.58,13.85,14.0
36.74,28.43,35.97,35.57,CSL,CSL Ltd,35.86,-10,"20,115",35.76,35.90,75,,2.85,6.11,2.09,213.41,16.8
2.18,1.17,1.67,1.64,CSR,CSR Ltd,1.655,-0.5,"50,936",1.655,1.66,4,f,-,0.87,2.42,-45.1,-
6.59,1.85,5.05,4.77,CDU,Cudeco Ltd,5.00,-4,"8,524",4.97,5.05,-,,-,-,-,0.42,1190.5
3.25,1.475,3.25,3.21,CUS,Customers Ltd,3.21,,"1,810",3.21,3.24,-,,-,0.26,-,18.4,17.4
5.96,2.70,4.96,4.89,DJS,David Jones Ltd,4.91,-1,"16,331",4.90,4.92,29,f,1.14,1.22,5.91,33,14.9
0.47,0.125,0.235,0.23,DYL,Deep Yellow Ltd,0.235,0.5,"3,812",0.23,0.235,-,,-,-,-,-0.28,-
0.89,0.655,0.80,0.79,DXS,DEXUS Prop Grp stp,0.795,-0.5,"197,524",0.79,0.795,6.15,,-,0.95,7.74,-11.03,-
5.69,2.54,2.88,2.82,DOM,Dominion Min,2.83,-11,"3,939",2.82,2.85,10,,2.01,1.03,3.53,20.08,14.1
9.44,4.26,7.58,7.36,DOW,Downer EDI Ltd,7.36,-24,"17,744",7.35,7.41,29.1,,1.87,2.15,3.95,54.4,13.5
1.90,1.42,1.805,1.785,DUE,DUET Grp forus,1.795,-1.5,"11,798",1.79,1.80,20,p,0.22,-,11.14,4.39,40.9
1.165,0.645,0.925,0.875,ESG,Eastern Star Gas,0.89,-4,"59,240",0.885,0.89,-,,-,-,-,-0.8,-
5.00,1.25,1.515,1.395,ELD,Elders Ltd,1.48,5,"40,684",1.475,1.485,-,,-,0.37,-,-51.51,-
16.32,13.01,14.01,13.56,EAU,Eldorado Gold cdi  1:1,13.58,-54,"12,768",13.58,13.75,-,,-,-,-,-,-
0.995,0.325,0.61,0.595,EHL,Emeco Hldgs,0.605,-0.5,"20,090",0.595,0.605,2,,-,0.71,3.31,-4.2,-
28.28,17.66,19.98,19.66,ERA,Energy Res,19.73,-37,"2,643",19.70,19.83,39,f,3.66,5.10,1.98,142.9,13.8
0.72,0.25,0.37,0.355,EWC,Energy World Corp,0.37,,"10,300",0.365,0.37,-,,-,0.30,-,3.02,12.3
0.595,0.30,0.535,0.52,ENV,Envestra Ltd,0.535,1,"13,064",0.535,0.54,5.5,p,0.63,-0.05,10.28,3.49,15.3
4.78,2.04,3.92,3.82,EQN,Equinox Min Ltd cdi,3.90,-10,"17,372",3.86,3.95,-,,-,-,-,-30.1,-
11.45,3.189,8.25,8.01,EXT,Extract Res,8.20,-15,"7,230",8.06,8.22,-,,-,-,-,-4.96,-
1.885,0.96,1.78,1.75,FXJ,Fairfax Media Ltd,1.755,-2.5,"69,129",1.755,1.76,1.1,,8.45,-0.31,0.63,9.3,18.9
0.83,0.405,0.735,0.71,FKP,FKP Prop Grp stp,0.715,2.5,"77,253",0.71,0.72,1.95,,-,1.27,2.73,-10.3,-
9.00,4.68,8.35,8.18,FWD,Fleetwood Corp,8.34,-1,856,8.33,8.35,66,f,0.98,2.12,7.91,64.7,12.9
1.779,0.377,1.41,1.40,FXL,Flexigrp Ltd,1.405,0.5,"1,143",1.40,1.405,6,f,3.95,0.23,4.27,23.7,5.9
21.05,5.17,20.96,20.39,FLT,Flight Centre,20.39,-54,"2,468",20.39,20.44,26,f,2.44,2.56,1.28,63.4,32.2
0.197,0.052,0.135,0.125,FMS,Flinders Mines,0.13,,"25,795",0.13,0.135,-,,-,-,-,-0.4,-
5.57,2.24,4.85,4.75,FMG,Fortescue Metals Grp,4.75,-10,"38,800",4.75,4.78,-,,-,-,-,-16.13,-
5.89,4.80,5.33,5.24,FGL,Foster's Grp,5.27,-7,"178,143",5.26,5.28,27.25,f,0.73,0.52,5.17,19.8,26.6
2.40,0.345,1.28,1.215,GXY,Galaxy Res,1.235,-2,"10,662",1.23,1.24,-,,-,-,-,-4.62,-
1.295,0.575,0.61,0.595,GDY,Geodynamics Ltd,0.60,0.5,"3,391",0.59,0.61,-,,-,0.96,-,-5.17,-
1.30,0.505,1.095,1.06,GBG,Gindalbie Metals,1.07,-4,"13,861",1.07,1.075,-,,-,-,-,-0.95,-
2.10,0.348,1.99,1.88,GIR,Giralia Res NL,1.95,-2,"3,550",1.935,1.95,-,,-,-,-,0.1,1950.0
1.78,0.995,1.525,1.49,GFF,Goodman Fielder,1.51,2,"38,471",1.505,1.52,11.25,,1.28,-0.16,7.45,14.4,10.5
0.71,0.182,0.66,0.64,GMG,Goodman Grp forus,0.65,-0.5,"381,985",0.645,0.65,1.5,,-,0.50,2.31,-31.3,-
0.71,0.308,0.57,0.56,GPT,GPT Grp stp,0.57,1,"415,365",0.565,0.57,4.5,,-,0.69,7.89,-14.5,-
8.85,5.139,6.28,6.08,GNC,Graincorp Ltd,6.20,9,"6,190",6.20,6.21,7.27,f,11.96,6.79,1.17,86.92,7.1
10.62,5.82,9.62,9.36,GUD,GUD Hldgs,9.46,-9,"1,482",9.41,9.47,61,f,1.18,1.09,6.45,71.73,13.2
1.325,0.505,0.555,0.54,GNS,Gunns Ltd,0.54,-1,"30,211",0.54,0.55,2,,0.75,1.59,3.70,1.5,36.0
3.49,2.21,3.49,3.43,GWT,GWA Intl,3.47,,"4,855",3.45,3.49,18,f,0.89,0.28,5.19,15.94,21.8
4.85,2.48,3.71,3.66,HVN,Harvey Norman,3.67,,"25,115",3.66,3.68,13,f,1.98,2.10,3.54,25.78,14.2
2.30,1.08,1.63,1.59,HST,Hastie Grp Ltd,1.605,2,"16,753",1.60,1.61,10,f,2.22,-0.26,6.23,22.2,7.2
1.425,0.457,1.235,1.225,HDF,Hastings Divers stp,1.235,0.5,"3,833",1.225,1.235,12,,-,1.23,9.72,-12.55,-
5.18,3.61,4.38,4.30,HSP,Healthscope Ltd,4.35,-3,"11,085",4.31,4.38,22.5,f,1.32,0.66,5.17,29.78,14.6
2.67,1.53,2.37,2.35,HGG,Henderson Grp cdi  1:1,2.37,-1,"20,361",2.36,2.38,12.15,,0.27,-0.18,5.13,3.23,73.4
2.85,1.36,2.65,2.59,HIL,Hills Ind Ltd,2.61,-3,"5,796",2.61,2.65,9,f,0.66,1.39,3.45,5.9,44.2
0.40,0.11,0.355,0.345,HZN,Horizon Oil Ltd,0.355,-0.5,"29,710",0.34,0.36,-,,-,0.19,-,6.28,5.7
0.67,0.215,0.23,0.225,ICN,Icon Energy Ltd,0.225,-0.5,"4,848",0.225,0.23,-,,-,-,-,-1.47,-
4.56,2.70,4.16,4.02,ILU,Iluka Res,4.14,-1,"9,198",4.10,4.18,-,,-,2.58,-,-26.8,-
1.98,1.17,1.475,1.46,IMF,IMF (Aust) Ltd,1.475,,865,1.475,1.485,15,f,0.55,0.32,10.17,8.22,17.9
3.83,2.03,3.48,3.37,IPL,Incitec Pivot,3.37,-17,"148,187",3.37,3.39,4.4,,-,0.14,1.31,-11.7,-
5.52,2.43,4.65,4.42,IGO,Independence Grp,4.61,,"2,659",4.45,4.65,5,f,5.04,1.30,1.08,25.18,18.3
1.265,0.25,1.265,1.255,IRN,Indophil Res,1.26,,"4,437",1.255,1.265,-,,-,-,-,-2.93,-
0.51,0.14,0.41,0.40,IDL,Industrea Ltd,0.40,-1.5,"21,069",0.40,0.405,1.3,f,3.90,0.03,3.25,5.07,7.9
1.55,0.845,1.34,1.29,IFN,Infigen Energy stp,1.30,-3,"35,554",1.285,1.305,4.5,,6.88,0.55,3.46,30.95,4.2
0.603,0.108,0.445,0.43,IIF,ING Industrial Fd unt,0.44,,"170,978",0.44,0.445,5.3,,-,0.60,12.05,-78.3,-
0.67,0.345,0.60,0.59,IOF,ING Office Fd stp,0.60,,"71,435",0.60,0.605,6.2,,-,0.74,10.33,-16.7,-
4.21,3.29,3.98,3.92,IAG,Insurance Aust Grp,3.93,-1,"39,767",3.93,3.97,14.5,f,1.73,1.29,3.69,25.07,15.7
0.385,0.185,0.275,0.27,IGR,Integra Min Ltd,0.275,0.5,"21,079",0.27,0.275,-,,-,-,-,-1.48,-
1.71,1.07,1.165,1.15,ITO,Intoll Grp stp,1.16,,"59,263",1.155,1.16,12,,-,1.78,10.34,-16.38,-
0.42,0.21,0.355,0.335,IAU,Intrepid Mines,0.34,-1.5,"12,988",0.335,0.34,-,,-,0.12,-,-2.32,-
6.50,4.79,6.13,6.06,IVC,Invocare Ltd,6.12,-5,541,6.05,6.15,25.25,f,1.30,0.48,4.13,32.9,18.6
