S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4750.2 at 16:47 17/11/2009  Report at 19:05 Tuesday 17/11/2009. Processed 19:27 Tuesday 17/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.147,0.45,0.44,ABP,Abacus Prop stpld,0.445,-0.5,"20,588",0.44,0.445,7.75,,-,0.62,17.42,-11.81,-
3.01,1.445,2.79,2.68,ABC,Adelaide Brighton,2.70,-6,"15,458",2.69,2.70,14,f,1.49,1.15,5.19,20.8,13.0
1.65,0.096,1.49,1.385,ABY,Aditya Birla,1.395,-2.5,"16,353",1.385,1.40,-,,-,1.42,-,-17.34,-
1.305,0.50,0.595,0.57,AED,AED Oil Ltd,0.57,,"1,768",0.57,0.575,-,,-,-,-,-66.9,-
15.80,12.83,14.10,13.86,AGK,AGL Energy Ltd,14.06,27,"22,505",13.95,14.07,54,f,6.63,6.00,3.84,358,3.9
5.60,2.03,4.84,4.50,AJL,AJ Lucas Grp,4.69,-3,"1,998",4.65,4.69,10.5,f,23.78,2.11,2.24,249.7,1.9
5.91,0.60,5.06,4.91,ALS,Alesco Corp,5.05,6,"1,797",4.98,5.05,7,f,-,0.49,1.39,-13.94,-
0.98,0.333,0.63,0.615,AGS,Alliance Res,0.615,-1.5,"14,200",0.615,0.63,-,,-,-,-,-8.3,-
2.00,0.683,1.71,1.655,AWC,Alumina Ltd,1.685,5.5,"175,443",1.68,1.685,12,,0.79,1.30,7.12,9.42,17.9
5.89,3.50,5.79,5.71,AMC,Amcor Ltd,5.74,4,"54,623",5.72,5.75,34,,0.74,1.61,5.92,25.3,22.7
6.97,3.52,6.50,6.28,AMP,AMP Ltd,6.30,-11,"62,827",6.30,6.31,30,p,0.99,0.67,4.76,29.6,21.3
13.38,7.51,10.52,10.23,ANN,Ansell Ltd,10.40,,"4,448",10.25,10.44,28,,3.19,1.98,2.69,89.2,11.7
25.25,11.83,22.24,21.77,ANZ,ANZ Banking Grp,21.89,-29,"116,663",21.86,21.90,102,f,1.67,10.72,4.66,170.4,12.8
3.30,2.43,3.26,3.22,APA,APA Grp stpld,3.25,3,"6,090",3.20,3.25,31,,0.52,1.18,9.54,16.2,20.1
0.414,0.039,0.045,0.042,AXM,Apex Min NL,0.042,,"179,847",0.042,0.043,-,,-,-,-,-31.41,-
2.774,0.866,2.37,2.31,APN,APN News & Media,2.37,6,"14,858",2.36,2.37,12,,-,-1.23,5.06,-13.1,-
6.39,2.183,5.82,5.69,AQP,Aquarius Platinum,5.75,18,"29,389",5.65,5.75,12.08,,-,-,2.10,-16.39,-
8.86,1.90,8.86,8.70,AQA,Aquila Res,8.75,22,"9,126",8.75,8.78,-,,-,-,-,-10.5,-
1.285,0.245,0.845,0.79,ARU,Arafura Resource,0.80,-1,"3,583",0.79,0.82,-,,-,-,-,-7.7,-
1.65,0.79,1.48,1.435,AAD,Ardent Leisure Grp stp,1.47,3,"3,368",1.435,1.475,14.3,,-,1.18,9.73,-0.32,-
5.75,3.16,4.83,4.64,ALL,Aristocrat Leisure,4.77,11,"19,598",4.65,4.79,14.5,f,-,0.35,3.04,-0.2,-
4.73,1.845,4.06,3.95,AOE,Arrow Energy,3.98,1,"17,326",3.96,3.98,-,,-,0.82,-,52,7.7
1.76,0.32,1.67,1.615,AIO,Asciano Grp stpld,1.645,,"127,339",1.635,1.645,23,,-,-1.41,13.98,-32.5,-
0.575,0.218,0.575,0.535,APZ,Aspen Grp stpld,0.55,1.5,"38,549",0.54,0.55,6.17,,-,0.68,11.22,-22.53,-
0.515,0.445,0.47,0.455,AJADA,Astro Jap Prop Grp stpld d,0.465,,"7,083",0.46,0.47,-,,-,0.93,-,-71.94,-
37.90,23.52,33.23,32.78,ASX,ASX Ltd,32.90,-8,"6,983",32.89,33.00,164.9,f,1.11,2.66,5.01,183.2,18.0
2.10,0.405,1.97,1.90,AGO,Atlas Iron Ltd,1.94,5.5,"68,519",1.94,1.945,-,,-,-,-,-21.3,-
1.95,0.675,1.82,1.785,ASL,Ausdrill Ltd,1.815,4.5,"5,135",1.775,1.82,11,f,2.11,1.73,6.06,23.23,7.8
5.95,1.855,4.90,4.66,AAX,Ausenco Ltd,4.75,,"12,314",4.68,4.79,18.5,f,2.38,0.76,3.89,43.94,10.8
2.07,1.16,1.54,1.475,AAC,Aust Agriculture,1.50,-2,"1,415",1.47,1.50,-,,-,2.55,-,-25.7,-
1.93,0.991,1.795,1.71,AIX,Aust Infra unt,1.73,-4,"68,246",1.725,1.745,13,p,2.03,3.14,7.51,26.33,6.6
0.939,0.299,0.66,0.645,API,Aust Pharmaceutical,0.645,-1,"38,181",0.645,0.655,2,f,2.95,0.84,3.10,5.9,10.9
3.06,1.87,2.84,2.78,AWE,Aust Worldwide Ex,2.81,,"21,929",2.80,2.81,-,,-,1.80,-,17.36,16.2
